Rank,UCI ID,Name,Nationality,Team Code,Age,Points
1,10001160849,LADINO VEGA Gregorio,COLOMBIA,TUA,36,238
2,10002481160,RUJANO GUILLEN José,BOLIVARIAN REPUBLIC OF VENEZUELA,,27,198
3,10002652225,ALCOLEA Arnold,CUBA,,27,186
4,10053792847,SEPULVEDA VILLAR Luis Fernando,CHILE,,35,161
5,10002480655,SERPA PEREZ Jose Rodolfo,COLOMBIA,SDA,30,148
6,10002908566,ZWIZANSKI Scott,UNITED STATES OF AMERICA,KBS,32,136
7,10001319584,MEDINA MARINO Manuel,BOLIVARIAN REPUBLIC OF VENEZUELA,,33,132
8,10001207531,HUSHOVD Thor,NORWAY,CTT,31,127
9,10050356825,BRENES OBANDO Gregory,COSTA RICA,CCD,21,123
10,10062828496,LUCERO SOSA Alfredo Osvaldo,ARGENTINA,,30,118
11,10001472259,GIACINTI Jorge Alberto,ARGENTINA,SJC,35,107
12,10054655945,MANCEBO PEREZ Francisco,SPAIN,RRC,33,96
13,10003246955,GUAMA Bayron,ECUADOR,VMC,24,94
14,10002156414,CHACON COLMENARES Franklin,BOLIVARIAN REPUBLIC OF VENEZUELA,,30,94
15,10006164736,CABRERA GONZALEZ Ramiro,URUGUAY,,21,90
16,10002795503,RIBEIRO Sérgio,PORTUGAL,BSP,29,90
17,10035421754,SIERRA PEÑA Alvaro,COLOMBIA,,42,83
18,10003376792,RODRIGUEZ ORTIZ Jackson,BOLIVARIAN REPUBLIC OF VENEZUELA,SDA,24,78
19,10006837571,VILLEGAS CARDONA Juan Pablo,COLOMBIA,,22,77
20,10003079934,LACOMBE Kevin,CANADA,CSM,24,77
21,10002751144,GAVAZZI Mattia,ITALY,SDA,26,77
22,10001561882,SIMON Edgardo,ARGENTINA,SJC,35,73
23,10002981419,FRANÇA SIDOTI Breno,BRAZIL,SJC,26,72
24,10002462063,GONZALEZ ESCALANTE Ronald Javier,BOLIVARIAN REPUBLIC OF VENEZUELA,,28,71
25,10002912004,HAEDO Lucas Sebastian,ARGENTINA,JSH,26,69
26,10061379358,LÓPEZ Carlos,MEXICO,,28,68
27,10002920892,OCHOA Carlos Jose,BOLIVARIAN REPUBLIC OF VENEZUELA,SDA,29,68
28,10005671450,CARDOSO SANTOS Flavio,BRAZIL,,29,65
29,10006031764,LEFRANCOIS Timothee,FRANCE,,28,64
30,10004522204,MOI BUENO Douglas,BRAZIL,,28,64
31,10005691658,HENAO MONTOYA Sergio Luis,COLOMBIA,CEP,22,63
32,10004782686,DE OLIVEIRA TABANEZ Bruno Fernando,BRAZIL,,24,58
33,10009340878,MONSALVE Yonnatta,BOLIVARIAN REPUBLIC OF VENEZUELA,,20,58
34,10002845619,VITORIA David,SWITZERLAND,RRC,25,57
35,10004572421,DA SILVA CANCADO Raul,BRAZIL,,28,55
36,10005326391,CORREIA DINIZ Alex,BRAZIL,,24,55
37,10004658004,CAMARGO FLECHAS Luis Fernando,COLOMBIA,,32,55
38,10001364549,SALAZAR CESAR,COLOMBIA,,37,55
39,10001184996,CLINE Hernan,URUGUAY,,34,54
40,10002370824,BONILLA José Adrian,COSTA RICA,,31,54
41,10006070867,LE BON Johan,FRANCE,BSC,19,53
42,10005692466,SARMIENTO TUNARROSA Jose Cayetano,COLOMBIA,,22,53
43,10004546351,ZIRBEL Tom,UNITED STATES OF AMERICA,BPC,31,53
44,10002513290,PARISIEN Francois,CANADA,CSM,27,52
45,10003053763,MORALES Jonny,GUATEMALA,,26,51
46,10004522305,NAZARET Magno,BRAZIL,SJC,23,51
47,10001383141,STARCHYK Volodymyr,UKRAINE,AMO,29,"50,66"
48,10003059019,ARSENO Alex,BRAZIL,,26,50
49,10058299408,AGUILAR FIGUEIRAS Héctor Fabián,URUGUAY,FRM,25,50
50,10005474218,SALDANO Emanuel,ARGENTINA,,24,49
51,10006920124,DOUGLAS Reginald,SAINT KITTS AND NEVIS,,32,48
52,10005488160,ALARCON José,BOLIVARIAN REPUBLIC OF VENEZUELA,,21,48
53,10003103071,CHAMORRO PAIVA Francisco Ramon,ARGENTINA,SJC,28,47
54,10007131201,VIGNES Anthony,FRANCE,,21,46
55,10002912913,MILNE Shawn,UNITED STATES OF AMERICA,TT1,28,45
56,10004431567,RAMOS DA SILVA Kleber,BRAZIL,,24,45
57,10001371421,PINFOLD Andrew,CANADA,UHC,31,45
58,10002290800,GILBERT Martin,CANADA,CSM,27,45
59,10004809160,MANSILLA ALMONACID Luis,CHILE,,23,42
60,10002812980,MASCARAÑAS GRANADA Richard Eustaquio,URUGUAY,,30,42
61,10005475733,BOIVIN Guillaume,CANADA,,20,40
62,10007124127,MCKAY Warren,GUYANA,,30,40
63,10002358292,NOVELLO Marcos Christian,BRAZIL,,33,40
64,10002911293,MORANDI Mauricio,BRAZIL,SJC,28,40
65,10001560266,O'BEE Kirk,UNITED STATES OF AMERICA,,32,40
66,10004521291,REZA Kevin,FRANCE,,21,40
67,10004771269,MONTANA Freddy,COLOMBIA,BOY,27,39
68,10005801085,BECERRA Eduin,BOLIVARIAN REPUBLIC OF VENEZUELA,,24,39
69,10002863302,MAMOS Philipp,GERMANY,AMO,27,"38,66"
70,10001455485,DIONNE Charles,CANADA,VAU,30,38
71,10002093564,PIRES Bruno,PORTUGAL,BSP,28,37
72,10001181461,CRUZ MARTINEZ Wendy Ramon,DOMINICAN REPUBLIC,,33,37
73,10006916080,ATAPUMA HURTADO Jhon Darwin,COLOMBIA,CEP,21,37
74,10002895533,GARCIA Artur,BOLIVARIAN REPUBLIC OF VENEZUELA,,25,37
75,10002894523,XAVIER DO NASCIMENTO Antonio Roberto,BRAZIL,,32,36
76,10005293150,FERNANDEZ GARCIA Michel,CUBA,,26,36
77,10003221289,RUIZ Renato,BRAZIL,,28,35
78,10004507147,KEINATH Nico,GERMANY,HAD,22,35
79,10007634183,SOLIZ VILCA Oscar,BOLIVIA,,24,35
80,10003246652,NAVARRETE Segundo,ECUADOR,,24,35
81,10059186451,RODAS OCHOA Manuel Oseas,GUATEMALA,,25,35
82,10002193291,GIL MARTINEZ Tomas Aurelio,BOLIVARIAN REPUBLIC OF VENEZUELA,,32,34
83,10002725882,MAGALLANES ARANDA Juan Pablo,MEXICO,TUA,27,33
84,10005699338,MUMFORD Reid,UNITED STATES OF AMERICA,KBS,33,33
85,10002423667,FLORES Claudio,ARGENTINA,,29,32
86,10007134635,DE SALES PEREIRA Eduardo,BRAZIL,,20,32
87,10002353545,GUEDES MOSEQUE Ricardo,URUGUAY,,37,32
88,10002924936,CERVANTES DIAZ Omar,MEXICO,TUA,24,32
89,10002140347,CAMACHO Rodolfo,BOLIVARIAN REPUBLIC OF VENEZUELA,,34,32
90,10002401035,FERNANDEZ Gerardo Luis,ARGENTINA,,32,32
91,10001562892,ROMERO AMARAN Luis,CUBA,JSH,30,32
92,10002911192,COLOCA Jean Carlo,BRAZIL,,35,30
93,10005477551,TREMBLAY André,CANADA,,21,30
94,10061435336,MENDIS Alex,GUYANA,,,30
95,10061432912,BROWNE Gerard,SAINT KITTS AND NEVIS,,,30
96,10002060020,STARZENGRUBER Harald,AUSTRIA,ELK,28,30
97,10002362235,JACQUES-MAYNES Ben,UNITED STATES OF AMERICA,BPC,31,30
98,10004504016,HUREL Tony,FRANCE,,22,29
99,10004437429,SOTO PERERA Jorge,URUGUAY,,23,29
100,10004711453,GERMAN MERAN Rafael,DOMINICAN REPUBLIC,,22,28
101,10004546755,DOS SANTOS MOTA Fabiele,BRAZIL,,31,28
102,10094809295,GRIVKO Andriy,UKRAINE,ISD,26,28
103,10004611726,KUMP Marko,SLOVENIA,ADR,21,28
104,10001439624,LODDO Alberto,ITALY,SDA,30,28
104,10001458115,BENITEZ POMARES Javier,SPAIN,MCO,30,28
104,10006469577,KEOUGH Jacobe,UNITED STATES OF AMERICA,KBS,22,28
107,10002140448,CHACON DIAZ José Isidro,BOLIVARIAN REPUBLIC OF VENEZUELA,,32,27
108,10002064161,PEREZ CUAPIO Julio Alberto,MEXICO,,32,27
109,10003034666,SUAREZ SUAREZ Juan Pablo,COLOMBIA,,24,27
110,10004855337,CONTRERAS Jose Alirio,BOLIVARIAN REPUBLIC OF VENEZUELA,,31,27
111,10002920993,MACHADO PEREZ Honorio Rafael,BOLIVARIAN REPUBLIC OF VENEZUELA,BUC,27,27
112,10002726488,ROTH Ryan,CANADA,CSM,26,26
113,10001140136,NIÑO CORREDOR Victor,COLOMBIA,,36,26
114,10002170053,MEDICI Matias,ARGENTINA,SJC,34,25
115,10004361950,KHOURY DIAZ Raye,DOMINICAN REPUBLIC,,35,25
116,10002480352,ALMONACID Patricio,CHILE,,30,25
117,10002745383,CORDOVES PEREZ Gil,CUBA,,44,25
117,10005293251,GARCIA Alien,CUBA,,25,25
117,10005474117,DOTTI Juan Pablo,ARGENTINA,,25,25
120,10002958682,MARCONI Duran,COSTA RICA,,29,"24,6"
121,10002813384,PIAS TORRES Nestor,URUGUAY,,28,24
122,10004783292,DIDIER BULGARELLI Otavio,BRAZIL,,25,24
123,10003195122,SASSO Mario,URUGUAY,,29,24
124,10004714382,AGUIRRE INFANTE José Ramon,MEXICO,,21,23
124,10061392391,RIVAS Heberth,BOLIVARIAN REPUBLIC OF VENEZUELA,,25,23
126,10001543795,FUENTES Daniel,CUBA,,35,22
127,10002689308,SARABIA DIAZ Ignacio,MEXICO,TUA,26,22
128,10006464931,TEILLET Gwenael,FRANCE,,27,22
129,10002909980,WYSS Danilo,SWITZERLAND,BMC,24,22
129,10003073062,BELLETTI Manuel,ITALY,SDA,24,22
131,10006272446,STENBERG Patrik,SWEDEN,,19,"21,66"
132,10003324050,SELANDER Bjorn,UNITED STATES OF AMERICA,TLS,21,21
133,10004714180,GRANJEL Raul,CUBA,,22,21
134,10005453101,WEBER Cleberson,BRAZIL,,25,21
135,10004846849,GOMEZ MALDONADO José De Jesus,MEXICO,,26,21
136,10002624034,GONZALEZ BARRERA Javier,COLOMBIA,,30,21
137,10004522608,VIEIRA Alcides Flaviano,BRAZIL,,28,21
138,10004523214,LOPEZ MARIN Juan Carlos,COLOMBIA,,28,"20,39"
139,10005394291,DIGUET Christophe,FRANCE,,31,20
140,10002951309,MONTENEGRO BENAVIDES Juan Carlos,ECUADOR,,28,20
141,10002777113,MURILLO ORTIZ Juan Engelberth,BOLIVARIAN REPUBLIC OF VENEZUELA,,27,20
142,10001316352,FONSECA FUQUEN Graciano,COLOMBIA,,35,20
143,10002829956,GONZALEZ PENA Alexander,COLOMBIA,,30,20
144,10001457307,SEVILLA RIVERA Oscar Miguel,SPAIN,RRC,33,20
145,10004706201,PEREZ Jesus,BOLIVARIAN REPUBLIC OF VENEZUELA,,25,20
145,10006036414,RUFFINE Joann,FRANCE,,22,20
145,10006089156,BUERGOS POZO Freddy,CUBA,,23,20
148,10061383806,ARIAS Jan Carlos,CUBA,,24,19
149,10002486315,CHADWICK Glen Alan,NEW ZEALAND,RRC,33,18
150,10006692677,LOZANO Jaime,COLOMBIA,,25,18
151,10002304843,TONDO VOLPINI Xavier,SPAIN,ACA,31,18
151,10005474319,SALAS Javier Alejandro,ARGENTINA,,25,18
151,10005874342,AGUILAR Jose,BOLIVARIAN REPUBLIC OF VENEZUELA,,29,18
154,10005673975,GARCIA RIVERA Juan Alejandro,COLOMBIA,,26,"17,6"
