Rank;UCI ID;Name;Nationality;Team Code;Age;Points
1;10003122875;ODLIN Paul;NEW ZEALAND;SUB;34;122
2;10006915272;AITKEN Nick;AUSTRALIA;JAI;22;78
3;10006874553;MC CARTHY Jay;AUSTRALIA;JAI;20;57
4;10002946255;POLLOCK Rhys;AUSTRALIA;DPC;32;56
5;10006383893;VINK Michael;NEW ZEALAND;;21;55
6;10004595962;O'BRIEN Mark;AUSTRALIA;BFL;25;50
7;10006282247;JANSE VAN RENSBURG Reinardt;SOUTH AFRICA;MTN;23;46
8;10006723494;HORGAN Samuel;NEW ZEALAND;SUB;25;45
9;10004821486;LAPTHORNE Darren;AUSTRALIA;DPC;29;43
10;10006784122;VON HOFF Steele;AUSTRALIA;CDT;25;33
11;10006480388;BEVIN Patrick;NEW ZEALAND;BPC;21;32
12;10007621857;FLAKEMORE Campbell;AUSTRALIA;GEN;20;32
13;10004502400;KITTEL Marcel;GERMANY;ARG;24;32
14;10005986294;FREIBERG Michael;AUSTRALIA;JAI;22;31
15;10005568285;WILLIAMSON James;NEW ZEALAND;;23;30
16;10003031232;FINNING Sean;NEW ZEALAND;;27;30
17;10005969120;PALMER Thomas;AUSTRALIA;DPC;22;29
18;10006720161;HOWSON Damien;AUSTRALIA;JAI;20;22
19;10005968312;CHRISTIE Jason;NEW ZEALAND;CCD;22;20
20;10006606589;CLARKE William;AUSTRALIA;CSS;27;20
21;10007621958;GIACOPPO Anthony;AUSTRALIA;GEN;26;18
22;10004405501;GATE Aaron;NEW ZEALAND;;22;14
23;10005986193;LEWIS Joseph;AUSTRALIA;BHD;23;14
24;10002520869;SULZBERGER Bernard;AUSTRALIA;RAL;29;14
25;10006896781;ATKINS Joshua;NEW ZEALAND;BLS;20;12
26;10007052082;BISSAKER Edward;AUSTRALIA;;20;11
27;10002528852;YATES Jeremy;NEW ZEALAND;;30;10
28;10006575570;WINDSOR Blair;AUSTRALIA;BFL;23;10
29;10007622261;MCLEOD Brian;AUSTRALIA;BFL;22;10
30;10003341329;WILLIAMS Marc;AUSTRALIA;BFL;28;9
31;10006874452;KERBY Jordan;AUSTRALIA;;20;9
32;10007622362;CUPITT Michael;AUSTRALIA;BFL;30;8
33;10003082156;VENNELL Jeremy;NEW ZEALAND;BPC;32;8
34;10023664647;CHAPMAN Joe;NEW ZEALAND;;31;8
35;10003029515;GUDSELL Timothy;NEW ZEALAND;;28;7
36;10003998606;NORRIS Lachlan;AUSTRALIA;DPC;25;7
37;10005971544;LOVELOCK Jonathan;AUSTRALIA;GEN;23;6
38;10002208853;DE KORT Koen;NETHERLANDS;ARG;30;6
39;10005483918;BARRY Daniel;NEW ZEALAND;;24;6
40;10002647676;GOESINNEN Floris;NETHERLANDS;DPC;29;5
41;10075237628;MCCONNELL Daniel;AUSTRALIA;;27;5
42;10007164139;LOVEGROVE Nick;NEW ZEALAND;SUB;31;5
43;10008709974;KAUFFMANN Jacob;AUSTRALIA;;25;4
44;10006469577;KEOUGH Jacobe;UNITED STATES OF AMERICA;UHC;25;4
45;10003900693;LYTTLE Scott;NEW ZEALAND;;28;3
46;10007943472;SPENCER Jason;AUSTRALIA;BFL;24;3
47;10006291139;DAVISON Luke;AUSTRALIA;BFL;22;2
48;10005776231;WURF Cameron;AUSTRALIA;CSS;29;2
49;10002522081;SEROV Aleksandr;RUSSIAN FEDERATION;RVL;30;2
49;10002523495;DOI Yukihiro;JAPAN;ARG;29;2
