Rank,Name,Team Code,Nationality,Points
1,TEAM SMARTSTOP,SSC,UNITED STATES OF AMERICA,532
2,OPTUM P/B KELLY BENEFIT STRATEGIES,OPM,UNITED STATES OF AMERICA,375
3,FUNVIC BRASILINVEST-SAO JOSE DOS CAMPOS,FUN,BRAZIL,351
4,HINCAPIE SPORTSWEAR DEVELOPMENT TEAM,HSD,UNITED STATES OF AMERICA,337
5,TEAM ECUADOR,ECU,ECUADOR,256
6,UNITEDHEALTHCARE PROFESSIONAL CYCLING TEAM,UHC,UNITED STATES OF AMERICA,239
7,SAN LUIS SOMOS TODOS,SLS,ARGENTINA,"230,35"
8,JAMIS - HAGENS BERMAN,JSH,UNITED STATES OF AMERICA,187
9,JELLY BELLY P/B MAXXIS,JBC,UNITED STATES OF AMERICA,184
10,CLUBE DATARO DE CICLISMO-BOTTECCHIA,DAT,BRAZIL,148
11,ANDRONI GIOCATTOLI - VENEZUELA,AND,ITALY,140
12,TEAM NETAPP - ENDURA,TNE,GERMANY,112
13,4-72 - COLOMBIA,CO4,COLOMBIA,108
13,INCYCLE-PREDATOR COMPONENTS CYCLING TEAM,IPC,PUERTO RICO,108
15,NERI SOTTOLI,NRI,ITALY,105
16,BISSELL DEVELOPMENT TEAM,BDT,UNITED STATES OF AMERICA,93
17,SILBER PRO CYCLING TEAM,SPC,CANADA,88
18,IRONAGE-COLNER,IRC,BRAZIL,82
19,TEAM DIFFERDANGE - LOSCH,CCD,LUXEMBOURG,80
20,BRIDGESTONE ANCHOR CYCLING TEAM,BGT,JAPAN,62
21,CONTINENTAL TEAM ASTANA,AS2,KAZAKHSTAN,58
21,GARNEAU - QUÉBECOR,GQC,CANADA,58
23,COLOMBIA,COL,COLOMBIA,53
24,5-HOUR ENERGY,5HR,UNITED STATES OF AMERICA,51
25,OFM - QUINTA DA LIXA,OFM,PORTUGAL,35
26,TEAM NOVO NORDISK,TNN,UNITED STATES OF AMERICA,30
27,EFAPEL - GLASSDRIVE,EFG,PORTUGAL,23
28,RUSVELO,RVL,RUSSIAN FEDERATION,20
29,AREA ZERO PRO TEAM,AZT,ITALY,17
30,BRETAGNE - SECHE ENVIRONNEMENT,BSE,FRANCE,16
31,BUENOS AIRES PROVINCIA,BAP,ARGENTINA,14
32,RUSSIAN HELICOPTERS,HCL,RUSSIAN FEDERATION,12
32,MG KVIS - WILIER,MGK,ITALY,12
34,AMORE & VITA - SELLE SMP,AMO,UKRAINE,10
34,TEAM STÖLTING,STG,GERMANY,10
36,DRAPAC PROFESSIONAL CYCLING,DPC,AUSTRALIA,8
36,BURGOS-BH,BUR,SPAIN,8
36,TEAM BUDGET FORKLIFTS,BFL,AUSTRALIA,8
36,CHRISTINA WATCHES - KUMA,CTO,DENMARK,8
36,,,,8
41,MEMORIAL - PREFEITURA DE SANTOS,MEM,BRAZIL,7
42,KEITH MOBEL - PARTIZAN,KMP,SERBIA,6
43,LOKOSPHINX,LOK,RUSSIAN FEDERATION,5
43,ISD CONTINENTAL TEAM,ISD,UKRAINE,5
45,,,,4
46,START - TRIGON CYCLING TEAM,STF,PARAGUAY,3
47,RAPHA CONDOR JLT,RCJ,GREAT BRITAIN,2
