Rank,Name,Team Code,Nationality,Points
1,PETROCHEMICAL TABRIZ CYCLING TEAM,TPT,ISLAMIC REPUBLIC OF IRAN,1015
2,DOHA TEAM,DOT,QATAR,"628,66"
3,AZAD UNIVERSITY IRAN,IAU,ISLAMIC REPUBLIC OF IRAN,438
4,SERRAMENTI PVC DIQUIGIOVANNI-ANDRONI GIOCATTOLI,SDA,ITALY,335
5,EQA - MEITAN HOMPO - GRAPHITE DESIGN,EQA,JAPAN,268
6,AISAN RACING TEAM,AIS,JAPAN,250
7,SAVINGS & LOANS CYCLING TEAM,SLV,AUSTRALIA,240
8,CERVELO TEST TEAM,CWT,GERMANY,228
9,SEOUL CYCLING,SCT,KOREA,210
10,CARMIOORO - A STYLE,CMO,GREAT BRITAIN,205
11,SHIMANO RACING TEAM,SMN,JAPAN,174
12,TEAM NEOTEL,NEO,SOUTH AFRICA,156
13,LETUA CYCLING TEAM,L2A,MALAYSIA,153
14,POLYGON SWEET NICE TEAM,PSN,INDONESIA,97
15,MTN CYCLING,MTN,SOUTH AFRICA,96
16,JELLY BELLY CYCLING TEAM,JBC,UNITED STATES OF AMERICA,95
17,DRAPAC PORSCHE CYCLING,DPC,AUSTRALIA,93
18,SKIL-SHIMANO,SKS,NETHERLANDS,91
19,LOBORIKA,LOB,CROATIA,89
20,KELLY BENEFIT STRATEGIES,KBS,UNITED STATES OF AMERICA,86
21,RADENSKA KD FINANCIAL POINT,RAR,SLOVENIA,85
21,RIDE SPORT RACING,RSR,AUSTRALIA,85
23,CCC POLSAT POLKOWICE,CCC,POLAND,81
23,MAX SUCCESS SPORTS,MSS,PEOPLE'S REPUBLIC OF CHINA,81
25,MNCF CYCLING TEAM,MCF,MALAYSIA,80
26,AMORE & VITA - MCDONALD'S,AMO,UKRAINE,79
27,TREK - MARCO POLO CYCLING TEAM,MPC,PEOPLE'S REPUBLIC OF CHINA,72
28,MROZ CONTINENTAL TEAM,MRO,POLAND,66
29,TEAM JAYCO - AIS,JAS,AUSTRALIA,58
30,PSK WHIRLPOOL - AUTHOR,PSK,CZECH REPUBLIC,50
31,SAVA,SAK,SLOVENIA,40
31,VACANSOLEIL PRO CYCLING TEAM,VAC,NETHERLANDS,40
33,TEAM UTENSILNORD,AKT,POLAND,39
34,TEAM BRIDGESTONE ANCHOR,BGT,JAPAN,38
35,TEAM BUDGET FORKLIFTS,BFL,AUSTRALIA,36
36,TEAM NUTRIXXION SPARKASSE,TSP,GERMANY,28
37,CSF GROUP - NAVIGARE,CSF,IRELAND,26
38,DEBABARRENA - KIROLGI,DKT,SPAIN,21
39,QINGHAI TIANYOUDE CYCLING TEAM,TYD,PEOPLE'S REPUBLIC OF CHINA,20
40,VORARLBERG - CORRATEC,VBG,AUSTRIA,19
40,TEAM CAPINORDIC,CPI,DENMARK,19
40,ISD - NERI,ISD,GREAT BRITAIN,19
43,HERAKLION - NESSEBAR,TKT,GREECE,18
44,GLUD & MARSTRAND HORSENS,GLU,DENMARK,17
45,KTM - JUNKERS,KTM,AUSTRIA,16
46,PRATIES,GEN,AUSTRALIA,15
47,AMICA CHIPS - KNAUF *,AMI,SAN MARINO,10
48,MATRIX POWERTAG,MTR,JAPAN,8
49,TEAM DESIGNA KOKKEN,TDK,DENMARK,6
49,BLITZEN UTSUNOMIYA PRO RACING,BLZ,JAPAN,6
49,,,,6
52,TEAM KONICA MINOLTA / BIZHUB,KON,SOUTH AFRICA,5
53,TEAM CONCORDIA - VESTHIMMERLAND PROCYCLING,VPC,DENMARK,2
53,TUSNAD CYCLING TEAM,TCT,ROMANIA,2
