Rank,Name,Team Code,Nationality,Points
1,ALPECIN-DECEUNINCK,ADC,BELGIUM,"8490,67"
2,TEAM ARKEA - SAMSIC,ARK,FRANCE,7167
3,TOTALENERGIES,TEN,FRANCE,6067
4,UNO-X PRO CYCLING TEAM,UXT,NORWAY,"2935,63"
5,B&B HOTELS - KTM,BBK,FRANCE,"2462,33"
6,BINGOAL PAUWELS SAUCES WB,BWB,BELGIUM,1879
7,SPORT VLAANDEREN - BALOISE,SVB,BELGIUM,1775
8,GROUPAMA - FDJ,CGF,FRANCE,"1623,01"
9,DRONE HOPPER - ANDRONI GIOCATTOLI,DRA,ITALY,1551
10,BARDIANI CSF FAIZANE',BCF,ITALY,1521
11,EOLO-KOMETA CYCLING TEAM,EOK,ITALY,1494
12,CAJA RURAL-SEGUROS RGA,CJR,SPAIN,1358
13,ELKOV - KASPER,EKA,CZECH REPUBLIC,1342
14,HRE MAZOWSZE SERCE POLSKI,MSP,POLAND,1310
15,GAZPROM-RUSVELO,GAZ,RUSSIAN FEDERATION,970
16,BIKE AID,BAI,GERMANY,"954,53"
17,TARTELETTO - ISOREX,TIS,BELGIUM,905
18,SAKARYA BB PRO TEAM,SBB,TURKEY,902
19,RIWAL CYCLING TEAM,RIW,DENMARK,872
20,GO SPORT - ROUBAIX LILLE METROPOLE,GRL,FRANCE,862
21,VOSTER ATS TEAM,VOS,POLAND,820
22,JUMBO-VISMA DEVELOPMENT TEAM,JVD,NETHERLANDS,"809,61"
23,TUDOR PRO CYCLING TEAM,TUD,SWITZERLAND,801
24,ST MICHEL - AUBER 93,AUB,FRANCE,794
25,EQUIPO KERN PHARMA,EKP,SPAIN,"791,67"
26,VOLKERWESSELS CYCLING TEAM,VWE,NETHERLANDS,"790,5"
27,TEAM AMPLER-TARTU2024,TAT,ESTONIA,784
28,WIV SUNGOD,RDW,GREAT BRITAIN,730
29,GLASSDRIVE / Q8 / ANICOLOR,GCT,PORTUGAL,707
30,DEVELOPMENT TEAM DSM,DDS,NETHERLANDS,682
31,CYCLING TEAM FRIULI ASD,CTF,ITALY,633
32,ALPECIN-DECEUNINCK DEVELOPMENT TEAM,ADD,BELGIUM,626
33,ATT INVESTMENTS,ATT,CZECH REPUBLIC,622
34,ABLOC CT,ABC,NETHERLANDS,612
35,BURGOS-BH,BBH,SPAIN,571
36,EUSKALTEL - EUSKADI,EUS,SPAIN,528
37,TEAM COOP,TCO,NORWAY,"507,63"
38,TEAM VORARLBERG,VBG,AUSTRIA,479
39,TRINITY RACING,TRI,GREAT BRITAIN,"475,83"
40,ZALF EUROMOBIL FIOR,ZEF,ITALY,466
41,LEOPARD PRO CYCLING,LPC,LUXEMBOURG,456
42,TEAM U NANTES ATLANTIQUE,UNA,FRANCE,450
43,HRINKOW ADVARICS,HAC,AUSTRIA,442
44,SPOR TOTO CYCLING TEAM,STC,TURKEY,435
45,METEC  - SOLARWATT P/B MANTEL,MET,NETHERLANDS,"418,35"
46,TEAM COLOQUICK,TCQ,DENMARK,"377,02"
47,TEAM LOTTO - KERN HAUS,LKH,GERMANY,"368,5"
48,BHS-PL BETON BORNHOLM,BPC,DENMARK,352
49,TEAM COLPACK BALLAN,CPK,ITALY,349
50,ISRAEL CYCLING ACADEMY,ICA,ISRAEL,334
51,RESTAURANT SURI - CARL RAS,GSH,DENMARK,332
52,ADRIA MOBIL,ADR,SLOVENIA,318
53,UNO-X DARE DEVELOPMENT TEAM,UDT,NORWAY,"317,63"
54,GIOTTI VICTORIA SAVINI DUE,GTS,ROMANIA,305
55,TIROL KTM CYCLING TEAM,TIR,AUSTRIA,"285,5"
56,GALLINA ECOTEK LUCCHINI,GAL,ITALY,283
57,TEAM CORRATEC,COR,ITALY,276
58,BIESSE-CARRERA,BIE,ITALY,264
59,MINERVA CYCLING TEAM,MCT,BELGIUM,263
60,BELTRAMI TSA TRE COLLI,BTC,ITALY,250
61,VOZROZHDENIE,VZR,RUSSIAN FEDERATION,245
62,MG.K VIS COLORS FOR PEACE VPM,MGK,ITALY,243
63,DUKLA BANSKA BYSTRICA,DKB,SLOVAKIA,236
64,LJUBLJANA GUSTO SANTIC,LGS,SLOVENIA,228
65,P & S BENOTTI,PUS,GERMANY,211
66,TEAM QHUBEKA,T4Q,ITALY,"197,83"
67,MOTALA AIF SERNEKE ALLEBIKE,MSA,SWEDEN,196
68,KAUNAS CYCLING TEAM,KCC,LITHUANIA,189
69,EFAPEL CYCLING,EFL,PORTUGAL,186
70,SANTIC-WIBATECH,SWT,GERMANY,175
71,WSA KTM GRAZ P/B LEOMO,WSA,AUSTRIA,172
72,TAVFER-MORTÁGUA-OVOS MATINADOS,TAV,PORTUGAL,167
73,NICE METROPOLE COTE D'AZUR,NMC,FRANCE,167
74,ELEVATE P/B HOME SOLUTION-SOENENS,EHS,BELGIUM,165
75,RADIO POPULAR - PAREDES - BOAVISTA,RPB,PORTUGAL,155
76,MENTORISE ELITE TEAM CFX,MEN,ROMANIA,154
77,BEAT CYCLING,BCY,NETHERLANDS,153
78,RIBBLE WELDTITE PRO CYCLING,RWC,GREAT BRITAIN,152
79,ATUM GENERAL/TAVIRA/AP MARIA NOVA HOTEL,ATM,PORTUGAL,138
80,GENERAL STORE - ESSEGIBI - F.LLI CURIA,GEF,ITALY,134
81,WORK SERVICE - VITALCARE - DYNATEK,IWM,ITALY,128
82,ALLINQ CONTINENTAL CYCLINGTEAM,ALQ,NETHERLANDS,"115,02"
83,GEOFCO DOLTCINI MATERIEL-VELO.COM,GDM,BELGIUM,115
84,KELLY   SIMOLDES  UDO,KSU,PORTUGAL,113
85,RAD-NET ROSE TEAM,RNR,GERMANY,104
86,MALOJA PUSHBIKERS,PBS,GERMANY,"103,5"
87,MERIDIANA KAMEN TEAM,MKT,CROATIA,99
88,TEAM DAUNER | AKKON,TDA,GERMANY,89
89,CYCLING TEAM KRANJ,CTK,SLOVENIA,85
90,SAINT PIRAN,SPC,GREAT BRITAIN,80
91,ABTF BETÃO - FEIRENSE,CDF,PORTUGAL,73
92,SARIS ROUVY SAUERLAND TEAM,SVL,GERMANY,71
93,W52 / FC PORTO,W52,PORTUGAL,68
94,VOLTAS CYCLING TEAM,VCT,LITHUANIA,61
95,AVILUDO - LOULETANO - LOULÉ CONCELHO,ALL,PORTUGAL,60
96,FEREI-CCN METALAC,FCM,SERBIA,45
97,CARNOVALI - RIME,CAR,ITALY,37
98,L.A. ALUMÍNIOS / CREDIBOM / MARCOS CAR,LAA,PORTUGAL,31
99,UNION RAIFFEISEN RADTEAM TIROL,URT,AUSTRIA,28
100,BINGOAL PAUWELS SAUCES WB DEVELOPMENT TEAM,WBD,BELGIUM,"26,5"
101,TEAM FELBERMAYR SIMPLON WELS,RSW,AUSTRIA,26
102,EVOPRO RACING,EVO,IRELAND,17
103,EUROCAR GS CYCLING TEAM,EGS,UKRAINE,10
104,TEAM NOVÁK,TNV,ROMANIA,6
104,TUFO - PARDUS PROSTEJOV,SKC,CZECH REPUBLIC,6
104,CCN FACTORY RACING,CCN,BELARUS,6
107,MINSK CYCLING CLUB,MCC,BELARUS,3
