Rank,UCI ID,Name,Nationality,Team Code,Age,Points
1,10002938575,ORTEGA RAMIREZ Mauricio,COLOMBIA,RTS,37,416
2,10006877886,LUTSENKO Alexey,KAZAKHSTAN,AST,25,414
3,10008972884,MARECZKO Jakub,ITALY,WIL,23,390
4,10075106676,PRADES REVERTE Benjami,SPAIN,UKO,34,365
5,10009816077,GIDICH Yevgeniy,KAZAKHSTAN,VAM,21,352
6,10005397224,CANOLA Marco,ITALY,NIP,29,287
7,10009910350,PARK Sanghong,KOREA,LXC,28,282
8,10008686332,MOHORIC Matej,SLOVENIA,UAD,23,275
9,10004502400,KITTEL Marcel,GERMANY,QST,29,270
10,10008673804,GIBBONS Ryan,SOUTH AFRICA,DDD,23,270
11,10005595264,LEBAS Thomas,FRANCE,KIN,32,268
12,10003085994,HERMANS Ben,BELGIUM,BMC,31,265
13,10005583948,ABERASTURI IZAGA Jon,SPAIN,UKO,28,259
14,10004503915,PAPOK Siarhei,BELARUS,MCC,29,"246,25"
15,10009340878,MONSALVE Yonnatta,BOLIVARIAN REPUBLIC OF VENEZUELA,TYD,28,240
16,10007946910,BAYLY Cameron,AUSTRALIA,IWS,27,238
17,10006003876,CECCHIN Alberto,ITALY,WIL,28,228
18,10010992508,MIRZA AL-HAMMADI Yousif,UNITED ARAB EMIRATES,UAD,29,"223,75"
19,10079277676,MOAZAMI GODARZI Arvin,ISLAMIC REPUBLIC OF IRAN,PKY,27,220
20,10005965884,AVILA VANEGAS Edwin Alcibiades,COLOMBIA,ILU,28,212
21,10006878189,DAVIDENOK Ilya,KAZAKHSTAN,TST,25,203
22,10003326070,CRAWFORD Jai,AUSTRALIA,KIN,34,195
23,10007219309,BIZHIGITOV Zhandos,KAZAKHSTAN,AST,26,192
24,10075106575,PUJOL MUÑOZ Oscar,SPAIN,UKO,34,191
25,10005512008,GUARDIOLA TORA Salvador,SPAIN,UKO,29,188
26,10025297479,DUQUE Leonardo,FRANCE,,37,187
