Rank,UCI ID,Name,Nationality,Team Code,Age,Points
1,10003105600,VISCONTI Giovanni,ITALY,FAR,28,716
2,10084780307,HUTAROVICH Yauheni,BELARUS,FDJ,28,"659,25"
3,10000991808,REBELLIN Davide,ITALY,MIE,40,652
4,10004502400,KITTEL Marcel,GERMANY,SKS,23,556
5,10001398093,VOECKLER Thomas,FRANCE,EUC,32,518
6,10001428308,VAN DIJK Stefan *,NETHERLANDS,VWA,35,494
7,10003223919,ROUX Anthony,FRANCE,FDJ,24,442
8,10002214816,VAN HUMMEL Kenny,NETHERLANDS,SKS,29,399
9,10004613948,MODOLO Sacha,ITALY,COG,24,372
10,10003260291,KRUOPIS Aidis,LITHUANIA,LAN,25,370
11,10006473722,PINOT Thibaut,FRANCE,FDJ,21,"361,2"
12,10002631815,SELLA Emanuele,ITALY,AND,30,"356,2"
13,10002692540,POZZOVIVO Domenico,ITALY,COG,29,354
14,10004433789,GALLOPIN Tony,FRANCE,COF,23,345
15,10003073062,BELLETTI Manuel,ITALY,COG,26,336
16,10003212094,KOCJAN Jure,SLOVENIA,TT1,27,317
17,10002886540,MEERSMAN Gianni,BELGIUM,FDJ,26,"312,2"
18,10005467447,BATTAGLIN Enrico,ITALY,,22,310
19,10002480655,SERPA PEREZ Jose Rodolfo,COLOMBIA,AND,32,"301,2"
20,10004290313,VRECER Robert,SLOVENIA,PER,31,293
21,10006108960,PICHON Laurent,FRANCE,BSC,25,284
22,10004693568,GATTO Oscar,ITALY,FAR,26,273
23,10005669329,TABORRE Fabio *,ITALY,ASA,26,273
24,10001573202,DUMOULIN Samuel,FRANCE,COF,31,265
25,10001499036,TAMOURIDIS Ioannis,GREECE,,31,259
26,10005510186,NOVIKOV Nikita,RUSSIAN FEDERATION,TIK,22,251
27,10005842212,SIMON Julien,FRANCE,SAU,26,"249,75"
28,10001271286,BALIANI Fortunato,ITALY,DAN,37,248
29,10006467052,DEMARE Arnaud,FRANCE,,20,235
30,10006004280,SELIG Rüdiger,GERMANY,,22,235
31,10003021128,LADAGNOUS Matthieu,FRANCE,FDJ,27,"234,25"
32,10001190353,DE WAELE Bert,BELGIUM,LAN,36,228
33,10001176916,CASPER Jimmy,FRANCE,SAU,33,227
34,10004665579,RUBIANO CHAVEZ Miguel Angel,COLOMBIA,DAN,27,227
35,10002928370,MORENO BAZAN Javier,SPAIN,CJR,27,"222,5"
36,10003094684,HIVERT Jonathan,FRANCE,SAU,26,219
37,10001288161,SCHULZE André,GERMANY,CCC,37,218
38,10001185909,MONCOUTIE David,FRANCE,COF,36,213
39,10005828165,BAKIRCI Nazım,TURKEY,,25,213
40,10004707716,GEORGES Sylvain,FRANCE,AUB,27,211
41,10048454413,BOL Jetse,NETHERLANDS,RB3,22,210
42,10006400465,VICHOT Arthur,FRANCE,FDJ,23,208
43,10001299174,ROGINA Radoslav,CROATIA,LOB,32,208
44,10003367092,MESTRE Ricardo,PORTUGAL,PRT,28,207
45,10001461145,STEVIĆ Ivan,SERBIA,ZAN,31,199
46,10003257059,COPPEL Jérôme,FRANCE,SAU,25,197
47,10005874645,DELAPLACE Anthony,FRANCE,SAU,22,196
48,10005870605,TCATEVICH Aleksei,RUSSIAN FEDERATION,TIK,22,193
49,10005839885,CATTANEO Mattia,ITALY,,21,191
50,10003097516,BAGDONAS Gediminas,LITHUANIA,SKT,26,190
51,10002524812,KUCUKBAY Kemal,TURKEY,,29,189
52,10005570612,ANTOMARCHI Julien,FRANCE,LPM,27,186
53,10004590407,VAN STAEYEN Michaël,BELGIUM,TSV,23,186
54,10006584765,PETIT Adrien,FRANCE,COF,21,185
55,10001296447,FEDRIGO Pierrick,FRANCE,FDJ,33,184
56,10002175309,SCHEIRLINCKX Bert,BELGIUM,LAN,37,181
57,10003225131,JANORSCHKE Grischa,GERMANY,TSP,24,181
58,10002795503,RIBEIRO Sérgio,PORTUGAL,BEF,31,181
59,10006473015,KELDERMAN Wilco,NETHERLANDS,RB3,20,180
