Rank,UCI ID,Name,Nationality,Team Code,Age,Points
1,10005672258,CHAOUFI Tarik,MOROCCO,,26,325
2,10002879567,JELLOUL Adil,MOROCCO,,30,"243,67"
3,10006282247,JANSE VAN RENSBURG Reinardt,SOUTH AFRICA,MTN,23,"206,67"
4,10006392381,LAGAB Azzedine,ALGERIA,GSP,26,"181,33"
5,10002618374,SAADOUNE Abdelati,MOROCCO,,36,"168,67"
6,10007240325,BERHANE Natnael,ERITREA,,21,"160,67"
7,10005653666,LAHSSAINI Mohssine,MOROCCO,,27,"140,67"
8,10006636501,NGUE Ngock Yves,CAMEROON,,23,132
9,10007985104,RUSSOM Meron,ERITREA,MTN,25,110
10,10007370970,HADDI Soufiane,MOROCCO,,21,108
11,10002436195,CHARTEAU Anthony,FRANCE,EUC,33,106
12,10007914271,AADEL Reda,MOROCCO,,22,"99,67"
13,10006570924,REIJNEN Kiel,UNITED STATES OF AMERICA,TT1,26,93
14,10061392900,DEBESAY Ferekalsi,ERITREA,,29,"87,67"
15,10002941205,GENE Yohann,FRANCE,EUC,31,86
16,10006392583,MADANI Abdelmalek,ALGERIA,GSP,29,"81,33"
17,10006499384,ABRAHA HABTEMARIAM Tesfay,ERITREA,MTN,22,78
18,10008989759,ZIDWEIBA Hamidou,BURKINA FASO,,28,75
19,10005905765,RUHUMURIZA Abraham,RWANDA,,33,72
20,10004707110,HANNACHI Abdelbaset,ALGERIA,GSP,27,"70,33"
21,10005567982,AYOUNE Ismail,MOROCCO,,25,66
22,10006141700,SMIRNOVS Andris,LATVIA,RBD,22,65
23,10007863246,ABELOUACHE Essaid,MOROCCO,,24,63
24,10008697345,OKUBAMARIAM Tesfom,ERITREA,,21,63
25,10003226141,JANSE VAN RENSBURG Jacques Willem,SOUTH AFRICA,MTN,25,60
26,10006002967,ROSSKOPF Joseph,UNITED STATES OF AMERICA,TT1,23,57
27,10005869288,BEN YOUCEF Abdellah,ALGERIA,GSP,25,55
28,10005670238,CHAABANE Hichem,ALGERIA,VCS,24,51
29,10005567578,AARBIA Adnane,MOROCCO,,29,51
30,10006497970,REGUIGUI Youcef,ALGERIA,GSP,22,51
31,10001499036,TAMOURIDIS Ioannis,GREECE,SPT,32,50
32,10005416422,BROWN Arran,SOUTH AFRICA,MTN,27,49
33,10010041100,STALNOV Nikita,KAZAKHSTAN,,21,48
34,10006504640,TEWELDE WELDEGABIR Jani,ERITREA,MTN,22,"46,67"
35,10004611625,ČANECKÝ Marek,SLOVAKIA,SLC,24,45
36,10005615472,GRACZYK Vincent,FRANCE,,28,42
37,10003402054,BEN NASR Hassen,TUNISIA,,26,40
38,10008659959,AIT EL ABDIA Anass,MOROCCO,,19,38
39,10001398093,VOECKLER Thomas,FRANCE,EUC,33,38
40,10003088422,SOBRINO MARTINEZ Joaquin,SPAIN,SPT,30,35
41,10008952474,BIZIYAREMYE Joseph,RWANDA,,24,"33,67"
42,10054386062,TEGA Martinien,CAMEROON,,38,32
43,10049638419,EL AMMOURY Mohammed Said,MOROCCO,,35,31
44,10006518986,HASNAOUI Meher,TUNISIA,,23,30
45,10007856475,KOLÁŘ Michael,SLOVAKIA,DUK,20,30
46,10009023206,DEBRETSION Aron,ERITREA,,20,30
47,10007148274,OUEDRAOGO Rasmane,BURKINA FASO,,24,29
48,10001314130,BRONIŠ Roman,SLOVAKIA,DUK,36,29
49,10007170708,GIRDLESTONE Dylan,SOUTH AFRICA,,23,26
50,10003264941,TLEUBAYEV Ruslan,KAZAKHSTAN,AS2,25,25
51,10005626990,TEKOU FOUKOU Damien,CAMEROON,,28,24
52,10005918394,BYUKUSENGE Nathan,RWANDA,,32,"23,67"
53,10008945505,BIKIENGA Salfo,BURKINA FASO,,23,22
54,10006378439,SCHNAIDT Fabian,GERMANY,SCS,22,22
55,10006917494,REICHENBACH Sébastien,SWITZERLAND,,23,21
56,10008889729,ANDEREGG Andreas,SWITZERLAND,,30,21
57,10007864155,DEBESAY Mekseb,ERITREA,,21,21
58,10001481757,PLŠEK Vladimír,UKRAINE,KTS,38,20
59,10001129426,BARENYI Milan,SLOVAKIA,,38,20
60,10007524251,MEINTJES Louis,SOUTH AFRICA,,20,"18,67"
61,10004507551,RABIE Johann,SOUTH AFRICA,BNT,25,18
62,10001290282,GABROVSKI Ivaïlo**,BULGARIA,KTS,34,18
63,10007965906,JÆGER Michael,DENMARK,JJS,28,18
64,10008686938,MRAOUNI Salaheddine,MOROCCO,,20,18
65,10007915281,MENGSTAB Meron Amanuel,ERITREA,,22,17
66,10005549087,FOFANA Issiaka,COTE D'IVOIRE,,30,"16,67"
67,10002628882,M'RAIHI Ahmed,TUNISIA,,34,16
67,10009069278,DEBESAY Arha,ERITREA,,19,16
69,10005480985,YOSHIDA Hayato,JAPAN,BGT,23,16
70,10008877807,LHANAFI Ahmed,MOROCCO,,22,16
71,10001630287,ER-REGRAGUI Mohamed,MOROCCO,,36,16
72,10005479369,ANDERSSON Lars,SWEDEN,VPC,24,16
