Rank,Name,Team Code,Nationality,Points
1,PROTOUCH,PRO,SOUTH AFRICA,766
2,SOVAC,CCS,ALGERIA,"497,66"
3,BENEDICTION EXCEL ENERGY,BEX,RWANDA,"308,75"
4,TEG PROCYCLING TEAM,TEG,SOUTH AFRICA,280
5,GUERCIOTTI -KIWI ATLANTICO,GUE,GUINEA-BISSAU,114
6,BAI SICASAL PETRO DE LUANDA,BSP,ANGOLA,60
