Rank,UCI ID,Name,Nationality,Team Code,Age,Points
1,10009416357,SMIT Willem Jakobus,SOUTH AFRICA,,25,353
2,10009966429,ABRAHAM Meron,ERITREA,,22,344
3,10011129823,GALDOUNE Ahmed Amine,MOROCCO,,21,283
4,10008697446,TESHOME Meron,ERITREA,BAI,25,247
5,10009351487,NDAYISENGA Valens,RWANDA,TIR,23,178
6,10015278894,SELEMUN Zemenfes,ERITREA,,20,175
7,10008697345,OKUBAMARIAM Tesfom,ERITREA,IPC,26,160
8,10008687544,NOUISRI Ali,TUNISIA,,23,154
9,10008686938,MRAOUNI Salaheddine,MOROCCO,KWC,25,149
10,10015314462,HABTOM TEKLE Awet,ERITREA,BAI,19,148
11,10010094751,SAHBAOUI Soufiane,MOROCCO,VIB,22,146
12,10002941205,GENE Yohann,FRANCE,DEN,36,145
13,10010844681,ARERUYA Joseph,RWANDA,DDC,21,143
14,10008878918,LEGLEY Matthias,BELGIUM,,26,140
15,10010594404,BURU Temesgen,ETHIOPIA,,23,138
16,10009145161,DE BOD Stefan,SOUTH AFRICA,DDC,21,135
17,10009635417,MANSOURI Islam,ALGERIA,VCS,20,129
18,10006675806,HOLLER Nikodemus,GERMANY,BAI,26,127
19,10010585512,HAILU HADEGE Yonatan,ERITREA,STF,23,121
20,10007508790,ORKEN Ahmet,TURKEY,TRK,24,120
21,10011972309,MARENGO Umberto,ITALY,,25,111
22,10006518986,HASNAOUI Meher,TUNISIA,SKD,28,111
23,10006392381,LAGAB Azzedine,ALGERIA,,31,109
24,10007863246,ABELOUACHE Essaid,MOROCCO,,29,103
25,10006497970,REGUIGUI Youcef,ALGERIA,DDD,27,95
26,10005591931,BELMOUKHTAR Abdelkader,ALGERIA,,30,89
27,10006282247,JANSE VAN RENSBURG Reinardt,SOUTH AFRICA,DDD,28,85
28,10009060992,NSENGIMANA Jean Bosco,RWANDA,,25,77
29,10053127688,MUSSIE Saymon,ERITREA,,19,76
30,10008931660,CARSTENSEN Lucas,GERMANY,,23,75
31,10006570318,VAUBOURZEIX Thomas,FRANCE,,28,73
32,10007368344,HATEGEKA Gasore,RWANDA,,30,71
33,10003402054,BEN NASR Hassen,TUNISIA,,31,70
34,10010095862,UWIZEYE Jean Claude,RWANDA,,23,68
35,10005653666,LAHSSAINI Mohssine,MOROCCO,,32,66
36,10009001378,UWIZEYIMANA Bonaventure,RWANDA,,24,64
37,10011127496,BENOUZZA Hicham,MOROCCO,,26,62
38,10049703083,EL MOUTAOUAKKEL Abdeladim,MOROCCO,,24,56
39,10009979058,TESFATSION Mehari,ERITREA,,22,55
40,10061701882,ILBOUDO Harouna,BURKINA FASO,,31,55
41,10008952272,AFEWERKI Elyas,ERITREA,STF,25,55
42,10008855171,GHEBREMEDHIN Merhawi,ERITREA,DDD,23,55
43,10006496354,VERHELST Louis,BELGIUM,PSV,27,52
44,10007763317,KAMZONG ABOSSOLO Clovis,CAMEROON,,26,52
45,10006067332,BALYKIN Ivan,RUSSIAN FEDERATION,TRK,27,51
46,10014501682,ANNACHNACH Mohsin,MOROCCO,,20,50
47,10009351790,EYOB Metkel,ERITREA,DDC,24,49
48,10008665215,BOUVRY Dieter,BELGIUM,PSV,25,47
49,10010645429,MAKHCHOUN Mounir,MOROCCO,VIB,23,46
50,10008659959,AIT EL ABDIA Anass,MOROCCO,UAD,24,46
51,10007521726,DROBISCH Till,NAMIBIA,,24,45
52,10061702488,SORGHO W. Mathias,BURKINA FASO,,30,44
53,10005615472,GRACZYK Vincent,FRANCE,,33,43
54,10008002379,HAMZA Abderrahmane Mehdi,ALGERIA,,25,43
55,10049539294,ESSAIL Mohamed Nizar,MOROCCO,,23,43
56,10005961137,POZDNYAKOV Kirill,AZERBAIJAN,BCP,28,41
57,10006688940,FICARA Pierpaolo,ITALY,AMO,26,40
58,10011062731,HABTOM Mikiel,ERITREA,,26,40
59,10063836387,MARTIN David,ZIMBABWE,,39,40
60,10063869834,DUBE Nkulumo,ZIMBABWE,,27,40
61,10009648551,BOUZIDI Mohamed,ALGERIA,VCS,23,39
62,10006481907,HENDRICKS Clint,SOUTH AFRICA,,26,39
63,10010111424,TSEGAY Amanueal,ERITREA,,22,38
64,10001628873,CLAIN Médéric,FRANCE,,41,38
65,10011240462,CULLY Jan Andrej,SLOVAKIA,DKB,22,38
66,10006392583,MADANI Abdelmalek,ALGERIA,,34,35
