Rank,Name,Team Code,Nationality,Points
1,WANTY - GROUPE GOBERT,WGG,BELGIUM,3015
2,DIRECT ENERGIE,DEN,FRANCE,2966
3,"COFIDIS, SOLUTIONS CREDITS",COF,FRANCE,2953
4,CAJA RURAL-SEGUROS RGA,CJR,SPAIN,2683
5,WALLONIE BRUXELLES - GROUP PROTECT,WBC,BELGIUM,2469
6,BARDIANI CSF,BAR,ITALY,2244
7,VERANDA'S WILLEMS CYCLING TEAM,VWT,BELGIUM,2201
8,ANDRONI GIOCATTOLI - SIDERMEC,AND,ITALY,2109
9,,,,2038
10,BORA-ARGON 18,BOA,GERMANY,1930
11,ROOMPOT - ORANJE PELOTON,ROP,NETHERLANDS,1777
12,FORTUNEO - VITAL CONCEPT,FVC,FRANCE,1739
13,WILIER TRIESTINA - SOUTHEAST,WIL,ITALY,1683
14,GAZPROM-RUSVELO,GAZ,RUSSIAN FEDERATION,1334
15,ONE PRO CYCLING,ONE,GREAT BRITAIN,"1333,75"
16,CCC SPRANDI POLKOWICE,CCC,POLAND,1324
17,CRELAN-VASTGOEDSERVICE CONTINENTAL TEAM,CRV,BELGIUM,1313
18,TEAM JOKER BYGGTORGET,TJB,NORWAY,1219
19,KOLSS-BDC TEAM,KLS,UKRAINE,"1166,65"
20,SYNERGY BAKU CYCLING PROJECT,BCP,AZERBAIJAN,1146
21,STÖLTING SERVICE GROUP,SSG,GERMANY,1113
22,HP-BTP AUBER 93,AUB,FRANCE,1059
23,ROUBAIX METROPOLE EUROPEENNE DE LILLE,RML,FRANCE,998
24,UNIEURO WILIER,UNI,ITALY,896
25,VERVA ACTIVEJET PRO CYCLING TEAM,VAT,POLAND,860
26,ARMEE DE TERRE,ADT,FRANCE,787
27,KLEIN CONSTANTIA,KLC,CZECH REPUBLIC,"760,25"
28,W52/FC PORTO,W52,PORTUGAL,747
29,NIPPO - VINI FANTINI,NIP,ITALY,717
30,TEAM ROTH,ROT,SWITZERLAND,713
31,CYCLING ACADEMY TEAM,CAT,ISRAEL,663
32,TEAM FELBERMAYR SIMPLON WELS,RSW,AUSTRIA,658
33,CYCLINGTEAM JOIN-S / DE RIJKE,RIJ,NETHERLANDS,648
34,DELKO MARSEILLE PROVENCE KTM,DMP,FRANCE,629
35,AXEON HAGENS BERMAN,AHB,UNITED STATES OF AMERICA,"624,5"
36,ADRIA MOBIL,ADR,SLOVENIA,621
37,RABOBANK DEVELOPMENT TEAM,RDT,NETHERLANDS,619
38,TEAM WIGGINS,WGN,GREAT BRITAIN,613
39,,,,579
40,EUSKADI BASQUE COUNTRY - MURIAS,EUS,SPAIN,549
41,AMPLATZ - BMC,AMP,AUSTRIA,511
