Rank;UCI ID;Name;Nationality;Team Code;Age;Points
1;10002916448;IMPEY Daryl;SOUTH AFRICA;MTS;36;575
2;10063820223;GIRMAY Biniam;ERITREA;NDP;20;361
3;10075176903;TESFAZION Natnael;ERITREA;NPC;21;268
4;10006497970;REGUIGUI Youcef;ALGERIA;TSG;30;172
5;10007524251;MEINTJES Louis;SOUTH AFRICA;NTT;28;143
6;10008673804;GIBBONS Ryan;SOUTH AFRICA;NTT;26;138
7;10063787079;MUGISHA Moise;RWANDA;SAC;23;124
8;10065789626;COETZEE Dirk;NAMIBIA;;27;110
9;10013718511;MAIN Kent;SOUTH AFRICA;PRO;24;101
10;10003046790;CRAVEN Dan;NAMIBIA;;37;100
11;10023500757;MULUEBERHAN Henok;ERITREA;NPC;21;94
12;10006282247;JANSE VAN RENSBURG Reinardt;SOUTH AFRICA;NTT;31;87
13;10009639760;DE LANGE Tristan;NAMIBIA;;23;75
14;10008855171;KUDUS Merhawi;ERITREA;AST;26;70
15;10008677440;JULIUS Jayde;SOUTH AFRICA;PRO;27;68
16;10005661750;LINCOLN Yannick;MAURITIUS;;38;55
17;10009583883;GHEBREIGZABHIER Amanuel;ERITREA;NTT;26;55
18;10010844378;MAYER Alexandre;MAURITIUS;;22;50
19;10075781939;LLOYD Jean Pierre;SOUTH AFRICA;;20;50
20;10008866184;FREYER Martin;NAMIBIA;;25;50
21;10010787087;VISSER Louis;SOUTH AFRICA;;22;50
22;10016117037;MUNYANEZA Didier;RWANDA;BIG;22;46
23;10009596213;DARIO Antonio;ANGOLA;BSP;28;45
24;10084197600;HAILEMICHAEL Kinfe;ETHIOPIA;NDP;21;44
25;10009145161;DE BOD Stefan;SOUTH AFRICA;NTT;24;43
26;10045628780;ARAÚJO Bruno;ANGOLA;BSP;22;42
27;10003046891;CUFF Ingram;NAMIBIA;;38;40
28;10010994528;HAMZA Yacine;ALGERIA;GSP;23;38
29;10023468526;NIKIEMA Bachirou;BURKINA FASO;;21;35
30;10014866747;EISEB Masckernzy;NAMIBIA;;27;31
31;10090122377;PRITZEN Kai;NAMIBIA;;29;30
32;10010824574;GOUVERIS Bradley;SOUTH AFRICA;;22;30
33;10022516007;ANDEMESKEL Awet;ERITREA;ISA;28;30
34;10076263404;KOEN Dieter;NAMIBIA;;19;25
35;10017730267;MUNTON Byron;SOUTH AFRICA;;22;25
