Rank,Name,Team Code,Nationality,Points
1,BLACK SPOKE PRO CYCLING,BSC,NEW ZEALAND,"461,5"
2,GLOBAL 6 CYCLING,GLC,NEW ZEALAND,131
3,TEAM BRIDGELANE,BLN,AUSTRALIA,80
4,ST GEORGE CONTINENTAL CYCLING TEAM,STG,AUSTRALIA,73
5,ARA PRO RACING SUNSHINE COAST,ACA,AUSTRALIA,1
