Rank,UCI ID,Name,Nationality,Team Code,Age,Points
1,10005460373,SAGAN Peter,SLOVAKIA,TNK,26,5359
2,10004393676,FROOME Chris,GREAT BRITAIN,SKY,31,3771
3,10004451371,VAN AVERMAET Greg,BELGIUM,BMC,31,"3711,25"
4,10006738854,QUINTANA Nairo,COLOMBIA,MOV,26,"3568,25"
5,10001457509,VALVERDE Alejandro,SPAIN,MOV,36,2916
6,10006491708,BARDET Romain,FRANCE,ALM,26,2552
7,10003269183,KRISTOFF Alexander,NORWAY,KAT,29,2426
8,10051842945,CONTADOR VELASCO Alberto,SPAIN,TNK,34,2419
9,10005467952,ULISSI Diego,ITALY,LAM,27,2415
10,10007587303,CHAVES RUBIO Jhoan Esteban,COLOMBIA,OBE,26,2169
11,10006291947,MATTHEWS Michael,AUSTRALIA,OBE,26,1984
12,10042236612,IZAGUIRRE INSAUSTI Ion,SPAIN,MOV,27,1945
13,10001592400,CANCELLARA Fabian,SWITZERLAND,TFS,35,1899
14,10005876160,NIZZOLO Giacomo,ITALY,TFS,27,1886
15,10005760164,PORTE Richie,AUSTRALIA,BMC,31,1863
16,10006468062,COLBRELLI Sonny,ITALY,BAR,26,1827
17,10007155752,ALAPHILIPPE Julian,FRANCE,EQS,24,1741
18,10006895064,COQUARD Bryan,FRANCE,DEN,24,1719
19,10003292324,CAVENDISH Mark,GREAT BRITAIN,DDD,31,1687
20,10005961440,BOUHANNI Nacer,FRANCE,COF,26,1630
21,10002837838,NIBALI Vincenzo,ITALY,AST,32,"1621,75"
22,10004443792,PLANCKAERT Baptiste,BELGIUM,WBC,28,1605
23,10001397891,BOONEN Tom,BELGIUM,EQS,36,1569
24,10007389259,DUMOULIN Tom,NETHERLANDS,TGA,26,1562
25,10006473722,PINOT Thibaut,FRANCE,FDJ,26,1506
26,10006467052,DEMARE Arnaud,FRANCE,FDJ,25,1504
27,10003259685,COSTA Rui,PORTUGAL,LAM,30,1459
28,10019821326,BOASSON-HAGEN Edvald,NORWAY,DDD,29,1455
29,10003224828,MARTIN Daniel,IRELAND,EQS,30,1430
30,10005902230,DUPONT Timothy,BELGIUM,VWT,29,1425
31,10007293269,GROENEWEGEN Dylan,NETHERLANDS,TLJ,23,1391
32,10005391261,VANMARCKE Sep,BELGIUM,TLJ,28,1323
33,10004502400,KITTEL Marcel,GERMANY,EQS,28,1315
34,10005513119,MOLLEMA Bauke,NETHERLANDS,TFS,30,1296
35,10001497117,RODRIGUEZ OLIVER Joaquim,SPAIN,KAT,37,1290
36,10005501496,ZAKARIN Ilnur,RUSSIAN FEDERATION,KAT,27,1289
37,10002214311,GREIPEL André,GERMANY,LTS,34,1269
38,10005380450,MAJKA Rafal,POLAND,TNK,27,1244
39,10005691658,HENAO MONTOYA Sergio Luis,COLOMBIA,SKY,29,1224
40,10004433789,GALLOPIN Tony,FRANCE,LTS,28,1181
41,10001573202,DUMOULIN Samuel,FRANCE,ALM,36,1174
42,10008656828,GAVIRIA RENDON Fernando,COLOMBIA,EQS,22,"1165,5"
43,10005818162,BRAMBILLA Gianluca,ITALY,EQS,29,"1124,25"
44,10086252279,POELS Wouter,NETHERLANDS,SKY,29,1114
45,10004641836,URAN Rigoberto,COLOMBIA,CDT,29,1112
46,10007522534,VAKOČ Petr,CZECH REPUBLIC,EQS,24,1076
47,10008663090,BETTIOL Alberto,ITALY,CDT,23,1058
