Rank;UCI ID;Name;Nationality;Team Code;Age;Points
1;10002879567;JELLOUL Adil;MOROCCO;;29;446
2;10006564456;TEKLEHAIMANOT Daniel;ERITREA;;23;325,67
3;10006392381;LAGAB Azzedine;ALGERIA;GSP;25;248,33
4;10005672258;CHAOUFI Tarik;MOROCCO;;25;203
5;10005653666;LAHSSAINI Mohssine;MOROCCO;;26;184
6;10002618374;SAADOUNE Abdelati;MOROCCO;;35;124
7;10061392900;DEBESAY Ferekalsi;ERITREA;;28;120,67
8;10002436195;CHARTEAU Anthony;FRANCE;EUC;32;112
9;10004507551;RABIE Johann;SOUTH AFRICA;BNT;24;109
10;10007240325;BERHANE Natnael;ERITREA;;20;106
11;10007985104;RUSSOM Meron;ERITREA;;24;105,67
12;10006497970;REGUIGUI Youcef;ALGERIA;GSP;21;104
13;10006282247;JANSE VAN RENSBURG Reinardt;SOUTH AFRICA;MTN;22;103,67
14;10054386062;TEGA Martinien;CAMEROON;;37;93
15;10007148274;OUEDRAOGO Rasmane;BURKINA FASO;;23;82
16;10007727951;MINOUNGOU Oumarou;BURKINA FASO;;23;79
17;10003046790;CRAVEN Dan;NAMIBIA;RCS;28;79
18;10002916448;IMPEY Daryl;SOUTH AFRICA;APP;27;75
19;10003053460;SCHICK Julien;FRANCE;;30;71
20;10001433055;HOUSE Kristian;GREAT BRITAIN;RCS;32;68
21;10049638419;EL AMMOURY Mohammed Said;MOROCCO;;34;66
22;10007863246;ABELOUACHE Essaid;MOROCCO;;23;58
23;10006917090;SOUPE Geoffrey;FRANCE;FDJ;23;57
24;10002628983;LILL Darren;SOUTH AFRICA;BNT;29;52
25;10002941205;GENE Yohann;FRANCE;EUC;30;51
26;10005567982;AYOUNE Ismail;MOROCCO;;24;49
27;10006465335;HAILE Dawit;ERITREA;;24;49
28;10006521212;MONESE Phetetso;LESOTHO;;27;48
29;10004769451;SILVA Igor Alberto;ANGOLA;;27;48
30;10006465436;ZAHBOUNE Hassan;MOROCCO;;27;46
31;10005869288;BEN YOUCEF Abdellah;ALGERIA;GSP;24;46
32;10007842230;BELLO Calixto Manuel;UNITED STATES OF AMERICA;;25;46
33;10061398657;CHIPONGO Bright;ZIMBABWE;;24;45
34;10001481757;PLŠEK Vladimír;UKRAINE;AMO;37;43
35;10001129527;KOVAC Maros;SLOVAKIA;DUK;34;42
36;10001389710;SAWADOGO Abdul Wahab;BURKINA FASO;;37;40
37;10005549087;FOFANA Issiaka;COTE D'IVOIRE;;29;40
38;10006394203;AHMED BEN Maatoug;TUNISIA;;24;40
39;10001345351;BORISOV Vladislav;RUSSIAN FEDERATION;AMO;33;40
