Road champ;Road day;Road month;Road year;Road winner;Clm champ;Clm day;Clm month;Clm year;Clm winner
Q30332737;26;6;2011;Q435066;Q31271315;21;6;2012;Q5696280
Q43775863;19;6;2011;Q718100;Q43745136;20;6;2012;Q642666
Q32161692;25;6;2011;Q19518474;Q30332311;15;6;2012;Q62121769
Q33083546;25;6;2011;Q7525291;Q30332806;21;6;2012;Q462104
Q30349213;25;6;2011;Q38143857;Q30349480;2;9;2012;Q272524
Q30332988;23;6;2011;Q440714;Q30332699;22;6;2012;Q61161
Q30557308;26;6;2011;Q4350864;Q32163348;21;6;2012;Q19862368
Q32604399;26;6;2011;Q469169;Q33083817;21;6;2012;Q16210723
Q30557561;25;6;2011;Q452004;Q30349232;19;6;2012;Q15059237
Q44193897;26;6;2011;Q19578354;Q30333018;24;6;2012;Q236488
Q45083519;26;6;2011;Q42275535;Q30557246;17;6;2012;Q4350864
Q30333102;25;6;2011;Q6242;Q30556202;21;6;2012;Q16354099
Q31271010;26;6;2011;Q11970460;Q32603698;22;6;2012;Q176987
Q29061811;8;1;2011;Q513093;Q30557504;21;6;2012;Q452004
Q31276622;25;6;2011;Q515278;Q44193874;23;6;2012;Q19577302
Q45084873;26;6;2011;Q55186128;Q45083601;26;5;2012;Q6033169
Q32609249;25;6;2011;Q55152681;Q30333137;20;6;2012;Q241961
Q43286073;5;2;2011;Q1899341;Q31271024;21;6;2012;Q17106219
Q31271644;25;6;2011;Q24068192;Q45084575;6;1;2012;Q521421
Q30332625;25;6;2011;Q2119646;Q30456396;21;6;2012;Q19520005
Q31298588;26;6;2011;Q19661759;Q45084954;25;8;2012;Q65007155
Q31092105;25;6;2011;Q2055364;Q32611136;22;6;2012;Q55152681
Q45171831;26;6;2011;Q3435159;Q29034408;1;3;2012;Q1070242
Q30349432;25;6;2011;Q235027;Q31272638;21;6;2012;Q266686
Q30577809;25;6;2011;Q15011681;Q30332486;8;6;2012;Q19518897
Q31271587;23;4;2011;Q63434979;Q31300263;23;6;2012;Q16210456
Q51332671;2;4;2011;Q19661926;Q30584268;20;6;2012;Q1524632
Q50404774;19;6;2011;Q54521573;Q45171898;20;6;2012;Q3435159
Q55221006;23;7;2011;Q19605352;Q30349441;26;6;2012;Q235027
Q64624273;3;7;2011;Q64624676;Q30577837;21;6;2012;Q19518365
Q45172931;26;6;2011;Q2849591;Q51332422;6;4;2012;Q51334038
Q60883855;25;6;2011;Q65178412;Q51332630;13;4;2012;Q19518661
Q65179486;26;6;2011;Q19281840;Q50404789;17;6;2012;Q54521573
Q65965631;25;6;2011;Q65965647;Q55220999;22;6;2012;Q19605352
Q66380104;26;6;2011;Q19609824;Q55791233;17;11;2012;Q63537550
Q66498425;10;7;2011;Q66498873;Q64624304;10;6;2012;Q64624682
Q66565514;15;5;2011;Q66625277;Q55995576;15;7;2012;Q65096080
Q64706798;17;4;2011;Q67402692;Q45172978;23;6;2012;Q3015066
Q70008153;10;12;2011;Q70733934;Q65179447;23;6;2012;Q19281840
Q55185809;12;6;2011;Q70768451;Q66427071;1;4;2012;Q19609824
Q43744865;26;6;2011;Q2947467;Q66565582;27;4;2012;Q66625282
Q43288961;24;6;2012;Q16940519;Q55185811;1;7;2012;Q70768964
Q30349499;24;6;2012;Q15014971;Q43744788;23;6;2012;Q19757599
Q29051258;7;1;2012;Q454168;Q43288988;29;6;2013;Q943699
Q31094517;24;6;2012;Q179851;Q30349507;25;5;2013;Q14982433
Q43286638;3;5;2012;Q434958;Q29043254;9;1;2013;Q460460
Q30332924;24;6;2012;Q440790;Q31093255;9;5;2013;Q1905497
Q31271624;24;6;2012;Q467209;Q29642128;11;8;2013;Q1654378
Q31096609;22;6;2012;Q2240672;Q31271615;21;6;2013;Q2688957
Q43307022;15;11;2012;Q5978950;Q31096001;20;6;2013;Q2480355
Q30349395;23;6;2012;Q16223383;Q43307035;19;4;2013;Q16212011
Q30512013;24;6;2012;Q456534;Q30349411;22;6;2013;Q16223383
Q31505332;23;6;2012;Q19577991;Q31506358;20;6;2013;Q231036
Q30349364;23;6;2012;Q2471605;Q30349371;20;6;2013;Q567124
Q31271605;23;6;2012;Q5696280;Q31271315;20;6;2013;Q5696280
Q43745198;21;6;2012;Q642666;Q43745136;20;6;2013;Q16227316
Q30332239;16;6;2012;Q11876258;Q30332311;28;6;2013;Q15043796
Q30332844;23;6;2012;Q3258883;Q30332806;20;6;2013;Q462104
Q30349468;24;6;2012;Q166404;Q30349480;20;6;2013;Q272531
Q30332737;23;6;2012;Q61161;Q30332699;21;6;2013;Q91193
Q43775863;24;6;2012;Q718100;Q33082393;23;6;2013;Q55221320
Q32161692;24;6;2012;Q19518474;Q43775943;1;7;2013;Q718100
Q33083546;23;6;2012;Q21197651;Q32163348;20;6;2013;Q19605393
Q30349213;23;6;2012;Q63241170;Q33083817;20;6;2013;Q511066
Q30332988;20;6;2012;Q3762342;Q30349232;25;6;2013;Q15059237
Q30557308;29;4;2012;Q4350864;Q30333018;21;6;2013;Q236488
Q32604399;24;6;2012;Q15924908;Q30557246;9;6;2013;Q15137776
Q30557561;23;6;2012;Q452004;Q30556202;20;6;2013;Q16354099
Q44193897;24;6;2012;Q22957703;Q32603698;21;6;2013;Q15924908
Q45083519;27;5;2012;Q6033169;Q30557504;20;6;2013;Q452004
Q30333102;23;6;2012;Q289826;Q44193874;23;6;2013;Q55363805
Q31271010;24;6;2012;Q17096948;Q45083601;22;6;2013;Q6033169
Q29061811;7;1;2012;Q1985818;Q30333137;19;6;2013;Q241961
Q31276622;23;6;2012;Q453468;Q31271024;20;6;2013;Q64493989
Q45084873;23;6;2012;Q15820397;Q45084575;11;1;2013;Q270555
Q43286073;3;3;2012;Q460884;Q30456396;19;6;2013;Q453468
Q31271644;23;6;2012;Q19598918;Q45084954;7;7;2013;Q18211314
Q30332625;24;6;2012;Q2119646;Q32611136;22;6;2013;Q55152681
Q31298588;24;6;2012;Q16210456;Q29034408;28;2;2013;Q460884
Q31092105;23;6;2012;Q1686951;Q31272638;20;6;2013;Q454177
Q45171831;23;6;2012;Q19324522;Q30332486;7;6;2013;Q16211500
Q30349432;24;6;2012;Q235027;Q31300263;21;6;2013;Q65015584
Q30577809;23;6;2012;Q4734357;Q30584268;19;6;2013;Q1524632
Q31271587;7;4;2012;Q7132097;Q45171898;20;6;2013;Q19324522
Q51332671;14;4;2012;Q63570593;Q30349441;19;6;2013;Q235027
Q50404774;24;6;2012;Q54521573;Q30577837;19;6;2013;Q16225939
Q55221006;23;6;2012;Q19605352;Q51332422;29;3;2013;Q51333368
Q55791222;17;11;2012;Q63537550;Q51332630;15;3;2013;Q57955101
Q64624273;23;6;2012;Q64624682;Q53869589;10;5;2013;Q25976181
Q55995447;16;7;2012;Q65096080;Q50404789;16;6;2013;Q54521573
Q45172931;24;6;2012;Q2849591;Q55220999;21;6;2013;Q55221128
Q65179486;24;6;2012;Q19281840;Q55791233;3;11;2013;Q39649174
Q65965631;24;6;2012;Q65965653;Q64624304;9;6;2013;Q64624682
Q66380104;24;6;2012;Q19609824;Q45172978;22;6;2013;Q3015066
Q66498425;8;7;2012;Q66498836;Q65179447;24;8;2013;Q19281840
Q66565514;28;4;2012;Q66625282;Q66082384;13;6;2013;Q66309469
Q55185809;15;7;2012;Q70768964;Q66427071;21;4;2013;Q19662226
Q43744865;24;6;2012;Q18645948;Q66565582;8;6;2013;Q66625277
Q43288961;30;6;2013;Q16940519;Q70008310;20;7;2013;Q70735081
Q30349499;27;5;2013;Q16217697;Q55185811;23;6;2013;Q70768964
Q29051258;12;1;2013;Q15622202;Q43744788;29;6;2013;Q18645948
Q31094517;23;6;2013;Q179851;Q43288988;27;6;2014;Q19662223
Q30332924;23;6;2013;Q1654378;Q30349507;24;5;2014;Q2837161
Q31271624;23;6;2013;Q2688957;Q29043254;8;1;2014;Q19662210
Q31096609;21;6;2013;Q2480355;Q31093255;27;6;2014;Q1905497
Q43307022;20;4;2013;Q5978950;Q29642128;1;5;2014;Q16208501
Q30349395;30;6;2013;Q16211212;Q31271615;27;6;2014;Q2688957
Q31505332;22;6;2013;Q231036;Q31096001;26;6;2014;Q16225885
Q30349364;22;6;2013;Q21062689;Q43307035;10;4;2014;Q16212011
Q31271605;22;6;2013;Q16227479;Q30349411;27;6;2014;Q16223383
Q43745198;21;6;2013;Q16227316;Q30511620;25;6;2014;Q289768
Q30332239;29;6;2013;Q11876258;Q31506358;26;6;2014;Q231036
Q30332844;22;6;2013;Q13893333;Q30349371;26;6;2014;Q1569983
Q30349468;23;6;2013;Q254811;Q31271315;27;6;2014;Q260825
Q30332737;22;6;2013;Q29184;Q43745136;27;6;2014;Q16227316
Q33082364;29;6;2013;Q33082382;Q30332311;27;6;2014;Q11876258
Q43775863;30;6;2013;Q718100;Q30332806;26;6;2014;Q462104
Q32161692;22;6;2013;Q16222395;Q30349480;26;6;2014;Q239853
Q33083546;22;6;2013;Q21197651;Q30332699;27;6;2014;Q91193
Q30349213;28;6;2013;Q15059237;Q33082393;22;6;2014;Q33082382
Q30332988;23;6;2013;Q16226649;Q43775943;28;6;2014;Q718100
Q30557308;23;6;2013;Q15137776;Q32163348;27;6;2014;Q18165080
Q32604399;23;6;2013;Q16234180;Q33083817;26;6;2014;Q511066
Q30557561;22;6;2013;Q452004;Q30349232;24;6;2014;Q15059237
Q44193897;22;6;2013;Q65059146;Q30333018;7;6;2014;Q462480
Q45083519;23;6;2013;Q6033169;Q30557246;27;6;2014;Q4350864
Q30333102;22;6;2013;Q4505812;Q30556202;27;6;2014;Q16354099
Q31271010;23;6;2013;Q15958890;Q32603698;27;6;2014;Q459164
Q29061811;12;1;2013;Q19561265;Q30557504;26;6;2014;Q452004
Q31276622;22;6;2013;Q14436717;Q45083601;28;6;2014;Q18211062
Q45084873;25;8;2013;Q55186128;Q30333137;25;6;2014;Q289826
Q32609249;23;6;2013;Q55152681;Q31271024;26;6;2014;Q64514306
Q43286073;2;3;2013;Q460884;Q45084575;10;1;2014;Q517428
Q31271644;22;6;2013;Q468279;Q30456396;25;6;2014;Q14436717
Q30332625;23;6;2013;Q2119646;Q45084954;27;6;2014;Q64959609
Q31298588;22;6;2013;Q31302841;Q32611136;27;6;2014;Q55152681
Q31092105;22;6;2013;Q15650935;Q29034408;6;2;2014;Q460884
Q45171831;22;6;2013;Q19605851;Q31272638;26;6;2014;Q454177
Q30349432;22;6;2013;Q1337252;Q30332486;6;6;2014;Q2119646
Q30577809;21;6;2013;Q39173909;Q31300263;27;6;2014;Q19661759
Q31271587;31;3;2013;Q51333368;Q30584268;25;6;2014;Q16572175
Q53869580;12;5;2013;Q25976181;Q45171898;26;6;2014;Q59644645
Q50404774;23;6;2013;Q54521573;Q30349441;26;6;2014;Q235027
Q55221006;22;6;2013;Q55221128;Q30577837;27;6;2014;Q15011681
Q55791222;6;10;2013;Q39649174;Q51332422;18;4;2014;Q18913075
Q64624273;30;6;2013;Q64624686;Q51332630;2;5;2014;Q19518661
Q45172931;23;6;2013;Q3015066;Q50404789;28;6;2014;Q25136943
Q60883855;30;6;2013;Q65178412;Q55220999;27;6;2014;Q62132614
Q65179486;25;8;2013;Q19281840;Q55791233;6;4;2014;Q39649174
Q65965631;23;6;2013;Q65965658;Q64624304;14;6;2014;Q64624682
Q66082905;14;6;2013;Q66340430;Q64691912;20;6;2014;Q64691975
Q66370867;23;6;2013;Q439776;Q55995576;26;6;2014;Q19757595
Q66380104;30;6;2013;Q19609824;Q45172978;21;6;2014;Q3015066
Q66498425;7;7;2013;Q66498873;Q60883940;28;6;2014;Q27443416
Q66565514;9;6;2013;Q66625278;Q65372007;15;6;2014;Q19605841
Q70008153;21;7;2013;Q70735081;Q55185725;28;6;2014;Q19662286
Q55185809;9;6;2013;Q70768964;Q66082384;18;6;2014;Q66309469
Q43744865;30;6;2013;Q72092466;Q66427071;6;4;2014;Q19609824
Q43288961;28;6;2014;Q19282083;Q66565582;21;6;2014;Q66625277
Q30349499;26;5;2014;Q2837161;Q64706802;27;6;2014;Q19757602
Q29051258;11;1;2014;Q15622202;Q70008310;19;7;2014;Q17711996
Q31094517;28;6;2014;Q1677812;Q55185811;13;7;2014;Q55185835
Q30332924;29;6;2014;Q440790;Q71014269;27;6;2014;Q19757603
Q31271624;29;6;2014;Q2688957;Q43744788;22;6;2014;Q19757599
Q31096609;27;6;2014;Q16225885;Q30332806;25;6;2015;Q2870834
Q43307022;11;4;2014;Q22957634;Q43288988;26;6;2015;Q19661872
Q30349395;29;6;2014;Q16223383;Q30349507;23;5;2015;Q236193
Q30512013;28;6;2014;Q19518890;Q29043254;8;1;2015;Q460460
Q31505332;28;6;2014;Q231036;Q31093255;26;6;2015;Q1905497
Q30349364;28;6;2014;Q17490498;Q43286663;13;5;2015;Q19518722
Q31271605;28;6;2014;Q18542422;Q29642128;26;6;2015;Q16208501
Q43745198;28;6;2014;Q16227316;Q31271615;26;6;2015;Q2688957
Q30332239;28;6;2014;Q11876258;Q31096001;25;6;2015;Q16201761
Q30332844;28;6;2014;Q462104;Q43307035;14;11;2015;Q22957678
Q30349468;29;6;2014;Q272598;Q30349411;27;6;2015;Q16223383
Q30332737;28;6;2014;Q91193;Q30511620;19;6;2015;Q6771821
Q33082364;27;6;2014;Q33082382;Q31506358;25;6;2015;Q231036
Q43775863;29;6;2014;Q9009983;Q30349371;25;6;2015;Q51293303
Q32161692;29;6;2014;Q16222395;Q31271315;26;6;2015;Q5696280
Q33083546;20;9;2014;Q21285370;Q43745136;25;6;2015;Q16227316
Q30349213;28;6;2014;Q15059237;Q30332311;24;6;2015;Q11876258
Q30332988;29;6;2014;Q512532;Q30349480;25;6;2015;Q20278699
Q30557308;29;6;2014;Q4350864;Q30332699;26;6;2015;Q683392
Q32604399;29;6;2014;Q459164;Q33082393;21;6;2015;Q55221320
Q30557561;29;6;2014;Q452004;Q43775943;27;6;2015;Q19578352
Q45083519;29;6;2014;Q16233692;Q32163348;25;6;2015;Q18165080
Q30333102;28;6;2014;Q2455118;Q33083817;25;6;2015;Q7525291
Q31271010;29;6;2014;Q21062767;Q30349232;24;6;2015;Q15059237
Q29061811;11;1;2014;Q1395977;Q30333018;25;7;2015;Q3960806
Q31276622;28;6;2014;Q19605846;Q30557246;21;6;2015;Q15137776
Q45084873;29;6;2014;Q55186128;Q31529645;25;6;2015;Q26206316
Q32609249;28;6;2014;Q65007205;Q30556202;26;6;2015;Q18165806
Q43286073;9;2;2014;Q460884;Q32603698;26;6;2015;Q459164
Q31271644;28;6;2014;Q454177;Q30557504;25;6;2015;Q452004
Q30332625;29;6;2014;Q2119646;Q45083601;26;6;2015;Q6033169
Q31298588;29;6;2014;Q19661759;Q30333137;24;6;2015;Q563737
Q31092105;28;6;2014;Q17353110;Q31271024;25;6;2015;Q15958890
Q45171831;28;6;2014;Q19605851;Q45084575;9;1;2015;Q517428
Q30349432;28;6;2014;Q235027;Q30456396;24;6;2015;Q14436717
Q30577809;29;6;2014;Q15011681;Q45084954;26;6;2015;Q18211314
Q31271587;19;4;2014;Q7132097;Q32611136;27;6;2015;Q19661923
Q50404774;29;6;2014;Q54521573;Q29034408;5;2;2015;Q460884
Q55221006;28;6;2014;Q19282075;Q31272638;25;6;2015;Q454177
Q55791222;2;3;2014;Q39649174;Q30332486;12;6;2015;Q2119646
Q64624273;29;6;2014;Q64624682;Q31300263;26;6;2015;Q65015584
Q64691906;22;6;2014;Q64691967;Q30584268;24;6;2015;Q15650935
Q55995447;28;6;2014;Q19757595;Q45171898;25;6;2015;Q19662031
Q45172931;22;6;2014;Q3015066;Q30349441;24;6;2015;Q235027
Q60883855;29;6;2014;Q16226828;Q30577837;25;6;2015;Q3126823
Q65965631;22;6;2014;Q23059685;Q51332422;27;2;2015;Q18913075
Q65371835;22;6;2014;Q19605841;Q51332630;10;4;2015;Q19518661
Q55185740;29;6;2014;Q19662286;Q53869589;8;5;2015;Q53869767
Q66082905;20;6;2014;Q66309469;Q50404789;26;6;2015;Q25190569
Q66370867;27;6;2014;Q439776;Q55220999;26;6;2015;Q19282075
Q66380104;29;6;2014;Q19662226;Q55791233;23;5;2015;Q39649174
Q66565514;22;6;2014;Q66625277;Q64624304;7;6;2015;Q64624682
Q70008153;20;7;2014;Q70734513;Q64691912;26;6;2015;Q64691967
Q55185809;29;6;2014;Q55185835;Q55995576;19;5;2015;Q20987871
Q71014194;29;6;2014;Q19757603;Q45172978;26;6;2015;Q19281834
Q43744865;29;6;2014;Q19757599;Q60883940;27;6;2015;Q514014
Q30332844;27;6;2015;Q462104;Q55808642;28;6;2015;Q55808723
Q43288961;27;6;2015;Q943699;Q65965633;12;6;2015;Q60054091
Q30349499;25;5;2015;Q15014971;Q65372007;12;6;2015;Q19605841
Q29051258;10;1;2015;Q16227069;Q66082384;13;6;2015;Q66309469
Q31094517;27;6;2015;Q1905497;Q66370873;25;6;2015;Q22957584
Q43286638;15;5;2015;Q19518722;Q66427071;10;5;2015;Q66426969
Q30332924;28;6;2015;Q440790;Q66565582;19;6;2015;Q66625274
Q31271624;28;6;2015;Q2688957;Q64706802;27;6;2015;Q21622235
Q31096609;26;6;2015;Q2480355;Q55185811;27;6;2015;Q70770113
Q43307022;16;11;2015;Q22957619;Q71014269;26;6;2015;Q19757603
Q30349395;28;6;2015;Q16223383;Q43744788;27;6;2015;Q2947467
Q30512013;21;6;2015;Q19518890;Q29043254;7;1;2016;Q17487582
Q31505332;27;6;2015;Q231036;Q45084575;8;1;2016;Q1395977
Q30349364;27;6;2015;Q17490498;Q29034408;10;2;2016;Q22957747
Q31271605;28;6;2015;Q5696280;Q43307035;18;2;2016;Q22957678
Q43745198;26;6;2015;Q18164750;Q29642128;23;6;2016;Q16208501
Q30332239;27;6;2015;Q11876258;Q53869589;4;5;2016;Q25976181
Q30349468;28;6;2015;Q254811;Q66565582;7;5;2016;Q66625286
Q30332737;28;6;2015;Q29184;Q55995576;25;7;2016;Q19757595
Q33082364;26;6;2015;Q33082378;Q65179447;22;5;2016;Q19281840
Q43775863;28;6;2015;Q9009983;Q30349507;27;5;2016;Q14982433
Q32161692;27;6;2015;Q16222395;Q44193874;3;6;2016;Q55363805
Q33083546;27;6;2015;Q19364880;Q66427071;5;6;2016;Q19609824
Q30349213;27;6;2015;Q19282127;Q51332422;25;3;2016;Q19662144
Q30332988;27;6;2015;Q512532;Q30511620;6;6;2016;Q456534
Q30557308;28;6;2015;Q4350864;Q30332486;10;6;2016;Q16223884
Q31510394;26;6;2015;Q19518657;Q50404789;17;6;2016;Q25190569
Q30557029;27;6;2015;Q18165806;Q30349232;18;6;2016;Q15059237
Q32604399;28;6;2015;Q15952806;Q33082393;19;6;2016;Q55221320
Q30557561;27;6;2015;Q452004;Q43745136;21;6;2016;Q16227316
Q44193897;22;5;2015;Q65034864;Q30332311;22;6;2016;Q11876258
Q45083519;28;6;2015;Q21623224;Q30456396;22;6;2016;Q15531382
Q30333102;27;6;2015;Q4505812;Q31529645;22;6;2016;Q26206316
Q31271010;28;6;2015;Q15011842;Q30556202;22;6;2016;Q18165806
Q29061811;10;1;2015;Q270555;Q30333018;22;6;2016;Q462480
Q31276622;27;6;2015;Q14436717;Q30584268;22;6;2016;Q15650935
Q45084873;28;6;2015;Q18211314;Q30333137;22;6;2016;Q289826
Q32609249;28;6;2015;Q19661923;Q32163348;23;6;2016;Q19605393
Q43286073;7;2;2015;Q460884;Q30349441;22;6;2016;Q235027
Q31271644;27;6;2015;Q19661847;Q31271615;23;6;2016;Q467209
Q30332625;28;6;2015;Q2119646;Q33083817;23;6;2016;Q27244650
Q31298588;28;6;2015;Q65015584;Q31506358;23;6;2016;Q231036
Q31092105;28;6;2015;Q3183108;Q30349371;23;6;2016;Q19968758
Q45171831;27;6;2015;Q19324522;Q31271024;23;6;2016;Q16212328
Q30349432;27;6;2015;Q235027;Q30332806;23;6;2016;Q2870834
Q30577809;27;6;2015;Q15011681;Q43286663;22;4;2016;Q19518722
Q31271587;28;2;2015;Q51333608;Q30577837;22;6;2016;Q16215626
Q53869580;10;5;2015;Q53869767;Q66370873;23;6;2016;Q22957584
Q50404774;28;6;2015;Q54521573;Q31271315;23;6;2016;Q5696280
Q55221006;28;6;2015;Q52573880;Q30332699;24;6;2016;Q29184
Q55791222;24;5;2015;Q39649174;Q30557246;24;6;2016;Q15137776
Q64624273;28;6;2015;Q64624682;Q30557504;24;6;2016;Q452004
Q64691906;28;6;2015;Q64691967;Q45172978;24;6;2016;Q3015066
Q55995447;20;5;2015;Q20987871;Q43288988;24;6;2016;Q943699
Q45172931;27;6;2015;Q19281834;Q32603698;24;6;2016;Q459164
Q60883855;28;6;2015;Q514014;Q55220999;24;6;2016;Q55221128
Q55808632;27;6;2015;Q55808723;Q45084954;1;7;2016;Q18211314
Q65965631;13;6;2015;Q23059689;Q32611136;24;6;2016;Q19661923
Q65371835;14;6;2015;Q19605841;Q30349411;24;6;2016;Q16223383
Q66082905;15;6;2015;Q66309469;Q45171898;23;6;2016;Q25991384
Q66370867;26;6;2015;Q66371079;Q31272638;24;6;2016;Q454177
Q66380104;28;6;2015;Q19609824;Q45083601;25;6;2016;Q18211062
Q66565514;20;6;2015;Q66692151;Q43775943;25;6;2016;Q19577624
Q64706798;25;6;2015;Q21622235;Q55185725;25;6;2016;Q19662286
Q70008153;19;7;2015;Q70734125;Q43744788;25;6;2016;Q18645948
Q55185809;28;6;2015;Q70770770;Q31093255;25;6;2016;Q1905497
Q71014194;28;6;2015;Q71857604;Q31096001;28;6;2016;Q270030
Q43744865;28;6;2015;Q2947467;Q30349480;23;6;2016;Q20278699
Q29051258;10;1;2016;Q454168;Q31300263;25;6;2016;Q19661759
Q29061811;9;1;2016;Q1395977;Q51332630;15;4;2016;Q19661926
Q43286073;13;2;2016;Q19518624;Q55791233;7;5;2016;Q39649174
Q43307022;20;2;2016;Q22957730;Q64624304;29;5;2016;Q64624682
Q30332924;26;6;2016;Q19282240;Q64691912;24;6;2016;Q64691967
Q53869580;7;5;2016;Q25976181;Q65965633;15;7;2016;Q23059689
Q66565514;8;5;2016;Q66625292;Q66082384;14;7;2016;Q66309469
Q55995447;26;7;2016;Q65095990;Q64706802;15;4;2016;Q55996380
Q65179486;29;5;2016;Q65179690;Q70008310;25;6;2016;Q70736216
Q30349499;28;5;2016;Q15014971;Q55185811;25;6;2016;Q70768964
Q44193897;2;6;2016;Q65034859;Q71014269;25;6;2016;Q24901174
Q65371835;5;6;2016;Q19605841;Q29043254;5;1;2017;Q17487582
Q66380104;26;6;2016;Q19609824;Q45084575;6;1;2017;Q517428
Q31271587;26;3;2016;Q51333368;Q31271499;3;2;2017;Q19559903
Q30512013;8;6;2016;Q19518890;Q30511620;17;6;2017;Q19518890
Q30332625;26;6;2016;Q2119646;Q30332699;23;6;2017;Q29184
Q50404774;19;6;2016;Q25136943;Q30456396;21;6;2017;Q453468
Q30349213;25;6;2016;Q58848154;Q30332806;22;6;2017;Q2870834
Q33082364;25;6;2016;Q33082382;Q29642128;22;6;2017;Q16208501
Q43745198;25;6;2016;Q27450546;Q30332486;9;6;2017;Q16223884
Q30332239;2;7;2016;Q11876258;Q30349411;24;6;2017;Q16223383
Q31276622;25;6;2016;Q15531382;Q30333018;23;6;2017;Q462480
Q31510394;24;6;2016;Q19518657;Q30349441;21;6;2017;Q290663
Q30557029;25;6;2016;Q18165806;Q30349371;22;6;2017;Q19968758
Q30332988;25;6;2016;Q512532;Q30349507;24;6;2017;Q441239
Q31092105;26;6;2016;Q15650935;Q30349222;17;6;2017;Q18163011
Q30333102;24;6;2016;Q19661887;Q43288988;23;8;2017;Q19662223
Q32161692;25;6;2016;Q19605393;Q31093255;23;6;2017;Q1905497
Q30349432;25;6;2016;Q235027;Q43286663;26;6;2017;Q19518722
Q31271624;25;6;2016;Q467209;Q31271615;22;6;2017;Q467209
Q33083546;26;6;2016;Q19364880;Q31096001;27;6;2017;Q16201761
Q31505332;25;6;2016;Q231036;Q43307035;24;2;2017;Q22957678
Q30349364;25;6;2016;Q25170737;Q33081846;22;6;2017;Q21622034
Q31271010;26;6;2016;Q16212328;Q31506358;22;6;2017;Q22957625
Q30332844;25;6;2016;Q3048753;Q31271315;23;6;2017;Q18170653
Q43286638;23;4;2016;Q19518722;Q43745136;21;6;2017;Q16227316
Q30577809;25;6;2016;Q16215626;Q30332311;16;6;2017;Q11876258
Q66370867;24;6;2016;Q22957584;Q30349480;22;6;2017;Q23819567
Q31271605;24;6;2016;Q23907253;Q33082393;18;6;2017;Q27451948
Q30332737;26;6;2016;Q683392;Q43775943;24;6;2017;Q19578352
Q30557308;25;6;2016;Q15137776;Q32163348;23;6;2017;Q19605393
Q30557561;25;6;2016;Q452004;Q33083817;22;6;2017;Q27517373
Q45172931;25;6;2016;Q19519285;Q30557246;23;6;2017;Q15137776
Q43288961;25;6;2016;Q943699;Q31529645;21;6;2017;Q26206124
Q32604399;26;6;2016;Q15952806;Q30556121;22;6;2017;Q18165806
Q55221006;25;6;2016;Q19282075;Q32603438;23;6;2017;Q32606878
Q45084873;3;7;2016;Q18211314;Q30557504;21;6;2017;Q452004
Q32609249;25;6;2016;Q19661923;Q45083601;15;4;2017;Q6033169
Q30349395;25;6;2016;Q16223383;Q30333137;21;6;2017;Q289826
Q45171831;25;6;2016;Q3435159;Q31271024;22;6;2017;Q16212328
Q31271644;25;6;2016;Q3336346;Q45084954;30;6;2017;Q47073028
Q45083519;26;6;2016;Q55342168;Q32611136;25;6;2017;Q19661923
Q43775863;26;6;2016;Q9009983;Q29034408;9;2;2017;Q460884
Q55185740;26;6;2016;Q19662286;Q31272638;23;6;2017;Q27517402
Q43744865;26;6;2016;Q19757599;Q31300263;23;6;2017;Q19661759
Q31094517;25;6;2016;Q19518367;Q30584268;22;6;2017;Q30584542
Q31096609;25;6;2016;Q23007731;Q45171898;22;6;2017;Q3435159
Q30349468;26;6;2016;Q16153636;Q30577837;20;6;2017;Q16215626
Q31298588;26;6;2016;Q19661759;Q51332422;14;4;2017;Q19662144
Q51332671;16;4;2016;Q24852564;Q51332630;21;4;2017;Q19518661
Q55791222;8;5;2016;Q39649174;Q53869589;7;5;2017;Q53869708
Q64624273;26;6;2016;Q64624691;Q50404789;18;6;2017;Q25190569
Q64691906;26;6;2016;Q64691967;Q55220999;23;6;2017;Q55221128
Q65965631;16;7;2016;Q23059689;Q55791233;22;6;2017;Q55791338
Q66082905;15;7;2016;Q66309469;Q64624304;24;6;2017;Q64624682
Q70008153;26;6;2016;Q70735541;Q64691912;23;6;2017;Q64691969
Q55185809;7;8;2016;Q70770770;Q55995576;2;7;2017;Q65197396
Q71014194;26;6;2016;Q71857604;Q45172978;25;6;2017;Q16210167
Q29051258;8;1;2017;Q17487582;Q65179447;7;5;2017;Q65179690
Q29061811;7;1;2017;Q1395977;Q65965633;19;5;2017;Q23059689
Q31271492;5;2;2017;Q19559903;Q55185725;24;6;2017;Q55185954
Q30512013;18;6;2017;Q19518890;Q66082384;24;7;2017;Q66309469
Q30332737;24;6;2017;Q15825971;Q66370873;29;6;2017;Q22957584
Q31276622;24;6;2017;Q31277215;Q66427071;24;6;2017;Q66427266
Q30332844;24;6;2017;Q21005179;Q66498528;8;7;2017;Q66565049
Q30332924;25;6;2017;Q440790;Q64706802;23;9;2017;Q67403124
Q30332625;25;6;2017;Q2119646;Q70008310;2;12;2017;Q70736216
Q30349395;25;6;2017;Q16223383;Q55185811;17;6;2017;Q55185835
Q30332988;25;6;2017;Q462480;Q71014269;23;6;2017;Q19757603
Q30349432;24;6;2017;Q23773257;Q43744788;24;6;2017;Q2947467
Q30349364;24;6;2017;Q21622099;Q29034408;7;2;2018;Q48649060
Q30349499;25;6;2017;Q441239;Q30332699;29;6;2018;Q91193
Q30349213;24;6;2017;Q28653669;Q51332630;30;3;2018;Q19661926
