Rank;UCI ID;Name;Nationality;Team Code;Age;Points
1;10005497052;TVETCOV Serghei;ROMANIA;JBC;29;361
2;10003127323;BRITTON Robert;CANADA;RLY;33;340
3;10074893377;SOTO MARTINEZ Nelson;COLOMBIA;ECZ;23;275
4;10004759650;HOWES Alex;UNITED STATES OF AMERICA;CDT;29;259
5;10007501316;CARPENTER Robin;UNITED STATES OF AMERICA;HCR;25;253
6;10006271335;MANNION Gavin;UNITED STATES OF AMERICA;UHC;26;248
7;10008633889;HUFFMAN Evan;UNITED STATES OF AMERICA;RLY;27;247
8;10008834660;KUSS Sepp;UNITED STATES OF AMERICA;RLY;23;220
9;10003299293;BOOKWALTER Brent;UNITED STATES OF AMERICA;BMC;33;220
10;10007260331;SENNI Manuel;ITALY;BMC;25;220
11;10049191512;AGUIRRE INFANTE Jose Alfredo;MEXICO;CAS;23;201
12;10008671275;EISENHART Taylor;UNITED STATES OF AMERICA;HCR;23;196
13;10008814351;POWLESS Neilson;UNITED STATES OF AMERICA;AHB;21;180
14;10049192825;VILLALOBOS SOLIS Roman Daniel;COSTA RICA;;27;179
15;10050678137;RODRIGUEZ AGUILAR Jose;CHILE;;23;170
16;10059186451;RODAS OCHOA Manuel Oseas;GUATEMALA;;33;165
17;10001457307;SEVILLA RIVERA Oscar Miguel;SPAIN;MED;41;154
18;10008971268;MOLANO BENAVIDES Juan Sebastian;COLOMBIA;MZN;23;150
19;10008856888;MCCABE Travis;UNITED STATES OF AMERICA;UHC;28;138
20;10005513119;MOLLEMA Bauke;NETHERLANDS;TFS;31;136
21;10003103071;CHAMORRO PAIVA Francisco Ramon;ARGENTINA;SOU;36;125
22;10006879708;DAL-CIN Matteo;CANADA;RLY;26;111
23;10007129278;MALDONADO Ignacio;URUGUAY;;27;108
24;10004599602;STETINA Peter;UNITED STATES OF AMERICA;TFS;30;107
25;10003120047;MILAN JIMENEZ Diego;DOMINICAN REPUBLIC;DCT;32;96
26;10003192492;MURPHY John;UNITED STATES OF AMERICA;HCR;33;95
27;10009712108;MARIN SANCHEZ Gabriel;COSTA RICA;;23;95
28;10009709175;CICCONE Giulio;ITALY;BRD;23;90
29;10059186552;ESCOBAR LOPEZ Walter Filadelfo;GUATEMALA;;27;88
30;10005692264;TORRES AGUDELO Rodolfo Andres;COLOMBIA;ANS;30;85
