Rank;UCI ID;Name;Nationality;Team Code;Age;Points
1;10003105600;VISCONTI Giovanni;ITALY;ISD;27;787
2;10001428308;VAN DIJK Stefan *;NETHERLANDS;WIL;34;653
3;10002489951;RICCO Riccardo;ITALY;VAC;27;569
4;10002692540;POZZOVIVO Domenico;ITALY;COG;28;493
5;10004615463;FEILLU Romain;FRANCE;VAC;26;482
6;10003383159;MARCATO Marco;ITALY;VAC;26;457
7;10006919215;KEUKELEIRE Jens;BELGIUM;COF;22;378
8;10002928471;PARDILLA BELLON Sergio;SPAIN;CMO;26;363
9;10002926855;VENTOSO ALBERDI Francisco Jose;SPAIN;CMO;28;361
10;10002566238;ROSSI Enrico;ITALY;FLM;28;360
11;10005520088;PINEAU Cedric;FRANCE;RLM;25;341
12;10001296447;FEDRIGO Pierrick;FRANCE;BTL;32;324
13;10001426284;SCARPONI Michele;ITALY;AND;31;323
14;10003257059;COPPEL Jérôme;FRANCE;SAU;24;315
15;10002765086;BERTAGNOLLI Leonardo;ITALY;AND;32;308,4
16;10002214816;VAN HUMMEL Kenny;NETHERLANDS;SKS;28;307
17;10001354546;CARRARA Matteo;ITALY;VAC;31;289,2
18;10002866130;MORAJKO Jacek;POLAND;MRO;29;275
19;10001546122;PAOLINI Luca;ITALY;ASA;33;270
20;10001573202;DUMOULIN Samuel;FRANCE;COF;30;268
21;10001437907;LEUKEMANS Björn;BELGIUM;VAC;33;264
22;10002751346;FERRARI Roberto;ITALY;DER;27;263,2
23;10003073062;BELLETTI Manuel;ITALY;COG;25;258
24;10001426890;NIEMIEC Przemyslaw;POLAND;MIE;30;258
25;10002311917;COLLI Daniele;ITALY;FLM;28;254
26;10002064969;VICIOSO ARCOS Ángel;SPAIN;ACA;33;253
27;10002857743;VACHON Florian;FRANCE;BSC;25;244
28;10003260291;KRUOPIS Aidis;LITHUANIA;PCO;24;242
29;10002377490;FLAHAUT Denis;FRANCE;ISE;32;240
30;10001464781;BOZIC Borut;SLOVENIA;VAC;30;237
31;10002463982;KOEV Vladimir;BULGARIA;HEM;31;234
32;10002230677;BLANCO RODRIGUEZ David;SPAIN;PRT;35;229
33;10004693568;GATTO Oscar;ITALY;ISD;25;222
34;10002510967;POPKOV Vitalii;UKRAINE;ISE;27;219
35;10025297479;DUQUE Leonardo;COLOMBIA;COF;30;219
36;10001176916;CASPER Jimmy;FRANCE;SAU;32;219
37;10003094684;HIVERT Jonathan;FRANCE;SAU;25;218
38;10001177219;RADOCHLA Steffen;GERMANY;TSP;32;214
39;10003212094;KOCJAN Jure;SLOVENIA;CMO;26;213
40;10006088348;BOECKMANS Kris;BELGIUM;TSV;23;212
41;10002844710;MONTAGUTI Matteo;ITALY;DER;26;211,2
42;10001185909;MONCOUTIE David;FRANCE;COF;35;211
43;10005933956;PHINNEY Taylor;UNITED STATES OF AMERICA;TLS;20;207,5
44;10003062857;WAGNER Robert Thomas;GERMANY;SKS;27;206
45;10001271286;BALIANI Fortunato;ITALY;MIE;36;206
46;10001464680;GNEZDA Matej;SLOVENIA;ADR;31;202
47;10001213288;CAPPELLE Andy;BELGIUM;WIL;31;199
48;10002210368;DION Renaud;FRANCE;RLM;32;198
49;10001415473;SINKEWITZ Patrik *;GERMANY;ISD;30;196,2
50;10005467447;BATTAGLIN Enrico;ITALY;;21;196
51;10005890712;PORSEV Alexander;RUSSIAN FEDERATION;TIK;24;194
52;10005573036;APPOLLONIO Davide;ITALY;CTT;21;194
53;10003019815;MANGEL Laurent;FRANCE;SAU;29;193
54;10003229070;DELPECH Jean-Luc;FRANCE;BSC;31;192
55;10004590407;VAN STAEYEN Michaël;BELGIUM;TSV;22;191
56;10001288161;SCHULZE André;GERMANY;PSK;36;191
57;10002487830;ENGOULVENT Jimmy;FRANCE;SAU;31;190
58;10004613746;FURDI Blaz;SLOVENIA;SAK;22;189
59;10004615564;GALLAND Jérémie;FRANCE;SAU;27;189
60;10002148128;MOSQUERA MIGUEZ Ezequiel;SPAIN;XAC;35;186,8
61;10002631815;SELLA Emanuele;ITALY;CMO;29;185
62;10002711839;CHIARINI Riccardo;ITALY;DER;26;184,2
63;10004290313;VRECER Robert;SLOVENIA;;30;184
64;10002298779;RUTKIEWICZ Marek;POLAND;MRO;29;184
65;10002630502;MIRONOV Aleksandr;RUSSIAN FEDERATION;TIK;26;183
66;10002898765;VANDEWALLE Kristof;BELGIUM;TSV;25;183
67;10006108960;PICHON Laurent;FRANCE;BSC;24;182
68;10002632017;MUTO Pasquale;ITALY;MIE;30;181
69;10005379339;DEGENKOLB John;GERMANY;TET;21;177
70;10004611726;KUMP Marko;SLOVENIA;ADR;22;174
71;10004593033;VERMELTFOORT Coen;NETHERLANDS;RB3;22;173
72;10002480655;SERPA PEREZ Jose Rodolfo;COLOMBIA;AND;31;165,4
73;10002449939;HOOGERLAND Johnny;NETHERLANDS;VAC;27;165,2
74;10001299174;ROGINA Radoslav;CROATIA;LOB;31;163
75;10001398093;VOECKLER Thomas;FRANCE;BTL;31;163
76;10001559559;TRAKSEL Bobbie;NETHERLANDS;VAC;29;161
77;10004857458;HERRADA Jose;SPAIN;CJR;25;161
78;10004816739;DE GENDT Thomas;BELGIUM;TSV;24;159
79;10050887493;BOS Theo;NETHERLANDS;CTT;27;157
80;10001661512;MOURIS Jens;NETHERLANDS;VAC;30;155
81;10005842212;SIMON Julien;FRANCE;SAU;25;155
82;10005489271;HARDY Romain;FRANCE;BSC;22;152
83;10002764177;HUZARSKI Bartosz;POLAND;ISD;30;151
84;10048454413;BOL Jetse;NETHERLANDS;RB3;21;150
85;10002652528;FIRSANOV Sergey;RUSSIAN FEDERATION;DBW;28;149
86;10003274439;DUARTE AREVALO Fabio Andres;COLOMBIA;CEP;24;148
87;10005404395;GINANNI Francesco;ITALY;AND;25;147,4
88;10061253460;PÉREZ Santi;SPAIN;;33;143
89;10005596577;EIJSSEN Yannick;BELGIUM;;21;141
90;10006473015;KELDERMAN Wilco;NETHERLANDS;RB3;19;141
91;10002526933;ZABALLA GUTIERREZ Constantino;SPAIN;CCL;32;138
92;10001145893;VENDA MOREIRA BARBOSA Candido Joaquim;PORTUGAL;PRT;36;138
93;10002634340;VAN LEIJEN Joost;NETHERLANDS;VAC;26;137,2
94;10004505531;NAVARDAUSKAS Ramunas;LITHUANIA;;22;137
95;10002900280;BUFFAZ Mickaël;FRANCE;COF;31;137
96;10002114782;BERNABEU ARMENGOL David;SPAIN;BSP;35;137
97;10004665579;RUBIANO CHAVEZ Miguel Angel;COLOMBIA;MKT;26;136
98;10005519684;HONKISZ Adrian;POLAND;CCC;22;132
99;10006291947;MATTHEWS Michael;AUSTRALIA;JAS;20;132
100;10003225030;GAUTIER Cyril;FRANCE;BTL;23;131
101;10005457646;OLIVEIRA Nelson;PORTUGAL;XAC;21;131
102;10000870152;EECKHOUT Niko;BELGIUM;SKT;40;130
103;10005383076;ANTONOV Mikhail;RUSSIAN FEDERATION;TIK;24;129
104;10004828358;WESTRA Lieuwe;NETHERLANDS;VAC;28;129
105;10003185826;STEVENSSON Michael;SWEDEN;SPV;26;128
106;10003272217;KÖNIG Leopold;CZECH REPUBLIC;PSK;23;128
107;10005409853;RATTO Daniele;ITALY;CMO;21;124
108;10002986065;DRUCKER Jean-Pierre;LUXEMBOURG;CCD;24;123
109;10004443691;LODEWYCK Klaas;BELGIUM;TSV;22;119
110;10003205630;KANGERT Tanel;ESTONIA;;23;118
111;10003170971;VAN GROEN Arnoud;NETHERLANDS;VAC;27;118
112;10002308479;KAUPAS Vytautas;LITHUANIA;CCD;28;117
113;10006889206;SKUJINS Toms;LATVIA;;19;117
114;10005573541;GARCIA FERNANDEZ Marcos;SPAIN;XAC;24;117
115;10002120038;MINARD Sébastien;FRANCE;COF;28;116
116;10002711435;HAUSSLER Heinrich;AUSTRALIA;CTT;26;116
117;10001506817;SCHMITZ Bram;NETHERLANDS;VVE;33;114
118;10007169795;GOOS Marc;NETHERLANDS;CJP;20;112
119;10002900381;MUTLU Mert;TURKEY;;36;112
120;10005902230;DUPONT Timothy;BELGIUM;JVB;23;112
121;10002948477;CORNU Dominique;BELGIUM;SKS;25;112
122;10001544102;AMORISON Frédéric;BELGIUM;LAN;32;111
123;10001576030;KOZUBEK Stanislav;CZECH REPUBLIC;PSK;30;110
124;10005391261;VANMARCKE Sep;BELGIUM;TSV;22;110
125;10005424506;SHEYDYK Oleksandr;UKRAINE;ISE;30;110
126;10006045508;GENIEZ Alexandre;FRANCE;SKS;22;110
127;10004613948;MODOLO Sacha;ITALY;COG;23;110
128;10086252279;POELS Wouter;NETHERLANDS;VAC;23;109,2
129;10001379404;COMMEYNE Davy;BELGIUM;LAN;30;109
130;10004503915;PAPOK Siarhei;BELARUS;;22;106
131;10003242006;PACHECO TORRES Francisco Jose;SPAIN;XAC;28;106
