Rank,Name,Team Code,Nationality,Points
1,ST GEORGE CONTINENTAL CYCLING TEAM,STG,AUSTRALIA,420
2,Team Bridgelane,BLN,AUSTRALIA,315
3,Black Spoke Pro Cycling Academy,BSC,NEW ZEALAND,272
4,NERO CONTINENTAL,NER,AUSTRALIA,59
5,ARA PRO RACING SUNSHINE COAST,ACA,AUSTRALIA,31
6,OLIVER'S REAL FOOD RACING,OLI,AUSTRALIA,5
7,EUROCYCLINGTRIPS - CMI PRO CYCLING,CMI,GUAM,3
