Rank,UCI ID,Name,Nationality,Team Code,Age,Points
1,10008888921,ROGLIČ Primož,SLOVENIA,TJV,30,"4705,28"
2,10007155752,ALAPHILIPPE Julian,FRANCE,DQT,27,"3569,95"
3,10003401246,FUGLSANG Jakob,DENMARK,AST,34,"3472,5"
4,10001457509,VALVERDE Alejandro,SPAIN,MOV,39,3297
5,10004451371,VAN AVERMAET Greg,BELGIUM,CCC,34,"2947,33"
6,10007738055,ACKERMANN Pascal,GERMANY,BOH,25,2538
7,10003269183,KRISTOFF Alexander,NORWAY,UAD,32,"2484,5"
8,10005502914,VIVIANI Elia,ITALY,DQT,30,"2392,12"
9,10005460373,SAGAN Peter,SLOVAKIA,BOH,29,2232
10,10005513119,MOLLEMA Bauke,NETHERLANDS,TFS,33,2220
11,10007946203,VAN DER POEL Mathieu,NETHERLANDS,COC,24,2205
12,10005467952,ULISSI Diego,ITALY,UAD,30,2084
13,10009365433,NAESEN Oliver,BELGIUM,ALM,29,2072
14,10014972740,POGAČAR Tadej,SLOVENIA,UAD,21,"2065,33"
15,10007988235,BUCHMANN Emanuel,GERMANY,BOH,27,2043
16,10006453110,WELLENS Tim,BELGIUM,LTS,28,"1936,18"
17,10007059055,YATES Adam,GREAT BRITAIN,MTS,27,"1927,57"
18,10004774202,TRENTIN Matteo,ITALY,MTS,30,1920
19,10008693810,SCHACHMANN Maximilian,GERMANY,BOH,25,1528
20,10006631548,TEUNISSEN Mike,NETHERLANDS,TJV,27,"1514,63"
21,10006599519,BENNETT Sam,IRELAND,BOH,29,"1480,93"
22,10007293269,GROENEWEGEN Dylan,NETHERLANDS,TJV,26,"1452,83"
23,10007750280,BENOOT Tiesj,BELGIUM,LTS,25,1444
24,10002837838,NIBALI Vincenzo,ITALY,TBM,35,"1393,86"
25,10006836763,LANDA MEANA Mikel,SPAIN,MOV,30,1326
26,10008622876,LAMPAERT Yves,BELGIUM,DQT,28,"1306,35"
27,10007585986,VAN AERT Wout,BELGIUM,TJV,25,1283
28,10002782264,ŠTYBAR Zdeněk,CZECH REPUBLIC,DQT,34,1275
29,10058736615,EVENEPOEL Remco,BELGIUM,DQT,19,"1272,23"
30,10008722607,POLITT Nils,GERMANY,TKA,25,"1253,95"
31,10003253221,THOMAS Geraint,GREAT BRITAIN,INS,33,"1234,25"
32,10006823528,STUYVEN Jasper,BELGIUM,TFS,27,1230
33,10004443994,KRUIJSWIJK Steven,NETHERLANDS,TJV,32,1230
34,10002416694,GILBERT Philippe,BELGIUM,DQT,37,1212
35,10007517076,MARTIN Guillaume,FRANCE,WGG,26,1204
36,10011235109,GAUDU David,FRANCE,GFC,23,1157
37,10086252279,POELS Wouter,NETHERLANDS,INS,32,"1152,25"
38,10007499494,KÜNG Stefan,SWITZERLAND,GFC,26,1138
39,10005902230,DUPONT Timothy,BELGIUM,WGG,32,1121
40,10008663090,BETTIOL Alberto,ITALY,EF1,26,1105
41,10005380450,MAJKA Rafal,POLAND,BOH,30,"1101,5"
42,10003259685,COSTA Rui,PORTUGAL,UAD,33,1097
43,10006473722,PINOT Thibaut,FRANCE,GFC,29,1092
44,10005977305,HERRADA Jesus,SPAIN,COF,29,1072
45,10011081424,GROSSSCHARTNER Felix,AUSTRIA,BOH,26,"1046,93"
46,10009743733,ASGREEN Kasper,DENMARK,DQT,24,"1029,12"
47,10011134368,SIVAKOV Pavel,RUSSIAN FEDERATION,INS,22,1028
48,10007167775,KONRAD Patrick,AUSTRIA,BOH,28,1018
49,10004443792,PLANCKAERT Baptiste,BELGIUM,WVA,31,1009
50,10042236612,IZAGUIRRE INSAUSTI Ion,SPAIN,AST,30,"1005,5"
51,10006491708,BARDET Romain,FRANCE,ALM,29,998
52,10007592050,TURGIS Anthony,FRANCE,TDE,25,996
53,10008685726,MAS NICOLAU Enric,SPAIN,DQT,24,"993,12"
54,10006468062,COLBRELLI Sonny,ITALY,TBM,29,993
55,10002444784,SANCHEZ Luis Leon,SPAIN,AST,36,"984,5"
56,10006679543,JUNGELS Bob,LUXEMBOURG,DQT,27,"972,83"
57,10007524756,TEUNS Dylan,BELGIUM,TBM,27,965
58,10006895064,COQUARD Bryan,FRANCE,VCB,27,957
59,10005852821,KWIATKOWSKI Michal,POLAND,INS,29,"951,25"
60,10005391261,VANMARCKE Sep,BELGIUM,EF1,31,"945,83"
61,10007952263,COSNEFROY Benoit,FRANCE,ALM,24,936
62,10007216073,SARREAU Marc,FRANCE,GFC,26,933
63,10003105600,VISCONTI Giovanni,ITALY,NSK,36,931
64,10007518591,FORMOLO Davide,ITALY,BOH,27,"928,5"
65,10014827543,PHILIPSEN Jasper,BELGIUM,UAD,21,906
66,10006883243,HUNDAHL Michael Valgren,DENMARK,TDD,27,905
67,10009392412,VENDRAME Andrea,ITALY,ANS,25,904
68,10005379339,DEGENKOLB John,GERMANY,TFS,30,901
69,10008676632,JANSEN Amund Grøndahl,NORWAY,TJV,25,"895,63"
70,10006467052,DEMARE Arnaud,FRANCE,GFC,28,889
71,10008912563,MASNADA Fausto,ITALY,ANS,26,846
72,10003224828,MARTIN Daniel,IRELAND,UAD,33,840
73,10007914170,VAN ASBROECK Tom,BELGIUM,ICA,29,"821,71"
74,10008706136,JAKOBSEN Fabio,NETHERLANDS,DQT,23,"812,43"
75,10008689564,PEDERSEN Mads,DENMARK,TFS,24,808
76,10002836626,TERPSTRA Niki,NETHERLANDS,TDE,35,801
77,10011144068,HIRSCHI Marc,SWITZERLAND,SUN,21,"795,77"
78,10008686332,MOHORIC Matej,SLOVENIA,TBM,25,766
79,10009850534,HOFSTETTER Hugo,FRANCE,COF,25,760
80,10009709175,CICCONE Giulio,ITALY,TFS,25,755
81,10008198096,LAPORTE Christophe,FRANCE,COF,27,"746,5"
82,10007856677,BARGUIL Warren,FRANCE,PCB,28,734
83,10009366241,DE BONDT Dries,BELGIUM,COC,28,722
84,10055330194,YATES Simon Philip,GREAT BRITAIN,MTS,27,720
85,10007516773,SENECHAL Florian,FRANCE,DQT,26,708
86,10003085994,HERMANS Ben,BELGIUM,ICA,33,"687,83"
87,10003357901,IZAGIRRE INSAUSTI Gorka,SPAIN,AST,32,"685,5"
88,10008658545,GARCIA CORTINA Ivan,SPAIN,TBM,24,676
89,10009728070,VLASOV Aleksandr,RUSSIAN FEDERATION,GAZ,23,"671,43"
90,10007357331,DE BUYST Jasper,BELGIUM,LTS,26,670
91,10007096239,MERLIER Tim,BELGIUM,COC,27,660
92,10005876160,NIZZOLO Giacomo,ITALY,TDD,30,658
93,10008895183,CALMEJANE Lilian,FRANCE,TDE,27,657
94,10014621621,LAMBRECHT Bjorg,BELGIUM,LTS,22,"649,29"
95,10009163753,MADOUAS Valentin,FRANCE,GFC,23,642
96,10007935085,NEILANDS Krists,LATVIA,ICA,25,641
97,10009197301,BALKAN Onur,TURKEY,SBB,23,635
98,10006919215,KEUKELEIRE Jens,BELGIUM,LTS,31,635
99,10007609228,BILBAO LOPEZ DE ARMENTIA Peio,SPAIN,AST,29,634
100,10008675622,HAVIK Piotr,NETHERLANDS,BRT,25,"616,67"
101,10003308993,MØRKØV Michael,DENMARK,DQT,34,"609,55"
102,10008673501,GEOGHEGAN HART Tao,GREAT BRITAIN,INS,24,600
103,10010087778,DE PLUS Laurens,BELGIUM,TJV,24,"598,28"
104,10009403324,BOL Cees,NETHERLANDS,SUN,24,"598,19"
105,10007753415,MOLARD Rudy,FRANCE,GFC,30,594
106,10006889206,SKUJINS Toms,LATVIA,TFS,28,589
107,10007900026,BOUDAT Thomas,FRANCE,TDE,25,588
108,10008018850,VELASCO Simone,ITALY,NSK,24,580
109,10006467961,SBARAGLI Kristian,ITALY,ICA,29,574
110,10007500710,BONIFAZIO Niccolò,ITALY,TDE,26,573
111,10007128470,PASQUALON Andrea,ITALY,WGG,31,571
112,10008883362,PETERS Nans,FRANCE,ALM,25,566
113,10008681379,LAWLESS Christopher,GREAT BRITAIN,INS,24,548
114,10006737238,PRADES REVERTER Eduard,SPAIN,MOV,32,532
115,10028417041,CIMOLAI Davide,ITALY,ICA,30,531
116,10005501496,ZAKARIN Ilnur,RUSSIAN FEDERATION,TKA,30,"527,62"
117,10050785746,POLANC Jan,SLOVENIA,UAD,27,522
118,10008661777,BALLERINI Davide,ITALY,AST,25,521
119,10009793950,DUNBAR Edward,IRELAND,INS,23,"515,83"
120,10088502578,HAGEN Carl Fredrik,NORWAY,LTS,28,"511,29"
121,10007518692,CONTI Valerio,ITALY,UAD,26,503
122,10007389259,DUMOULIN Tom,NETHERLANDS,SUN,29,"502,57"
123,10009575395,MOSCON Gianni,ITALY,INS,25,"502,25"
124,10009413529,LARSEN Niklas,DENMARK,TCQ,22,"497,33"
125,10010023316,HALVORSEN Kristoffer,NORWAY,INS,23,495
126,10007750381,DE GENDT Aime,BELGIUM,WGG,25,494
