Rank,Name,Team Code,Nationality,Points
1,ProTouch,PRO,SOUTH AFRICA,188
2,SKOL ADRIEN CYCLING ACADEMY,SAC,RWANDA,93
3,BENEDICTION IGNITE,BIG,RWANDA,70
4,GROUPEMENT SPORTIF DES PETROLIERS,GSP,ALGERIA,63
5,BAI SICASAL PETRO DE LUANDA,BSP,ANGOLA,35
6,SIDI ALI PRO CYCLING TEAM,SPT,MOROCCO,13
