Rank,UCI ID,Name,Nationality,Team Code,Age,Points,
392,10004857458,HERRADA Jose,SPAIN,MOV,32,194,
393,10004501891,FRAPPORTI Marco,ITALY,ANS,32,194,
394,10005894752,ROSA Diego,ITALY,SKY,28,194,
395,10003292324,CAVENDISH Mark,GREAT BRITAIN,DDD,32,193,
396,10004434193,SICARD Romain,FRANCE,DEN,29,193,
397,10004592023,PARDINI Olivier,BELGIUM,WVA,32,193,
398,10004497649,CLAEYS Dimitri,BELGIUM,COF,30,192,
399,10006917494,REICHENBACH Sébastien,SWITZERLAND,FDJ,28,192,
400,10002523596,BEPPU Fumiyuki,JAPAN,TFS,34,192,
401,10004779656,KREDER Raymond,NETHERLANDS,RNL,28,191,
402,10009002287,LOOIJ Andre,NETHERLANDS,RNL,22,191,
403,10006875159,GROSU Eduard-Michael,ROMANIA,NIP,25,191,
404,10004599396,KONONENKO Mykhaylo,UKRAINE,KLS,30,191,
405,10006688940,FICARA Pierpaolo,ITALY,AMO,26,190,
406,10007609228,BILBAO LOPEZ DE ARMENTIA Pello,SPAIN,AST,27,189,
407,10009812542,TOLHOEK Antwan,NETHERLANDS,TLJ,23,189,
408,10007522332,GOGL Michael,AUSTRIA,TFS,24,189,
409,10088502578,HAGEN Carl Fredrik,NORWAY,TJI,26,189,
410,10003391748,JANISZEWSKI Sylwester,POLAND,WIB,29,189,
411,10008881948,VAN SCHIP Jan Willem,NETHERLANDS,DCR,23,188,
412,10010991902,CELANO Danilo,ITALY,CJR,28,187,
413,10025297479,DUQUE Leonardo,FRANCE,,37,187,
414,10006641652,REINDERS Elmar,NETHERLANDS,RNL,25,186,
415,10009807488,NAESEN Lawrence,BELGIUM,WVA,25,186,
416,10009850534,HOFSTETTER Hugo,FRANCE,COF,23,186,
417,10004798248,SINKELDAM Ramon,NETHERLANDS,SUN,28,185,
418,10004556253,ARASHIRO Yukiya,JAPAN,TBM,33,185,
419,10004680333,EL FARES Julien,FRANCE,DMP,32,184,
420,10002070023,MUGERLI Matej,SLOVENIA,AMP,36,184,
421,10008693810,SCHACHMANN Maximilian,GERMANY,QST,23,183,
422,10007935085,NEILANDS Krists,LATVIA,ICA,23,183,
423,10010087778,DE PLUS Laurens,BELGIUM,QST,22,182,
424,10006469072,SCHELLING Patrick,SWITZERLAND,VOL,27,182,
425,10006895064,COQUARD Bryan,FRANCE,DEN,25,181,
426,10007743109,GOUGEARD Alexis,FRANCE,ALM,24,181,
427,10007970249,VERVAEKE Louis,BELGIUM,LTS,24,180,
428,10003596559,DELFOSSE Sébastien,BELGIUM,WVA,35,180,
429,10011081424,GROSSSCHARTNER Felix,AUSTRIA,CCC,24,180,
430,10014015975,LAUK Karl Patrick,ESTONIA,,20,180,
431,10005548380,FEILLU Brice,FRANCE,TFO,32,179,
432,10049192825,VILLALOBOS SOLIS Roman Daniel,COSTA RICA,,27,179,
433,10005656801,PALINI Andrea,ITALY,ANS,28,178,5
434,10009351487,NDAYISENGA Valens,RWANDA,TIR,23,178,
435,10010005027,NOPPE Christophe,BELGIUM,SVB,23,178,
436,10006718545,WANG Meiyin,PEOPLE'S REPUBLIC OF CHINA,TBM,29,178,
437,10011134368,SIVAKOV Pavel,RUSSIAN FEDERATION,,20,176,
438,10010971791,TOFFALI Nicola,ITALY,CYC,25,176,
439,10008686938,MRAOUNI Salaheddine,MOROCCO,KWC,25,175,
440,10015278894,SELEMUN Zemenfes,ERITREA,,20,175,
441,10006492314,BERNAS Pawel,POLAND,DSP,27,175,
442,10006914969,VAN POPPEL Danny,NETHERLANDS,SKY,24,174,
443,10005750161,BRAVO OIARBIDE Garikoitz,SPAIN,EUS,28,174,
444,10003473994,AMADOR Andrey,COSTA RICA,MOV,31,174,
445,10006597293,COMBAUD Romain,FRANCE,DMP,26,174,
446,10008659050,SCHLEGEL Michal,CZECH REPUBLIC,CCC,22,173,
447,10009780513,O'CONNOR Ben,AUSTRALIA,DDD,22,172,
448,10007065119,FRANCZAK Pawel,POLAND,,26,172,
449,10007559213,ELISSONDE Kenny,FRANCE,SKY,26,171,
450,10021507510,TORIBIO ALCOLEA Jose Vicente,SPAIN,MTR,32,171,
451,10008694113,SCHMIDT Mads Würtz,DENMARK,KAT,23,170,
452,10007386128,KOROŠEC Rok,SLOVENIA,AMP,24,170,
453,10008610247,NÕMMELA Aksel,ESTONIA,LPC,23,170,
454,10003382149,GIRAUD Benjamin,FRANCE,DMP,31,170,
455,10005827862,BENTA João,PORTUGAL,BOA,31,170,
456,10007771401,LEUNG Chun Wing,HONG KONG, CHINA,HKS,23,170
457,10050678137,RODRIGUEZ AGUILAR Jose,CHILE,,23,170,
458,10005345690,OFFREDO Yoann,FRANCE,WGG,31,169,
459,10005467447,BATTAGLIN Enrico,ITALY,TLJ,28,168,
460,10001426284,SCARPONI Michele,,AST,38,168,
461,10006887687,KOSHEVOY Ilia,BELARUS,WIL,26,166,
462,10008892961,PACHER Quentin,FRANCE,DMP,25,165,
463,10003270500,TYBOR Patrik,SLOVAKIA,DKB,30,165,
464,10014972740,POGAČAR Tadej,SLOVENIA,ROG,19,165,
465,10005991954,SPRENGERS Thomas,BELGIUM,SVB,27,165,
466,10002711940,SANTAROMITA Ivan,ITALY,NIP,33,165,
467,10006061369,STACHOWIAK Adam,POLAND,VOS,28,165,
468,10059186451,RODAS OCHOA Manuel Oseas,GUATEMALA,,33,165,
469,10001481555,BENNATI Daniele,ITALY,MOV,37,164,
470,10005351653,VERMOTE Julien,BELGIUM,QST,28,164,
471,10008856989,VANGSTAD Andreas,NORWAY,TSS,25,164,
472,10007592050,TURGIS Anthony,FRANCE,COF,23,164,
473,10009374830,SVENDGAARD Michael Carbel,DENMARK,TVC,22,164,
474,10005457242,MADRAZO RUIZ Angel,SPAIN,DMP,29,163,
475,10004544937,MATE MARDONES Luis Angel,SPAIN,COF,33,163,
476,10007995814,GESBERT Elie,FRANCE,TFO,22,163,
477,10006481095,JARAMILLO DIEZ Daniel Alexander,COLOMBIA,UHC,26,162,
478,10009433636,POURHASHEMI Hamid,ISLAMIC REPUBLIC OF IRAN,TST,27,161,
479,10006879203,PEREZ Anthony,FRANCE,COF,26,161,
480,10003230888,DUPONT Hubert,FRANCE,ALM,37,160,
481,10006631548,TEUNISSEN Mike,NETHERLANDS,SUN,25,160,
482,10005675692,ASADOV Elchin,AZERBAIJAN,BCP,30,160,
483,10009027852,MINALI Riccardo,ITALY,AST,22,159,
484,10007079061,MANNAERTS Jelle,BELGIUM,TIS,26,159,
485,10005617492,THWAITES Scott,GREAT BRITAIN,DDD,27,159,
486,10003097516,BAGDONAS Gediminas,LITHUANIA,ALM,32,159,
487,10005564043,DE NEGRI Pier Paolo,ITALY,NIP,31,158,
488,10002508543,CLEMENT Stef,NETHERLANDS,TLJ,35,158,
489,10005827559,VILELA Ricardo,PORTUGAL,MZN,30,158,
490,10006569611,BONGIORNO Francesco Manuel,ITALY,,27,158,
491,10008197894,DEL PINO CORROCHANO Jesus,SPAIN,EFP,27,158,
492,10004880191,KENNAUGH Peter,GREAT BRITAIN,SKY,28,157,
493,10007911140,CARDIS Romain,FRANCE,DEN,25,157,
494,10005354582,STEPNIAK Grzegorz,POLAND,WIB,28,157,
495,10011127500,PLANCKAERT Edward,BELGIUM,SVB,22,157,
496,10006675806,HOLLER Nikodemus,GERMANY,BAI,26,156,
497,10008088467,ORAM James,NEW ZEALAND,ONE,24,155,
498,10054862372,SANTORO Antonio,ITALY,MCT,28,155,
499,10009798600,AMEZAWA Takeaki,JAPAN,BLZ,22,155,
500,10008691382,RAILEANU Cristian,REPUBLIC OF MOLDOVA,CCD,24,155,
501,10000991808,REBELLIN Davide,ITALY,KWC,46,154,
502,10002416492,BURGHARDT Marcus,GERMANY,BOH,34,154,
503,10008934791,GRELLIER Fabien,FRANCE,DEN,23,154,
504,10008687544,NOUISRI Ali,TUNISIA,,23,154,
505,10007745634,HILL Benjamin,AUSTRALIA,ATG,27,153,
506,10015314462,HABTOM TEKLE Awet,ERITREA,BAI,19,153,
507,10006889206,SKUJINS Toms,LATVIA,CDT,26,153,
508,10010200744,MIN Kyeongho,KOREA,SCT,21,153,
509,10007514450,KAMP Alexander,DENMARK,TVC,24,153,
510,10006480388,BEVIN Patrick,NEW ZEALAND,CDT,26,152,
511,10003032848,DOCKER Mitchell,AUSTRALIA,ORS,31,152,
512,10005598803,MUCELLI Davide,ITALY,MKT,31,152,
513,10007881737,ORRICO Davide,ITALY,,27,152,
514,10007216275,MANZIN Lorrenzo,FRANCE,FDJ,23,151,
515,10007969744,VALLEE Boris,BELGIUM,TFO,24,151,
516,10010183263,RIVERA SERRANO Kevin,COSTA RICA,ANS,19,151,
517,10005853629,OWSIAN Lukasz,POLAND,CCC,27,150,
518,10006279217,HO Burr,HONG KONG, CHINA,HKS,25,150
519,10007518086,CHIRICO Luca,ITALY,TRK,25,149,
520,10005890712,PORSEV Alexander,RUSSIAN FEDERATION,GAZ,31,148,
521,10003214522,TAARAMÄE Rein,ESTONIA,KAT,30,148,
522,10002941205,GENE Yohann,FRANCE,DEN,36,148,
523,10008653693,HOFSTEDE Lennard,NETHERLANDS,SUN,23,148,
524,10010844681,ARERUYA Joseph,RWANDA,DDC,21,148,
525,10006912646,SWEECK Laurens,BELGIUM,ERC,24,148,
526,10006445834,HUCKER Robbie,AUSTRALIA,IWS,27,147,
527,10006884556,VAN DER LIJKE Nick,NETHERLANDS,RNL,26,147,
528,10008878918,LEGLEY Matthias,BELGIUM,,26,147,
529,10008662383,BATMUNKH Maral-Erdene,MONGOLIA,TSG,23,147,
530,10010094751,SAHBAOUI Soufiane,MOROCCO,VIB,22,146,
531,10008114234,HAGEN Krister,NORWAY,TCO,28,146,
532,10007749876,RICKAERT Jonas,BELGIUM,SVB,23,145,
533,10011129722,VEYHE Torkil,DENMARK,TCQ,27,145,
534,10002724367,CLARKE Jonathan,AUSTRALIA,UHC,33,144,
535,10007527584,LIEPINS Emils,LATVIA,RBR,25,144,
536,10006897892,KASTRANTAS Charalampos,GREECE,DVP,26,144,
537,10007096239,MERLIER Tim,BELGIUM,VWC,25,144,
538,10006547884,FORTIN Filippo,ITALY,TIR,28,143,
539,10006838480,PERNSTEINER Hermann,AUSTRIA,AMP,27,143,
540,10003245945,BÁRTA Jan,CZECH REPUBLIC,BOH,33,142,
541,10003235134,DEGAND Thomas,BELGIUM,WGG,31,142,
542,10075365445,HERKLOTZ Silvio,GERMANY,BOH,23,141,
543,10007584067,JAUREGUI Quentin,FRANCE,ALM,23,141,
544,10008687847,NYCH Artem,RUSSIAN FEDERATION,GAZ,22,141,
545,10008661272,ARSLANOV Ildar,RUSSIAN FEDERATION,GAZ,23,141,
546,10009436262,RAJOVIC Dusan,SERBIA,ADR,20,141,
547,10003078722,CHEREL Mikael,FRANCE,ALM,31,140,
548,10002670817,MONFORT Maxime,BELGIUM,LTS,34,140,
549,10007166866,POURSEYEDIGOLAKHOUR Mirsamad,ISLAMIC REPUBLIC OF IRAN,TST,32,140,
550,10011137806,MONK Cyrus,AUSTRALIA,DPV,21,140,
551,10002879567,JELLOUL Adil,MOROCCO,SKD,35,139,5
552,10003226747,JOEÄÄR Gert,ESTONIA,,30,139,
553,10009583883,GHEBREIGZABHIER Amanuel,ERITREA,DDC,23,139,
554,10006467961,SBARAGLI Kristian,ITALY,DDD,27,138,
555,10004727419,JAKIN Alo,ESTONIA,AUB,31,138,
556,10010594404,BURU Temesgen,ETHIOPIA,,23,138,
557,10009647238,SKAARSETH Anders,NORWAY,TJI,22,137,
558,10050087043,SUTHERLAND Rory,AUSTRALIA,MOV,35,137,
559,10004522305,NAZARET Magno,BRAZIL,SOU,31,137,
560,10003333851,RAJABLOU Mohammad,ISLAMIC REPUBLIC OF IRAN,PKY,32,137,
561,10007291754,RIESEBEEK Oscar,NETHERLANDS,RNL,25,136,
562,10007168684,RABITSCH Stephan,AUSTRIA,RSW,26,136,
563,10008197995,YSSAAD Yannis,FRANCE,ADT,24,136,
564,10002082450,KVASINA Matija,CROATIA,RSW,36,136,
565,10005570612,ANTOMARCHI Julien,FRANCE,RLM,33,135,
566,10007633274,NISHIZONO Ryota,JAPAN,BGT,30,135,
567,10009145161,DE BOD Stefan,SOUTH AFRICA,DDC,21,135,
568,10005866662,POLJANSKI Pawel,POLAND,BOH,27,134,
569,10008658545,GARCIA CORTINA Ivan,SPAIN,TBM,22,134,
570,10008008241,TANOVITCHII Nicolae,REPUBLIC OF MOLDOVA,TCT,24,134,
571,10006876876,BRATASHCHUK Andrii,UKRAINE,KLS,25,134,
572,10004563731,ZAMPARELLA Marco,ITALY,AMO,30,134,
573,10006883344,HANSEN Lasse Norman,DENMARK,ABS,25,133,
574,10028417041,CIMOLAI Davide,ITALY,FDJ,28,133,
575,10007452816,DE LA PARTE Victor,SPAIN,MOV,31,132,
576,10004439449,BAUER Jack,NEW ZEALAND,QST,32,132,
577,10003038306,MAES Nikolas,BELGIUM,LTS,31,132,
578,10009363615,FIGUEIREDO Frederico,PORTUGAL,STA,26,132,
579,10011144068,HIRSCHI Marc,SWITZERLAND,,19,132,
580,10094809295,GRIVKO Andriy,UKRAINE,AST,34,131,
581,10003088725,MARQUE PORTO Alejandro,SPAIN,STA,36,131,
582,10008654101,VAN GOETHEM Brian,NETHERLANDS,RNL,26,131,
583,10019889226,TILLER Rasmus,NORWAY,TJI,21,131,
584,10053543475,THURAU Björn,GERMANY,KWC,29,131,
585,10048454413,BOL Jetse,NETHERLANDS,MZN,28,130,
586,10005979830,FONSECA Armindo,FRANCE,TFO,28,130,
587,10007455038,VINHAS Rui,PORTUGAL,W52,31,130,
588,10006564860,SEPULVEDA Eduardo,ARGENTINA,TFO,26,129,
589,10009635417,MANSOURI Islam,ALGERIA,VCS,20,129,
590,10007157570,PREVAR Oleksandr,UKRAINE,KLS,27,129,
591,10002514506,NAVARRO GARCIA Daniel,SPAIN,COF,34,128,
592,10002833188,BOLE Grega,SLOVENIA,TBM,32,128,
593,10006456342,CINK Ondřej,CZECH REPUBLIC,TBM,27,127,
594,10008653895,VAN TRIJP Maarten,NETHERLANDS,MET,24,127,
595,10005350845,SALOMEIN Jarl,BELGIUM,SVB,28,127,
596,10002302722,CUMMINGS Stephen,GREAT BRITAIN,DDD,36,127,
597,10011972309,MARENGO Umberto,ITALY,,25,126,
598,10009765860,WILSLY Jonas,DENMARK,RIW,21,126,
599,10008696840,TANFIELD Harry,GREAT BRITAIN,BIK,23,126,
600,10009334717,WELTEN Bram,NETHERLANDS,,20,125,
601,10010090307,CRAS Steff,BELGIUM,,21,125,
602,10003103071,CHAMORRO PAIVA Francisco Ramon,ARGENTINA,SOU,36,125,
603,10008906301,PETILLI Simone,ITALY,UAD,24,124,
604,10006837268,STENUIT Robin,BELGIUM,WGG,27,124,
605,10009492139,POWER Rob,AUSTRALIA,ORS,22,124,
606,10008926206,MÜLLER Patrick,SWITZERLAND,,21,124,
607,10003209973,ANTON HERNANDEZ Igor,SPAIN,DDD,34,124,
608,10014276865,VANHOUCKE Harm,BELGIUM,,20,124,
609,10001655448,CUNEGO Damiano,ITALY,NIP,36,123,
610,10010199835,PEÁK Barnabás,HUNGARY,,19,123,
611,10005891217,MINNAARD Marco,NETHERLANDS,WGG,28,122,
612,10007523342,TUREK Daniel,CZECH REPUBLIC,ICA,24,122,
613,10002858046,KOMAR Mateusz,POLAND,VOS,32,122,
614,10008705025,EVTUSHENKO Alexander,RUSSIAN FEDERATION,LOK,24,122,
615,10005968312,CHRISTIE Jason,NEW ZEALAND,TSC,27,121,
616,10008199817,CORBEL Erwann,FRANCE,TFO,26,121,
617,10010585512,HAILU HADEGE Yonatan,ERITREA,STF,23,121,
618,10003272015,GASTAUER Ben,LUXEMBOURG,ALM,30,120,
619,10008032287,KOCH Jonas,GERMANY,CCC,24,120,
620,10011124971,FEATONBY Jesse,AUSTRALIA,DPV,30,120,
621,10003243723,VORGANOV Eduard,RUSSIAN FEDERATION,MCC,35,120,
622,10010169321,REYES ORTEGA Aldemar,COLOMBIA,MZN,22,120,
623,10007597306,MORTON Lachlan,AUSTRALIA,DDD,25,120,
624,10009166379,KANEPEJS Deins,LATVIA,RBR,22,120,
625,10006000240,HOULE Hugo,CANADA,ALM,27,119,
626,10004656990,HATANAKA Yusuke,JAPAN,UKO,32,119,
627,10014877760,STANNARD Robert,AUSTRALIA,MTS,19,119,
628,10009788189,TIZZA Marco,ITALY,GME,25,119,
629,10008669760,DIBBEN Jonathan,GREAT BRITAIN,SKY,23,118,
630,10006002967,ROSSKOPF Joseph,UNITED STATES OF AMERICA,BMC,28,118,
631,10002626862,NAPOLITANO Danilo,ITALY,WGG,36,118,
632,10006060258,CASIMIRO Henrique,PORTUGAL,EFP,31,118,
633,10004703672,ZEITS Andrey,KAZAKHSTAN,AST,31,118,
634,10015092372,MCNULTY Brandon,UNITED STATES OF AMERICA,RLY,19,118,
635,10054655945,MANCEBO PEREZ Francisco,SPAIN,CYN,41,117,5
636,10005750262,GRADEK Kamil,POLAND,ONE,27,117,
637,10016223232,DE LAAT Jasper,NETHERLANDS,MET,23,116,
638,10007179903,MEIJERS Jeroen,NETHERLANDS,RNL,24,116,
639,10051617118,MA Guangtong,PEOPLE'S REPUBLIC OF CHINA,HEN,22,116,
640,10006879708,DAL-CIN Matteo,CANADA,RLY,26,116,
641,10002751346,FERRARI Roberto,ITALY,UAD,34,116,
642,10006142811,FERNANDEZ CRUZ Delio,SPAIN,DMP,31,116,
643,10007803733,KOLAHDOZ HAGH Amir,ISLAMIC REPUBLIC OF IRAN,PKY,24,116,
644,10006875563,BYSTRØM Sven Erik,NORWAY,KAT,25,115,
645,10008826778,STEWART Thomas,GREAT BRITAIN,ONE,27,115,
646,10004595659,DEMPSTER Zakkari,AUSTRALIA,ICA,30,115,
647,10009048969,GULLEN James,GREAT BRITAIN,JLT,28,115,
648,10003263325,PONZI Simone,ITALY,CCC,30,115,
649,10006587694,FERNANDEZ Ruben,SPAIN,MOV,26,114,
650,10003032949,CLARKE Simon,AUSTRALIA,CDT,31,114,
651,10006467860,BARBIN Enrico,ITALY,BRD,27,114,
652,10001297457,HAYMAN Mathew,AUSTRALIA,ORS,39,114,
653,10001130335,ZUBELDIA AGIRRE Haimar,SPAIN,TFS,40,114,
654,10007898309,SHUMOV Nikolai,BELARUS,,23,114,
655,10050033691,RØNNING VINTHER Troels,DENMARK,RIW,30,114,
656,10003078924,DI GREGORIO Remy,FRANCE,DMP,32,113,
657,10009690987,PAREDES ZAPATA Wilmar Andres,COLOMBIA,MZN,21,113,
658,10010081718,BAILLIFARD Valentin,SWITZERLAND,TRA,24,113,
659,10001354748,PELLIZOTTI Franco,ITALY,TBM,39,112,
660,10003322939,VAN POPPEL Boy,NETHERLANDS,TFS,29,112,
661,10007252045,DANIEL Maxime,FRANCE,TFO,26,112,
662,10009765254,BROZYNA Piotr,POLAND,CCC,22,112,
663,10006875664,HOEM Bjørn Tore,NORWAY,TJI,26,112,
664,10006916282,BETANCUR Carlos,COLOMBIA,MOV,28,112,
665,10003042043,KONSTANTINOV Radoslav,BULGARIA,JLC,34,112,
666,10006876977,GOLOVASH Oleksandr,UKRAINE,MCC,26,111,25
667,10006189186,ROE Timothy,AUSTRALIA,IWS,28,111,
668,10006363685,DYBALL Benjamin,AUSTRALIA,STG,28,111,
669,10007132716,PARRINELLO Antonio,ITALY,GME,29,111,
670,10006518986,HASNAOUI Meher,TUNISIA,SKD,28,111,
671,10004828459,GRUZDEV Dmitriy,KAZAKHSTAN,AST,31,110,
672,10003037494,CIESLIK Pawel,POLAND,ELA,31,110,
673,10003092765,CATALDO Dario,ITALY,AST,32,109,
674,10009966530,KNOX James,GREAT BRITAIN,WGN,22,109,
675,10006617000,MAINARD Jérôme,FRANCE,ADT,31,109,
676,10006392381,LAGAB Azzedine,ALGERIA,,31,109,
677,10007202535,TROSINO Mirko,ITALY,WIL,25,109,
678,10002670514,BRESCHEL Matti,DENMARK,AST,33,108,
679,10005354380,STEVENS Timothy,BELGIUM,PSV,28,108,
680,10010094246,ANDERBERG Hampus,SWEDEN,PCW,21,108,
681,10007129278,MALDONADO Ignacio,URUGUAY,,27,108,
682,10002301914,KHALMURATOV Muradjan,UZBEKISTAN,,35,108,
683,10004881508,DOWSETT Alex,GREAT BRITAIN,MOV,29,107,
684,10012748814,DE WITTE Mathias,BELGIUM,CIB,24,107,
685,10074756971,SCHULTZ Nicholas,AUSTRALIA,CJR,23,107,
686,10007907100,CARVALHO António,PORTUGAL,W52,28,106,
687,10007245476,LASTRA MARTINEZ Jonathan,SPAIN,CJR,24,106,
688,10003193304,ISTA Kevyn,BELGIUM,WVA,33,105,
689,10007822729,RUMAC Josip,CROATIA,BCP,23,105,
690,10004509470,BUSATO Matteo,ITALY,WIL,30,105,
691,10088068809,SKJERPING Kristoffer M,NORWAY,TJI,24,105,
692,10010096569,PADUN Mark,UKRAINE,,21,105,
693,10006656406,SAVITCKII Ivan,RUSSIAN FEDERATION,GAZ,25,105,
694,10007223450,DOULL Owain,GREAT BRITAIN,SKY,24,105,
695,10007253661,RAIBAUD Jimmy,FRANCE,ADT,26,104,
696,10007528089,ALEKSIEV Aleksandar,BULGARIA,,25,104,
697,10008653996,BOUWMAN Koen,NETHERLANDS,TLJ,24,104,
698,10008663700,WOOD Oliver,GREAT BRITAIN,WGN,22,103,
699,10007863246,ABELOUACHE Essaid,MOROCCO,,29,103,
700,10011235311,GODON Dorian,FRANCE,COF,21,103,
701,10010771327,THIJSSEN Gerben,BELGIUM,,19,103,
702,10004521291,REZA Kevin,FRANCE,FDJ,29,103,
703,10004444402,ROSSETTO Stéphane,FRANCE,COF,30,103,
704,10009575496,BONNAMOUR Franck,FRANCE,TFO,22,102,
705,10008675925,HOELGAARD Markus,NORWAY,TJI,23,102,
706,10010970478,GAZZARA Michele,ITALY,,27,102,
707,10007744624,PACIONI Luca,ITALY,ANS,24,102,
708,10009402112,GOUAULT Pierre,FRANCE,AUB,24,102,
709,10007295188,BAKKER Dennis,NETHERLANDS,DCR,24,102,
710,10001299174,ROGINA Radoslav,CROATIA,ADR,38,102,
711,10001468421,PAULINHO Sérgio,PORTUGAL,EFP,37,101,
712,10088255634,DEMENTYEV Yehor,UKRAINE,ISD,30,101,
713,10006801296,JONES Brenton,AUSTRALIA,JLT,26,101,
714,10087823376,FERRARI BARCELO Fabricio,URUGUAY,CJR,32,100,
715,10005747535,MAIKIN Roman,RUSSIAN FEDERATION,GAZ,27,99,
716,10011235513,HENNESSY Jacob,GREAT BRITAIN,,21,99,
717,10009637235,NARVAEZ PRADO Jhonatan Manuel,ECUADOR,AHB,20,99,
718,10009974715,CIMA Imerio,ITALY,,20,99,
719,10004589801,SISKEVICIUS Evaldas,LITHUANIA,DMP,29,99,
720,10009505475,ALBANESE Vincenzo,ITALY,BRD,21,99,
721,10008685322,MARINI Nicolas,ITALY,NIP,24,98,
722,10003383159,MARCATO Marco,ITALY,UAD,33,98,
723,10006843534,PIASKOWY Emanuel,POLAND,,26,98,
724,10006067332,BALYKIN Ivan,RUSSIAN FEDERATION,TRK,27,97,
725,10006736127,MALDONADO Anthony,FRANCE,AUB,26,97,
726,10007913665,MANNINEN Matti,FINLAND,FIX,25,97,
727,10005550505,BELDA David,SPAIN,BBH,34,96,
728,10004596871,SUNDERLAND Scott,AUSTRALIA,IWS,29,96,
729,10002310604,VAN HECKE Preben,BELGIUM,SVB,35,96,
730,10003120047,MILAN JIMENEZ Diego,DOMINICAN REPUBLIC,DCT,32,96,
731,10006996613,PRUUS Peeter,ESTONIA,RBR,28,96,
732,10009155972,ERMENAULT Corentin,FRANCE,WGN,21,96,
733,10003998606,NORRIS Lachlan,AUSTRALIA,UHC,30,95,
734,10007809894,SCOTSON Miles,AUSTRALIA,BMC,23,95,
735,10014404985,CONCI Nicola,ITALY,,20,95,
736,10008669053,DE VOS Adam,CANADA,RLY,24,95,
737,10008693204,RODRIGUEZ MARTIN Cristian,SPAIN,WIL,22,95,
738,10006064504,QUAADE Rasmus Christian,DENMARK,TGC,27,95,
739,10011236826,LIVYNS Arjen,BELGIUM,PSV,23,95,
740,10005573541,GARCIA FERNANDEZ Marcos,SPAIN,KIN,31,95,
741,10003192492,MURPHY John,UNITED STATES OF AMERICA,HCR,33,95,
742,10009712108,MARIN SANCHEZ Gabriel,COSTA RICA,,23,95,
743,10006497970,REGUIGUI Youcef,ALGERIA,DDD,27,95,
744,10001354041,DEVOLDER Stijn,BELGIUM,VWC,38,94,
745,10007750381,DE GENDT Aime,BELGIUM,SVB,23,94,
746,10004572724,SAGAN Juraj,SLOVAKIA,BOH,29,94,
747,10008710580,KIM Okcheol,KOREA,SCT,23,94,
748,10006555867,RUBIO HERNANDEZ Diego,SPAIN,CJR,26,94,
749,10009835578,ZHAO Jingbiao,PEOPLE'S REPUBLIC OF CHINA,HEN,22,94,
750,10006895569,ZAKHAROV Artyom,KAZAKHSTAN,AST,26,94,
751,10007158580,SERRY Pieter,BELGIUM,QST,29,93,
752,10011133055,DEWULF Stan,BELGIUM,,20,93,
753,10005875857,JANSSENS Jimmy,BELGIUM,CIB,28,91,
754,10010995841,SUNDERLAND Dylan,AUSTRALIA,NIS,21,91,
755,10008695729,SMITH Dion,NEW ZEALAND,WGG,24,91,
756,10007914170,VAN ASBROECK Tom,BELGIUM,CDT,27,91,
757,10004771976,POLNICKÝ Jirí,CZECH REPUBLIC,ELA,28,91,
758,10006473520,PREIDLER Georg,AUSTRIA,SUN,27,91,
759,10004509268,BENFATTO Marco,ITALY,ANS,29,91,
760,10003367092,MESTRE Ricardo,PORTUGAL,W52,34,91,
761,10015311028,GARRISON Ian,UNITED STATES OF AMERICA,AHB,19,91,
762,10006597495,DE JONGHE Kevin,BELGIUM,CIB,26,90,
763,10007218905,KOZHATAYEV Bakhtiyar,KAZAKHSTAN,AST,25,90,
764,10005495739,TZORTZAKIS Polychronis,GREECE,RTS,28,90,
765,10009197301,BALKAN Onur,TURKEY,,21,90,
766,10005934360,TORRES BARCELO Albert,SPAIN,DCT,27,89,
767,10006060056,HOLLENSTEIN Reto,SWITZERLAND,KAT,32,89,
768,10013582206,TAGLIANI Filippo,ITALY,,22,89,
769,10003263022,OSS Daniel,ITALY,BMC,30,89,
770,10009049575,IVASHKIN Anton,BELARUS,MCC,21,89,
771,10007511117,VOSEKALNS Andris,LATVIA,RBR,25,89,
772,10009148801,OKAMOTO Hayato,JAPAN,AIS,22,89,
773,10005591931,BELMOUKHTAR Abdelkader,ALGERIA,,30,89,
774,10006570318,VAUBOURZEIX Thomas,FRANCE,,28,88,
775,10010973714,JØRGENSEN Mathias,DENMARK,TGC,20,88,
776,10006886879,TXOPERENA MATXIKOTE Beñat,SPAIN,EUS,26,88,
777,10006118761,VAN KESSEL Corne,NETHERLANDS,TFL,26,88,
778,10006884253,MAGNUSSON Kim,SWEDEN,TTB,25,88,
779,10059186552,ESCOBAR LOPEZ Walter Filadelfo,GUATEMALA,,27,88,
780,10007422504,TORRES MUIÑO Pablo,SPAIN,BBH,30,87,
781,10003226141,JANSE VAN RENSBURG Jacques Willem,SOUTH AFRICA,DDD,30,87,
782,10006895367,NIKITIN Matvey,KAZAKHSTAN,TSE,25,87,
783,10006175951,KUZNETSOV Viacheslav,RUSSIAN FEDERATION,KAT,28,87,
784,10006500701,FOMINYKH Daniil,KAZAKHSTAN,AST,26,87,
785,10008700274,VERMEULEN Alexey,UNITED STATES OF AMERICA,TLJ,23,86,
786,10009403223,GERTS Floris,NETHERLANDS,BMC,25,86,
787,10004610514,LUKSEVICS Viesturs,LATVIA,RBR,30,86,
788,10002909980,WYSS Danilo,SWITZERLAND,BMC,32,85,
789,10006280530,SANZ UNZUE Enrique,SPAIN,RAL,28,85,
