Rank;UCI ID;Name;Nationality;Team Code;Age;Points
1;10005760164;PORTE Richie;AUSTRALIA;TFS;35;1733
2;10010982909;HINDLEY Jai;AUSTRALIA;SUN;24;1155
3;10006444521;BENNETT George;NEW ZEALAND;TJV;30;1100
4;10006291947;MATTHEWS Michael;AUSTRALIA;SUN;30;1022
5;10007809490;EWAN Caleb;AUSTRALIA;LTS;26;971
6;10005889193;DENNIS Rohan;AUSTRALIA;IGD;30;550
7;10008695729;SMITH Dion;NEW ZEALAND;MTS;27;491
8;10007834247;HAIG Jack;AUSTRALIA;MTS;27;435
9;10003032949;CLARKE Simon;AUSTRALIA;EF1;34;308
10;10006720161;HOWSON Damien;AUSTRALIA;MTS;28;294
11;10014877760;STANNARD Robert;AUSTRALIA;MTS;22;254
12;10009497593;HAMILTON Lucas;AUSTRALIA;MTS;24;251
13;10011137907;CULEY Marcus;AUSTRALIA;TSC;27;210
14;10009780513;O'CONNOR Ben;AUSTRALIA;NTT;25;197
15;10050937512;EWART Jesse;IRELAND;TSC;26;192
16;10005506651;ARCHBOLD Shane;NEW ZEALAND;DQT;31;175
17;10006874553;MC CARTHY Jay;AUSTRALIA;BOH;28;164
18;10009080594;CAVANAGH Ryan;AUSTRALIA;STG;25;157
19;10015536552;WHITE Nicholas;AUSTRALIA;BLN;23;152
20;10005768248;HAAS Nathan;AUSTRALIA;COF;31;151
21;10006291240;DURBRIDGE Luke;AUSTRALIA;MTS;29;148
22;10015606674;BERWICK Sebastian;AUSTRALIA;STG;21;123
23;10009492139;POWER Rob;AUSTRALIA;SUN;25;119
24;10011168320;GROVES Kaden;AUSTRALIA;MTS;22;114
25;10004595558;MEYER Cameron;AUSTRALIA;MTS;32;110
26;10010203572;STORER Michael;AUSTRALIA;SUN;23;102,71
27;10004439449;BAUER Jack;NEW ZEALAND;MTS;35;99
28;10004405501;GATE Aaron;NEW ZEALAND;BSC;30;90
29;10007809995;KENNETT Dylan;NEW ZEALAND;STG;26;88
30;10007809692;MCCORMICK Hayden;NEW ZEALAND;BSC;26;85
31;10074756971;SCHULTZ Nicholas;AUSTRALIA;MTS;26;82
32;10011146900;DRIZNERS Jarrad;AUSTRALIA;HBA;21;76
33;10011087686;HAMILTON Christopher;AUSTRALIA;SUN;25;73
34;10010996043;HARPER Chris;AUSTRALIA;TJV;26;70
35;10002711435;HAUSSLER Heinrich;AUSTRALIA;TBM;36;70
36;10014868969;VINE Jay;AUSTRALIA;NER;25;53
37;10021860144;BOND Hamish;NEW ZEALAND;;34;50
38;10006383893;VINK Michael;NEW ZEALAND;STG;29;50
39;10013683953;FIELD Rylee;AUSTRALIA;BLN;26;48
40;10008088467;ORAM James;NEW ZEALAND;BSC;27;41
41;10021742431;JONES Ollie;NEW ZEALAND;;24;40
42;10009139303;MUDGWAY Luke;NEW ZEALAND;BSC;24;38
43;10011128712;MOREY Drew;AUSTRALIA;TSG;24;36
44;10055221474;PLAPP Lucas;AUSTRALIA;;20;35
45;10011168623;SWEENY Harrison;AUSTRALIA;;22;33
46;10006480388;BEVIN Patrick;NEW ZEALAND;CCC;29;33
47;10021708378;FISHER-BLACK Finn;NEW ZEALAND;JVD;19;32
48;10006801296;JONES Brenton;AUSTRALIA;DHB;29;30
49;10010957748;VOLKERS Samuel;AUSTRALIA;MPC;28;30
50;10010794161;YATES Joel;NEW ZEALAND;STG;23;30
51;10006291442;HEPBURN Michael;AUSTRALIA;MTS;29;30
52;10055222282;PORTER Rudy;AUSTRALIA;;20;30
53;10007745634;HILL Benjamin;AUSTRALIA;BLN;30;30
54;10072878811;JONES Taj;AUSTRALIA;ACA;20;30
55;10023664445;STRONG Corbin;NEW ZEALAND;SEG;20;26
56;10015604957;CHRISTIE-JOHNSTON Alastair;AUSTRALIA;BLN;22;25
57;10055223191;WALTERS Bailey;AUSTRALIA;MPC;21;25
58;10022161652;PITHIE Campbell;NEW ZEALAND;;21;20
59;10009778691;GRIFFIN Logan;NEW ZEALAND;;25;20
60;10046251200;WHELAN James;AUSTRALIA;EF1;24;19
61;10010794060;BROWN Connor;NEW ZEALAND;NPC;22;18
62;10005968312;CHRISTIE Jason;NEW ZEALAND;AIS;30;18
63;10015605866;DUYVESTEYN Kees;NEW ZEALAND;BLN;22;18
64;10055348180;PLOWRIGHT Jensen;AUSTRALIA;BLN;20;16
65;10011156701;BATT Ethan;NEW ZEALAND;BSC;22;15
66;10010790828;O'BRIEN Kelland;AUSTRALIA;;22;15
67;10055344241;LINDORFF Tyler;AUSTRALIA;BLN;20;15
68;10007809894;SCOTSON Miles;AUSTRALIA;GFC;26;15
69;10005968615;SCULLY Tom;NEW ZEALAND;EF1;30;15
70;10055222888;QUICK Blake;AUSTRALIA;STG;20;14
71;10055222080;TURNBULL Carter;AUSTRALIA;;20;13
72;10055223801;SCHULTZ Elliot;AUSTRALIA;MPC;20;13
73;10006445834;HUCKER Robbie;AUSTRALIA;UKO;30;13
74;10054377978;CURRIE Logan;NEW ZEALAND;;19;10
75;10010128905;WRIGHT Paul;NEW ZEALAND;;22;10
76;10007229817;EDMONDSON Alexander;AUSTRALIA;MTS;27;10
77;10010750917;STEWART Campbell;NEW ZEALAND;;22;7
77;10055346766;RICE Matthew;AUSTRALIA;ACA;20;7
79;10022008573;SCOTT Ari;NEW ZEALAND;BSC;19;6
80;10010995841;SUNDERLAND Dylan;AUSTRALIA;NTT;24;6
81;10010782340;BOLTON Thomas;AUSTRALIA;OLI;22;5
82;10072871333;NIQUET-OLDEN Bentley;AUSTRALIA;NER;22;5
83;10006832218;JOHNSTON Brendan;AUSTRALIA;;29;5
84;10015011742;FOUCHE James;NEW ZEALAND;HBA;22;5
85;10003032848;DOCKER Mitchell;AUSTRALIA;EF1;34;5
86;10009971176;TOOVEY Ayden;AUSTRALIA;BLN;25;5
87;10046251196;MAWDITT Lionel;AUSTRALIA;;25;4
88;10004595962;O'BRIEN Mark;AUSTRALIA;;33;4
89;10021798308;HORNBLOW Keegan;NEW ZEALAND;;19;3
90;10003726396;HADEN Glenn;NEW ZEALAND;;37;3
91;10005568285;WILLIAMSON James;NEW ZEALAND;;31;3
92;10072875272;VILLANI Jordan;AUSTRALIA;;24;3
93;10008997237;CLARK Boris;NEW ZEALAND;CMI;25;3
94;10014070337;HILL Samuel;AUSTRALIA;BLN;25;3
95;10009992192;JENNER Samuel;AUSTRALIA;BLN;23;3
96;10007597306;MORTON Lachlan;AUSTRALIA;EF1;28;3
97;10008995015;ZENOVICH Mathew;NEW ZEALAND;STG;26;3
98;10008611560;GAZE Samuel;NEW ZEALAND;AFC;25;3
98;10009117778;KERGOZOU Nicholas;NEW ZEALAND;;24;3
100;10014260293;MARRYATT Jake;NEW ZEALAND;;24;1
101;10055224003;JOHNSON Zachary;AUSTRALIA;;20;1
102;10005986294;FREIBERG Michael;AUSTRALIA;ACA;30;1
103;10051238919;FULLER Ioan;NEW ZEALAND;;23;1
104;10015605159;WHITE Calan;AUSTRALIA;;21;1
105;10021875706;BIDWELL Andrew;NEW ZEALAND;;20;1
106;10021768804;LANE Josh;NEW ZEALAND;;19;1
107;10013551486;CARMAN Ben;AUSTRALIA;NER;25;1
108;10022071625;THOMPSON Reuben;NEW ZEALAND;;19;1
109;10014249684;HEANEY Alex;NEW ZEALAND;STG;26;1
