Rank,UCI ID,Name,Nationality,Team Code,Age,Points
1,10003222404,ROJAS VILLEGAS Juan Carlos,COSTA RICA,,33,240
2,10001457307,SEVILLA RIVERA Oscar Miguel,SPAIN,,38,"205,6"
3,10003212094,KOCJAN Jure,SLOVENIA,SSC,30,191
4,10006570924,REIJNEN Kiel,UNITED STATES OF AMERICA,UHC,28,158
5,10003246955,GUAMA Bayron,ECUADOR,ECU,29,145
6,10005497052,TVETCOV Serghei,ROMANIA,JBC,26,137
7,10006002967,ROSSKOPF Joseph,UNITED STATES OF AMERICA,HSD,25,127
8,10027697524,SALINAS DUQUE Jhonathan,BOLIVARIAN REPUBLIC OF VENEZUELA,,24,"123,67"
9,10006264261,GALVIZ Carlos,BOLIVARIAN REPUBLIC OF VENEZUELA,AND,26,116
10,10003127323,BRITTON Robert,CANADA,SSC,30,96
11,10005865652,JONES Carter,UNITED STATES OF AMERICA,OPM,25,94
12,10002777113,MURILLO ORTIZ Juan Engelberth,BOLIVARIAN REPUBLIC OF VENEZUELA,,32,94
13,10006889206,SKUJINS Toms,LATVIA,HSD,23,88
14,10005424708,CANO ARDILA Alex Norberto,COLOMBIA,,31,82
15,10007701073,YOUNG Eric,UNITED STATES OF AMERICA,OPM,25,82
16,10002755487,COTUMBA COA Juan,BOLIVIA,,34,81
17,10005765420,MANARELLI Carlos Alexandre,BRAZIL,FUN,25,80
18,10008656828,GAVIRIA RENDON Fernando,COLOMBIA,,20,80
19,10003421555,ANDERSON Ryan,CANADA,OPM,27,79
20,10002296052,NAVA CARVAJAL John Alberto,BOLIVARIAN REPUBLIC OF VENEZUELA,,36,78
21,10006837571,VILLEGAS CARDONA Juan Pablo,COLOMBIA,CO4,27,75
22,10004522305,NAZARET Magno,BRAZIL,FUN,28,74
23,10008856888,MCCABE Travis,UNITED STATES OF AMERICA,SSC,25,72
24,10005876766,BRICENO Jimmi,BOLIVARIAN REPUBLIC OF VENEZUELA,,28,72
25,10008656626,MORENO HERNANDEZ Salvador,COLOMBIA,,23,"70,67"
26,10008856787,MARCOTTE Eric,UNITED STATES OF AMERICA,SSC,34,68
27,10006264160,CAMARGO Jonathan,BOLIVARIAN REPUBLIC OF VENEZUELA,,26,66
28,10003034666,SUAREZ SUAREZ Juan Pablo,COLOMBIA,,29,"64,6"
29,10007634183,SOLIZ VILCA Oscar,BOLIVIA,,29,64
30,10003386290,BELL Zachary,CANADA,SSC,32,61
31,10002726488,ROTH Ryan,CANADA,SPC,31,61
32,10001472259,GIACINTI Jorge Alberto,ARGENTINA,SLS,40,"60,67"
33,10002897856,ANTHONY Jesse,UNITED STATES OF AMERICA,OPM,29,60
34,10050678137,RODRIGUEZ AGUILAR Jose,CHILE,,20,59
35,10007124935,GONZÁLEZ Josué,COSTA RICA,,26,58
36,10003246652,NAVARRETE Segundo,ECUADOR,ECU,29,58
37,10005326391,CORREIA DINIZ Alex,BRAZIL,FUN,29,58
38,10007863448,QUEVEDO CHINCHILLA Xavier Antonio,BOLIVARIAN REPUBLIC OF VENEZUELA,,23,57
39,10061385523,SÁNCHEZ Edwin,COLOMBIA,,31,57
40,10006879910,NAUD Pierrick,CANADA,GQC,23,57
41,10006399455,GODOY CENTENO Sergio,ARGENTINA,SLS,26,"56,67"
42,10007497777,RAMIREZ CHACON Brayan Stiven,COLOMBIA,,22,56
43,10061674604,ROJAS VILLEGAS Cesar Andres,COSTA RICA,,26,55
44,10005861612,PANIZO Gregolry,BRAZIL,DAT,29,55
45,10007520514,ZEPUNTKE Ruben,GERMANY,BDT,21,54
46,10006481095,JARAMILLO DIEZ Daniel Alexander,COLOMBIA,JSH,23,54
47,10006284368,CAMACHO BERNAL Julio Alexis,COLOMBIA,,24,"53,4"
48,10005975483,DIAZ Daniel,ARGENTINA,SLS,25,"52,67"
49,10002652225,ALCOLEA Arnold,CUBA,,32,52
50,10006239710,RAMIREZ BERNAL Jaime,COLOMBIA,,25,51
51,10002480352,ALMONACID Patricio,CHILE,,35,51
52,10007129985,HERRERA MORENO Pedro Antonio,COLOMBIA,,28,50
53,10005453808,SANCHEZ GUARIN Oscar Eduardo,COLOMBIA,,29,50
54,10009360783,CONTRERAS PINZON Rodrigo,COLOMBIA,,20,"49,67"
55,10002931303,MONIER Damien,FRANCE,BGT,32,49
56,10008907109,LAWRENCE Shannon,BERMUDA,,37,48
57,10007923062,CARIAS CASTRO Rafael Antonio,EL SALVADOR,,23,48
58,10014541492,ARANA Nissan Edgar,BELIZE,,27,48
59,10008954393,JIATZ Nervin,GUATEMALA,,22,48
60,10006877987,AYAZBAYEV Maxat,KAZAKHSTAN,AS2,22,48
61,10003247359,MACHADO Tiago,PORTUGAL,TNE,29,48
62,10004658004,CAMARGO FLECHAS Luis Fernando,COLOMBIA,,37,"44,4"
63,10008695729,SMITH Dion,NEW ZEALAND,HSD,21,43
64,10002689308,SARABIA DIAZ Ignacio,MEXICO,,31,42
65,10007728153,ZURITA FERRUFINO Gilver,BOLIVIA,,28,41
66,10006059147,PACHON MELO Oscar Mauricio,COLOMBIA,,27,40
67,10007634082,UREÑA OROCU Fernando Xavier,PANAMA,,31,40
68,10008852545,PRESTES GARNERO Antonio Fernando,BRAZIL,FUN,31,40
69,10003054268,ONEIL Samuels,JAMAICA,,31,40
69,10007128773,ORTEGA Efren,PUERTO RICO,IPC,26,40
71,10005406722,GROBENSTIEG Heiko,PARAGUAY,,39,40
72,10061443824,CHAVARRÍA Joseph,COSTA RICA,,22,40
73,10006260019,VEGA SOLANO Jose Andres,COSTA RICA,,27,40
74,10062436355,RAABE MENDEZ Henry Esteban,COSTA RICA,,31,39
75,10001107194,CARDENAS RAVELO Félix Rafael,COLOMBIA,,42,39
76,10002951107,COLORADO HERNANDEZ Francisco Jarley,COLOMBIA,,34,38
77,10002920993,MACHADO PEREZ Honorio Rafael,BOLIVARIAN REPUBLIC OF VENEZUELA,,32,38
78,10004665579,RUBIANO CHAVEZ Miguel Angel,COLOMBIA,COL,30,38
79,10009698869,CUASQUER Klever,ECUADOR,,24,37
80,10008877605,VEGA SOLANO Jeison Elias,COSTA RICA,,22,37
