Rank,Name,Team Code,Nationality,Points
1,BOLTON EQUITIES BLACK SPOKE PRO CYCLING,BEB,NEW ZEALAND,"1888,85"
2,TEAM BRIDGELANE,BLN,AUSTRALIA,708
3,ARA PRO RACING SUNSHINE COAST,ACA,AUSTRALIA,365
4,EUROCYCLINGTRIPS PRO CYCLING,ECT,GUAM,"58,17"
5,MITOQ - NZ CYCLING PROJECT,NZP,NEW ZEALAND,39
6,ST GEORGE CONTINENTAL CYCLING TEAM,STG,AUSTRALIA,36
7,GLOBAL 6 CYCLING,GLC,NEW ZEALAND,24
8,NERO CONTINENTAL,NER,AUSTRALIA,9
