Rank,UCI ID,Name,Nationality,Team Code,Age,Points
1,10014972740,POGAČAR Tadej,SLOVENIA,UAD,24,5131
2,10007585986,VAN AERT Wout,BELGIUM,TJV,28,4525
3,10058736615,EVENEPOEL Remco,BELGIUM,QST,22,"4402,5"
4,10011208231,VINGEGAARD Jonas,DENMARK,TJV,26,3154
5,10009728070,VLASOV Aleksandr,RUSSIAN FEDERATION,BOH,26,2484
6,10049023578,DE LIE Arnaud,BELGIUM,LTS,20,2268
7,10007499494,KÜNG Stefan,SWITZERLAND,GFC,29,2180
8,10003269183,KRISTOFF Alexander,NORWAY,IWG,35,2099
9,10007946203,VAN DER POEL Mathieu,NETHERLANDS,ADC,27,"2003,67"
10,10001457509,VALVERDE Alejandro,SPAIN,MOV,42,1996
11,10006291947,MATTHEWS Michael,AUSTRALIA,BEX,32,"1995,67"
12,10010985535,HIGUITA GARCIA Sergio Andres,COLOMBIA,BOH,25,1992
13,10008198096,LAPORTE Christophe,FRANCE,TJV,30,1968
14,10006467052,DEMARE Arnaud,FRANCE,GFC,31,1931
15,10009226401,MARTINEZ POVEDA Daniel Felipe,COLOMBIA,IGD,26,1920
16,10063820223,GIRMAY Biniam,ERITREA,IWG,22,1875
17,10007609228,BILBAO LOPEZ DE ARMENTIA Peio,SPAIN,TBV,32,1856
18,10007952263,COSNEFROY Benoit,FRANCE,ACT,27,1781
19,10008685726,MAS NICOLAU Enric,SPAIN,MOV,27,1772
20,10008689564,PEDERSEN Mads,DENMARK,TFS,27,1753
21,10009165672,CARAPAZ Richard,ECUADOR,IGD,29,1706
22,10014827543,PHILIPSEN Jasper,BELGIUM,ADC,24,1702
23,10010982909,HINDLEY Jai,AUSTRALIA,BOH,26,1643
24,10008888921,ROGLIČ Primož,SLOVENIA,TJV,33,"1620,5"
25,10041514162,AYUSO PESQUERA Juan,SPAIN,UAD,20,"1605,5"
26,10007059055,YATES Adam,GREAT BRITAIN,IGD,30,1590
27,10007096239,MERLIER Tim,BELGIUM,ADC,30,1533
28,10008686332,MOHORIC Matej,SLOVENIA,TBV,28,1494
29,10042809619,RODRIGUEZ CANO Carlos,SPAIN,IGD,21,1448
30,10006836763,LANDA MEANA Mikel,SPAIN,TBV,33,1350
31,10003253221,THOMAS Geraint,GREAT BRITAIN,IGD,36,1329
32,10007524756,TEUNS Dylan,BELGIUM,IPT,30,1281
33,10009163753,MADOUAS Valentin,FRANCE,GFC,26,1271
33,10010948149,ARENSMAN Thymen,NETHERLANDS,DSM,23,1271
35,10007517076,MARTIN Guillaume,FRANCE,COF,29,1268
36,10007293269,GROENEWEGEN Dylan,NETHERLANDS,BEX,29,1255
37,10009850534,HOFSTETTER Hugo,FRANCE,ARK,28,1217
38,10055330194,YATES Simon Philip,GREAT BRITAIN,BEX,30,"1204,5"
39,10009780513,O'CONNOR Ben,AUSTRALIA,ACT,27,1203
40,10010784057,GONÇALVES ALMEIDA Joao Pedro,PORTUGAL,UAD,24,"1202,5"
41,10010182051,HAYTER Ethan,GREAT BRITAIN,IGD,24,1193
42,10007856677,BARGUIL Warren,FRANCE,ARK,31,1181
43,10006884455,VAN BAARLE Dylan,NETHERLANDS,IGD,30,1166
44,10011235109,GAUDU David,FRANCE,GFC,26,1157
45,10004774202,TRENTIN Matteo,ITALY,UAD,33,1153
46,10008699062,VAN GESTEL Dries,BELGIUM,TEN,28,1143
47,10008706136,JAKOBSEN Fabio,NETHERLANDS,QST,26,1128
48,10009393523,ROTA Lorenzo,ITALY,IWG,27,1121
49,10006491708,BARDET Romain,FRANCE,DSM,32,1113
50,10008814351,POWLESS Neilson,UNITED STATES OF AMERICA,EFE,26,1079
51,10036503306,JENSEN Mattias,DENMARK,TFS,22,1078
52,10022711017,KOOIJ Olav,NETHERLANDS,TJV,21,1073
53,10007524251,MEINTJES Louis,SOUTH AFRICA,IWG,30,1048
54,10007750280,BENOOT Tiesj,BELGIUM,TJV,28,1047
55,10007945189,HERMANS Quinten,BELGIUM,IWG,27,1007
56,10006599519,BENNETT Sam,IRELAND,BOH,32,976
57,10005467952,ULISSI Diego,ITALY,UAD,33,974
58,10008658545,GARCIA CORTINA Ivan,SPAIN,MOV,27,944
59,10010127891,ZINGLE Axel,FRANCE,COF,24,935
60,10011144068,HIRSCHI Marc,SWITZERLAND,UAD,24,931
61,10009763436,LOPEZ MORENO Miguel Angel,COLOMBIA,AST,28,883
62,10015092372,MCNULTY Brandon,UNITED STATES OF AMERICA,UAD,24,"880,5"
63,10005842212,SIMON Julien,FRANCE,TEN,37,880
63,10006738854,QUINTANA Nairo,COLOMBIA,ARK,32,880
65,10005977305,HERRADA Jesus,SPAIN,COF,32,874
66,10014991837,MOZZATO Luca,ITALY,BBK,24,857
67,10008666932,CAPIOT Amaury,BELGIUM,ARK,29,852
68,10010948351,SCHMID Mauro,SWITZERLAND,QST,23,851
69,10009104341,THOMAS Benjamin,FRANCE,COF,27,842
70,10004564337,CARUSO Damiano,ITALY,TBV,35,834
71,10004451371,VAN AVERMAET Greg,BELGIUM,ACT,37,826
72,10005513119,MOLLEMA Bauke,NETHERLANDS,TFS,36,"813,67"
73,10007890730,CONSONNI Simone,ITALY,COF,28,813
74,10015601220,LOUVEL Matis,FRANCE,ARK,23,809
75,10006453110,WELLENS Tim,BELGIUM,LTS,31,791
76,10006914969,VAN POPPEL Danny,NETHERLANDS,BOH,29,775
76,10010977552,PIDCOCK Thomas,GREAT BRITAIN,IGD,23,775
