Rank,Name,Team Code,Nationality,Points
1,HUON SALMON - GENESYS WEALTH ADVISERS,HGP,AUSTRALIA,209
2,TEAM BUDGET FORKLIFTS,BFL,AUSTRALIA,81
3,DRAPAC CYCLING,DPC,AUSTRALIA,79
4,BISSELL CYCLING,BPC,UNITED STATES OF AMERICA,30
5,,,,16
6,OCBC SINGAPORE CONTINENTAL CYCLING TEAM,TSI,SINGAPORE,15
7,,,,15
8,TEAM NETAPP - ENDURA,TNE,GERMANY,8
9,THÜRINGER ENERGIE TEAM,TET,GERMANY,2
9,CHAMPION SYSTEM PRO CYCLING TEAM,CSS,PEOPLE'S REPUBLIC OF CHINA,2
