Rank,UCI ID,Name,Nationality,Team Code,Age,Points
1,10006877886,LUTSENKO Alexey,KAZAKHSTAN,AST,28,531
2,10036104491,FEDOROV Yevgeniy,KAZAKHSTAN,VAM,20,221
3,10007947516,NAKANE Hideto,JAPAN,NDP,30,147
4,10052265095,SIRIRONNACHAI Sarawut,THAILAND,TCC,28,146
5,10008147576,FEDOSSEYEV Artur,KAZAKHSTAN,,26,136
6,10016193930,CHAIYASOMBAT Thanakhan,THAILAND,TCC,21,124
7,10036106010,PRONSKIY Daniil,KAZAKHSTAN,VAM,20,116
8,10006878189,DAVIDENOK Ilya,KAZAKHSTAN,,28,114
9,10006013778,CHAWCHIANGKWANG Peerapol,THAILAND,TCC,34,95
10,10002301914,KHALMURATOV Muradjan,UZBEKISTAN,,38,75
11,10016126838,SUGARMAA Ayush-Ochir,MONGOLIA,,21,75
12,10060881325,LYU Xianjing,PEOPLE'S REPUBLIC OF CHINA,HEN,22,70
13,10008662383,BATMUNKH Maral-Erdene,MONGOLIA,TSG,26,69
14,10006895367,NIKITIN Matvey,KAZAKHSTAN,VAM,28,69
15,10005601429,FENG Chun Kai,CHINESE TAIPEI,TBM,32,68
16,10004556960,MASUDA Nariyuki,JAPAN,BLZ,37,61
17,10004556253,ARASHIRO Yukiya,JAPAN,TBM,36,61
18,10085582575,ALJALHAM Marwan,QATAR,,30,60
19,10009435353,PHOUNSAVATH Ariya,LAO PEOPLE'S DEMOCRATIC REPUBLIC,,29,59
20,10008683605,LUCHSHENKO Sergey,KAZAKHSTAN,APL,26,59
21,10014871801,MOHD ZARIFF Muhamad Nur Aiman,MALAYSIA,TSC,23,52
22,10009910350,PARK Sanghong,KOREA,LXC,31,50
23,10059714796,ABDUL HALIM Muhammad Shahmir Aiman,MALAYSIA,,20,50
24,10006718545,WANG Meiyin,PEOPLE'S REPUBLIC OF CHINA,HEN,32,50
25,10015974971,PHODINGAM Sakchai,THAILAND,,22,50
26,10010041100,STALNOV Nikita,KAZAKHSTAN,AST,29,50
27,10009173756,SAINBAYAR Jambaljamts,MONGOLIA,,24,47
28,10004874232,SALEH Mohd Harrif,MALAYSIA,TSG,32,47
29,10009976129,FUNG Ka Hoo,"HONG KONG, CHINA",HKS,23,46
30,10086618354,AL-KHATER Abdulla,QATAR,,28,45
31,10005480783,ITO Masakazu,JAPAN,AIS,32,45
32,10014871696,BATSAIKHAN Tegshbayar,MONGOLIA,FCT,22,40
33,10091395909,KLAHAN Chaloemphon,THAILAND,,24,40
34,10015084591,PRONSKIY Vadim,KAZAKHSTAN,AST,22,40
35,10009060285,CAHYADI Aiman,INDONESIA,MLA,27,39
36,10009798495,SUZUKI Ryu,JAPAN,BLZ,28,38
37,10072495558,BATTSENGEL Amartuvshin,MONGOLIA,KCT,19,35
38,10064369382,STENKOVOY Nikita,UZBEKISTAN,,19,35
39,10109454174,WANG Ruidong,PEOPLE'S REPUBLIC OF CHINA,,20,35
40,10014455711,ERDENEBAT Bilguunjargal,MONGOLIA,,23,35
41,10009087365,WATANABE Shotaro,JAPAN,NAS,26,32
42,10036105101,BRUSSENSKIY Gleb,KAZAKHSTAN,VAM,20,31
43,10010754755,ENKHTAIVAN Bolor-Erdene,MONGOLIA,,25,30
44,10009816279,JOO Daeyeong,KOREA,KCT,24,30
45,10079221904,AJIS Muhammad Hakimi,MALAYSIA,TSC,19,30
46,10005476339,UCHIMA Kohei,JAPAN,UKO,32,30
47,10052018050,BOONRATANATHANAKORN Thurakit,THAILAND,TCC,31,30
48,10004703672,ZEITS Andrey,KAZAKHSTAN,MTS,34,30
49,10062325413,ABD RASIM Mohamad Saari Amri,MALAYSIA,TSC,22,28
50,10006406630,CHOE Hyeongmin,KOREA,GIC,30,28
51,10090765409,POURSEYEDI Mirsamad,ISLAMIC REPUBLIC OF IRAN,,35,28
52,10109454073,XUE Ming,PEOPLE'S REPUBLIC OF CHINA,,20,25
53,10014858865,ALRABIE Mostafa,SAUDI ARABIA,,24,25
54,10086617344,AL KHATER Fadhel,QATAR,,30,25
55,10062925601,KLAHAN Noppachai,THAILAND,,20,23
56,10058996087,CARCUEVA Jonel,PHILIPPINES,G4G,25,22
57,10007733308,SANIKWATHI Thanawut,THAILAND,TCC,27,22
58,10084425851,KONGSUK Suranat,THAILAND,,19,21
59,10006521616,BAASANKHUU Myagmarsuren,MONGOLIA,,29,20
60,10064906118,CHOI Sangjin,KOREA,GIC,20,20
61,10062667236,JAAFAR Muhamad Hafizul Asyraf,MALAYSIA,,21,20
62,10086618051,ALAJJI Mubarak,QATAR,,32,20
63,10008001369,GOH Choon Huat,SINGAPORE,TSG,30,20
64,10009154760,OTHMAN Muhamad Afiq Huznie,MALAYSIA,TSG,24,20
65,10008197288,ISHIBASHI Manabu,JAPAN,BGT,28,20
66,10013356476,NGUYEN Hoang Sang,VIETNAM,,27,20
67,10011045048,SAIDOV Ulugbek,UZBEKISTAN,TNN,24,18
68,10086621586,AL-JABBER Abdulrahman Mohamed,QATAR,,31,18
69,10005739148,SUZUKI Yuzuru,JAPAN,BLZ,35,18
70,10010656644,MANO Yuttana,THAILAND,,23,17
71,10006720262,LIU Hao,PEOPLE'S REPUBLIC OF CHINA,XDS,32,16
72,10009976028,SIDDIKOV Dilmurodjon,UZBEKISTAN,,23,15
73,10010200744,MIN Kyeongho,KOREA,SCT,24,15
74,10015564844,MOHD SHUKRI Muhammad Shaiful Adlan,MALAYSIA,TSC,22,15
75,10108089508,ALJABER Mohammed,SAUDI ARABIA,,31,15
76,10010962495,KEUM Kangsan,KOREA,GPC,23,15
77,10010865495,ZAINAL Zulfadli Iswadi,MALAYSIA,,21,15
78,10086002002,MIAO Chengshuo,PEOPLE'S REPUBLIC OF CHINA,HEN,20,15
79,10056071539,HIBATULLAH Jamal,INDONESIA,MLA,23,15
80,10096478810,THEERATEEP Moltree,THAILAND,,19,13
81,10014384373,AZMAN Muhammad Zawawi,MALAYSIA,TSC,26,13
82,10009818101,NATAROV Yuriy,KAZAKHSTAN,AST,24,13
83,10071514545,GROSPE Ismael Jr.,PHILIPPINES,G4G,21,12
84,10008917617,CHOY Hiu Fung,"HONG KONG, CHINA",HKS,24,12
85,10069244038,LIM Chun Kiat,MALAYSIA,,20,11
86,10045957873,EVDOKIMOV Danil,UZBEKISTAN,,20,11
87,10049093195,ZULKIFLIE Nik Mohd Azwan,MALAYSIA,,30,11
88,10011219446,SEMENOV Alexandr,KAZAKHSTAN,VAM,21,11
89,10065290882,FIRDAUS Ahmad Yoga Ilham,INDONESIA,MLA,20,11
90,10006895569,ZAKHAROV Artyom,KAZAKHSTAN,AST,29,11
91,10071364395,KIM Kookhyun,KOREA,KSP,21,10
92,10062644705,BAI Lijun,PEOPLE'S REPUBLIC OF CHINA,NLC,32,10
93,10093037633,ALSULAYMI Ali,SAUDI ARABIA,,27,10
94,10064387469,ZABIROV Damir,UZBEKISTAN,,19,10
95,10089248165,BAT-ORSHIKH Gantumur,MONGOLIA,,24,10
96,10097391418,YUN Jaebin,KOREA,KCT,19,10
97,10098694349,AHMAD TAJUDDIN Ahmad Al Bukhari,MALAYSIA,,22,10
98,10086001901,JIANG He,PEOPLE'S REPUBLIC OF CHINA,HEN,21,10
99,10086621384,ALADAWI Rabay Ghasab,QATAR,,37,10
100,10009148801,OKAMOTO Hayato,JAPAN,AIS,25,10
101,10007792821,LIM Rustom,PHILIPPINES,7RP,27,10
102,10107620268,WAREE Witthawat,THAILAND,,22,9
103,10059716012,WAN BADRULFADLI SHAM Wan Muhammad Hamizan Ifwat,MALAYSIA,TSG,20,8
104,10097382223,YATAN Thanachat,THAILAND,,29,8
105,10015855945,CHZHAN Igor,KAZAKHSTAN,VAM,21,8
106,10009816077,GIDICH Yevgeniy,KAZAKHSTAN,AST,24,8
107,10085020379,JUMCHAT Nattapol,THAILAND,,24,8
108,10009431010,NOVARDIANTO Jamalidin,INDONESIA,MLA,26,8
109,10010653513,GANJKHANLOU Mohammad,ISLAMIC REPUBLIC OF IRAN,,23,7
109,10011035853,QUITA Ronnilan,PHILIPPINES,G4G,25,7
111,10009438484,LIU Jiankun,PEOPLE'S REPUBLIC OF CHINA,,25,6
112,10009161228,LAU Wan Yau Vincent,"HONG KONG, CHINA",HKS,24,6
113,10009840531,VASSILENKOV Roman,KAZAKHSTAN,,24,6
114,10008135149,CHEN Chien Liang,CHINESE TAIPEI,MPC,27,6
115,10054634929,DAVAASAMBUU Erkhes,MONGOLIA,,21,5
116,10036114494,BANG Seonhoe,KOREA,KCT,22,5
117,10054597543,ALIBRAHIM Nasser,SAUDI ARABIA,,31,5
118,10052294094,PAEKRATHOK Warut,THAILAND,,21,5
119,10086626337,AL MESALLAM Nayef,QATAR,,19,5
120,10045957772,ELLI Konstantin,UZBEKISTAN,,20,5
121,10049091276,KIM Euro,KOREA,LXC,21,5
122,10094192943,SAHARUDIN Muhamad Akif Fakhri,MALAYSIA,,19,5
123,10015321132,WU Leping,PEOPLE'S REPUBLIC OF CHINA,NLC,22,5
124,10085582676,AL SUWAIDI Fahad,QATAR,,37,5
125,10014525025,TOBARU Hayato,JAPAN,AIS,23,5
126,10002523596,BEPPU Fumiyuki,JAPAN,NDP,37,5
127,10004455112,SUKPRASART Keerati,THAILAND,,35,5
128,10009161127,CHIU Ho San,"HONG KONG, CHINA",HKS,25,5
129,10006008627,SAHBANA Agung,INDONESIA,KFC,32,4
130,10052265604,LIPHONGYU Navuti,THAILAND,TCC,29,4
131,10009147282,ZAKARIA Akmal Hakim,MALAYSIA,TSC,24,4
132,10006521414,JAMSRAN Ulziibaatar,MONGOLIA,,32,3
133,10072670865,JANG Hun,KOREA,LXC,20,3
134,10064627545,SHAARI Muhammad Yusri,MALAYSIA,,21,3
135,10054594412,JASSAS Ali,SAUDI ARABIA,,33,3
136,10045958075,FOMOVSKIY Aleksey,UZBEKISTAN,,20,3
137,10009814966,JOO Kangeun,KOREA,KCT,24,3
138,10015561915,HAMDAN Wan Abdul Rahman,MALAYSIA,TSG,21,3
139,10086619667,ALDELAIMI Abdulaziz,QATAR,,36,3
140,10010093034,BAT-ERDENE Narankhuu,MONGOLIA,FCT,25,3
