Rank,Name,Team Code,Nationality,Points
1,TEAM BRIDGELANE,BLN,AUSTRALIA,1335
2,ST GEORGE CONTINENTAL CYCLING TEAM,STG,AUSTRALIA,763
3,PRO RACING SUNSHINE COAST,ACA,AUSTRALIA,372
4,OLIVER'S REAL FOOD RACING,OLI,AUSTRALIA,260
5,DRAPAC CANNONDALE HOLISTIC DEVELOPMENT TEAM,DCC,AUSTRALIA,162
6,FUTURO - MAXXIS PRO CYCLING,FMP,AUSTRALIA,5
