Rank,UCI ID,Name,Nationality,Team Code,Age,Points
1,10003114488,VOS Marianne,NETHERLANDS,RBW,25,1666
2,10001170145,ARNDT Judith,GERMANY,GEW,36,"964,5"
3,10002732552,JOHANSSON Emma,SWEDEN,HPU,29,885
4,10006919518,STEVENS Evelyn,UNITED STATES OF AMERICA,SLU,29,825
5,10048318209,NEBEN Amber Leone,UNITED STATES OF AMERICA,SLU,37,574
6,10076870157,TEUTENBERG Ina-Yoko,GERMANY,SLU,38,563
7,10006065514,VAN VLEUTEN Annemiek,NETHERLANDS,RBW,30,558
8,10002059414,WORRACK Trixi,GERMANY,SLU,31,512
9,10003218764,VILLUMSEN Linda,NEW ZEALAND,GEW,27,"451,25"
10,10005688426,OLDS Shelley,UNITED STATES OF AMERICA,LNL,32,"393,75"
11,10002525317,BRONZINI Giorgia,ITALY,DPZ,29,387
12,10004679020,POOLEY Emma,GREAT BRITAIN,LNL,30,"381,5"
13,10002919175,WILD Kirsten,NETHERLANDS,LNL,30,"373,75"
14,10004598891,DEIGNAN Elizabeth,GREAT BRITAIN,LNL,24,365
15,10005972655,VAN DER BREGGEN Anna,NETHERLANDS,SLT,22,"360,67"
16,10007614985,LONGO BORGHINI Elisa,ITALY,HPU,21,340
17,10001441139,ZABELINSKAYA Olga,RUSSIAN FEDERATION,RVL,32,330
18,10006919619,MOOLMAN-PASIO Ashleigh,SOUTH AFRICA,LBL,27,318
19,10003264335,VAN DIJK Ellen,NETHERLANDS,SLU,25,317
20,10003143689,DE VOCHT Liesbet,BELGIUM,RBW,33,317
21,10005492002,AMIALIUSIK Alena,BELARUS,BPK,23,287
22,10002924734,BACCAILLE Monia,ITALY,MCG,28,280
23,10002741545,GUDERZO Tatiana,ITALY,MCG,28,"272,67"
24,10005781584,HOSKING Chloe,AUSTRALIA,SLU,22,262
25,10002084874,CANTELE Noemi,ITALY,BPK,31,258
26,10002827835,VISSER Adrie,NETHERLANDS,SKI,29,"236,5"
27,10001233395,HUGHES Clara,CANADA,SLU,40,232
28,10001168933,KUPFERNAGEL Hanka,GERMANY,RVL,38,"225,25"
29,10007342476,NEYLAN Rachel,AUSTRALIA,NXX,30,221
30,10002697085,FERNANDES SILVA Clemilda,BRAZIL,,33,216
31,10002892301,ARMSTRONG Kristin,UNITED STATES OF AMERICA,EXG,39,212
32,10003272419,NUMAINVILLE Joelle,CANADA,,25,212
33,10003152581,SLAPPENDEL Iris,NETHERLANDS,RBW,27,208
34,10006274567,HOSKINS Melissa,AUSTRALIA,GEW,21,205
35,10007524352,RATTO Rossella,ITALY,GCV,19,200
36,10005894146,GUARNIER Megan,UNITED STATES OF AMERICA,TIB,27,"195,67"
37,10006629831,FERRAND PREVOT Pauline,FRANCE,RBW,20,"191,5"
38,10002057794,GILMORE Rochelle,AUSTRALIA,FHT,31,187
39,10006297708,LAWS Sharon,GREAT BRITAIN,LNL,38,"182,5"
40,10004596770,CROMWELL Tiffany,AUSTRALIA,GEW,24,170
41,10072026322,SMALL Carmen,UNITED STATES OF AMERICA,,32,167
42,10002655154,GARCÍA Evelyn,EL SALVADOR,BPK,30,159
43,10007126551,GILLOW Shara,AUSTRALIA,GEW,25,"152,75"
44,10006605680,BRAND Lucinda,NETHERLANDS,LNL,23,150
45,10004520079,JASINSKA Malgorzata,POLAND,MCG,28,"149,67"
46,10002523701,BECKER Charlotte,GERMANY,SLU,29,149
47,10003268577,ANDRUK Alona,UKRAINE,VAI,25,143
48,10002774281,GUNNEWIJK Loes,NETHERLANDS,GEW,32,135
49,10005966389,ARYS Evelyn,BELGIUM,KLT,22,"132,67"
50,10007199808,SIERRA CANADILLA Arlenis,CUBA,,20,126
51,10003103475,HOUVENAGHEL Wendy,GREAT BRITAIN,,38,124
52,10001343331,GONZALEZ VALDIVIESO Yumari,CUBA,,33,109
53,10005766733,LIU Xin,PEOPLE'S REPUBLIC OF CHINA,GPC,26,106
54,10006579715,BIANNIC Aude,FRANCE,,21,106
55,10002663541,PITEL Edwige,FRANCE,,45,103
56,10006456443,KIRCHMANN Leah,CANADA,,22,102
57,10005763194,ELVIN Gracie,AUSTRALIA,FHT,24,101
58,10005601631,MANEEPHAN Jutatip,THAILAND,,24,100
59,10003294041,LICHTENBERG Claudia,GERMANY,GEW,27,"99,5"
60,10006386422,ROCHA GUERRERO Mayra Del Rocio,MEXICO,,24,98
61,10061416845,MCGRATH Kristin,UNITED STATES OF AMERICA,,30,98
62,10007993083,HALL Lauren,UNITED STATES OF AMERICA,TIB,33,"97,67"
63,10006136646,NA Ahreum,KOREA,,22,97
64,10051701182,FERRIER BRUNEAU Christel,FRANCE,HPU,33,91
65,10006881122,CECCHINI Elena,ITALY,MCG,20,"87,67"
66,10002880476,GONZALEZ GARCIA Angie Sabrina,BOLIVARIAN REPUBLIC OF VENEZUELA,,31,86
67,10006488977,PANKOVA Larisa,RUSSIAN FEDERATION,,21,86
68,10004866653,HSIAO Mei Yu,CHINESE TAIPEI,ATT,27,85
69,10001667875,BRZEZNA-BENTKOWSKA Paulina,POLAND,,31,85
70,10006875866,MOBERG Emilie,NORWAY,HPU,21,"84,25"
71,10001273310,LUPERINI Fabiana,ITALY,FHT,38,83
72,10004779252,PIETERS Amy,NETHERLANDS,SKI,21,"82,25"
73,10005427637,BORGATO Giada,ITALY,DPZ,23,80
74,10003267163,BASTIANELLI Marta,ITALY,MCG,25,76
75,10005669935,MAJERUS Christine,LUXEMBOURG,GSD,25,75
76,10003270601,SPRATT Amanda,AUSTRALIA,GEW,25,74
77,10008652683,DE BAAT Kim,BELGIUM,,21,72
78,10002266346,FERNANDES SILVA Janildes,BRAZIL,,32,72
79,10005886365,GUARISCHI Barbara,ITALY,TOG,22,72
80,10006436336,PAWLOWSKA Katarzyna,POLAND,,23,70
81,10003045174,TREIER Grete,ESTONIA,MIC,35,69
82,10005886466,TAGLIAFERRO Marta,ITALY,MCG,23,"68,67"
