Rank,UCI ID,Name,Nationality,Team Code,Age,Points
1,10005961440,BOUHANNI Nacer,FRANCE,COF,25,721
2,10007079970,THEUNS Edward,BELGIUM,TSV,24,649
3,10004497649,CLAEYS Dimitri,BELGIUM,WIL,28,"524,25"
4,10019821326,BOASSON-HAGEN Edvald,NORWAY,MTN,28,480
5,10004611726,KUMP Marko,SLOVENIA,ADR,27,476
6,10003260190,BUTS Vitaliy,UKRAINE,KLS,29,405
7,10005468760,BILLE Gaetan,BELGIUM,WIL,27,"373,25"
8,10006895064,COQUARD Bryan,FRANCE,EUC,23,373
9,10000991808,REBELLIN Davide,ITALY,CCC,44,368
10,10008888921,ROGLIČ Primož,SLOVENIA,ADR,26,337
11,10006468062,COLBRELLI Sonny,ITALY,BAR,25,333
12,10004443792,PLANCKAERT Baptiste,BELGIUM,RLM,27,"325,5"
13,10003073062,BELLETTI Manuel,ITALY,STH,30,322
14,10007755435,JANS Roy,BELGIUM,WGG,25,317
15,10003306569,POLIVODA Oleksandr,UKRAINE,KLS,28,303
16,10003383159,MARCATO Marco,ITALY,WGG,31,303
17,10009365433,NAESEN Oliver,BELGIUM,TSV,25,299
18,10001296447,FEDRIGO Pierrick,FRANCE,BSE,37,287
19,10007128470,PASQUALON Andrea,ITALY,ROT,27,287
20,10046109336,KRAGH ANDERSEN Søren,DENMARK,TBW,21,"285,67"
21,10006599519,BENNETT Sam,IRELAND,BOA,25,276
22,10058245450,GULDHAMMER Rasmus,DENMARK,CLT,26,276
23,10006564860,SEPULVEDA Eduardo,ARGENTINA,BSE,24,272
24,10006795337,SHALUNOV Evgeny,RUSSIAN FEDERATION,LOK,23,268
25,10007452816,DE LA PARTE Victor,SPAIN,VBG,29,264
26,10002926552,FINETTO Mauro,ITALY,STH,30,"260,5"
27,10084780307,HUTAROVICH Yauheni,BELARUS,BSE,32,256
28,10007631557,MÜHLBERGER Gregor,AUSTRIA,RWS,21,"253,55"
29,10007293269,GROENEWEGEN Dylan,NETHERLANDS,ROP,22,247
30,10006656406,SAVITCKII Ivan,RUSSIAN FEDERATION,RVL,23,246
31,10002921805,KONOVALOVAS Ignatas,LITHUANIA,M13,30,245
32,10008688352,OOMEN Sam,NETHERLANDS,RDT,20,244
33,10003105192,LOUBET Julien,FRANCE,M13,30,244
34,10004887265,TXURRUKA ANSOLA Amets,SPAIN,CJR,33,"243,2"
35,10004032251,PATERSKI Maciej,POLAND,CCC,29,243
36,10007491111,DEMOITIE Antoine,BELGIUM,WBC,25,243
37,10002652528,FIRSANOV Sergei,RUSSIAN FEDERATION,RVL,33,"242,5"
38,10005865753,WALLAYS Jelle,BELGIUM,TSV,26,238
39,10002526428,CESAR VELOSO Gustavo,SPAIN,W52,35,232
40,10006467961,SBARAGLI Kristian,ITALY,MTN,25,"223,8"
41,10007992174,BARBERO Carlos,SPAIN,CJR,24,"222,5"
42,10005747535,MAIKIN Roman,RUSSIAN FEDERATION,RVL,25,"222,25"
43,10004689730,NIKOLAEV Sergei,RUSSIAN FEDERATION,RVL,27,220
44,10004834018,ARIESEN Jacob Willem,NETHERLANDS,MET,27,218
45,10006837268,STENUIT Robin,BELGIUM,,25,215
46,10006492314,BERNAS Pawel,POLAND,AJT,25,"213,5"
47,10002885328,VIGANO Davide,ITALY,IDE,31,213
48,10003263325,PONZI Simone,ITALY,STH,28,212
49,10002629690,GERDEMANN Linus,GERMANY,CLT,33,210
50,10002510563,KAŇKOVSKÝ Alois,CZECH REPUBLIC,WHI,32,208
51,10007508790,ORKEN Ahmet,TURKEY,TRK,22,208
52,10008662282,BAŠKA Erik,SLOVAKIA,AWT,21,204
53,10008906301,PETILLI Simone,ITALY,UNI,22,203
54,10004599396,KONONENKO Mykhaylo,UKRAINE,KLS,28,196
55,10004589700,TRONET Steven,FRANCE,AUB,29,194
56,10006535356,LAENGEN Vegard Stake,NORWAY,TJO,26,"189,5"
57,10007061782,LAMMERTINK Maurits,NETHERLANDS,ROP,25,184
58,10007514450,KAMP Alexander,DENMARK,TCQ,22,183
59,10006737238,PRADES REVERTER Eduard,SPAIN,CJR,28,183
60,10008913371,CAMPENAERTS Victor,BELGIUM,TSV,24,180
61,10007223450,DOULL Owain,GREAT BRITAIN,WGN,22,179
62,10009403223,GERTS Floris,NETHERLANDS,,23,"178,25"
63,10001437907,LEUKEMANS Björn,BELGIUM,WGG,38,177
64,10006142811,FERNANDEZ CRUZ Delio,SPAIN,W52,29,177
65,10008198096,LAPORTE Christophe,FRANCE,COF,23,168
66,10002857743,VACHON Florian,FRANCE,BSE,30,168
67,10004779656,KREDER Raymond,NETHERLANDS,ROP,26,166
68,10004727419,JAKIN Alo,ESTONIA,AUB,29,165
69,10005902230,DUPONT Timothy,BELGIUM,RLM,28,164
70,10003037696,AVERIN Maxim,RUSSIAN FEDERATION,,30,162
71,10004433688,BAUGNIES Jerome,BELGIUM,WGG,28,162
72,10007753415,MOLARD Rudy,FRANCE,COF,26,"157,4"
73,10008018850,VELASCO Simone,ITALY,,20,157
74,10001655448,CUNEGO Damiano,ITALY,NIP,34,157
75,10007062388,PÖSTLBERGER Lukas,AUSTRIA,TIR,23,155
76,10001461145,STEVIĆ Ivan,SERBIA,NAN,35,155
77,10002070023,MUGERLI Matej,SLOVENIA,BCP,34,155
78,10003200475,GAVAZZI Francesco,ITALY,STH,31,155
79,10003245945,BÁRTA Jan,CZECH REPUBLIC,BOA,31,"154,75"
80,10007514652,ANDERSEN Asbjørn,DENMARK,TBW,23,153
81,10004503915,PAPOK Siarhei,BELARUS,MCC,27,149
82,10005457242,MADRAZO RUIZ Angel,SPAIN,CJR,27,"146,7"
83,10007519807,GALTA Fredrik Strand,NORWAY,COH,23,146
84,10007132716,PARRINELLO Antonio,ITALY,AZT,27,146
85,10004592023,PARDINI Olivier,BELGIUM,WIL,30,"144,25"
86,10007519504,HOELGAARD Daniel,NORWAY,TJO,22,143
87,10005874645,DELAPLACE Anthony,FRANCE,BSE,26,143
88,10007991972,FRAILE MATARRANZ Omar,SPAIN,CJR,25,"142,7"
89,10006636602,CALLEEUW Joeri,BELGIUM,WIL,30,"141,25"
90,10004610312,BAJC Andi,SLOVENIA,AMP,27,140
91,10005354582,STEPNIAK Grzegorz,POLAND,CCC,26,140
92,10009575395,MOSCON Gianni,ITALY,,21,139
93,10004615463,FEILLU Romain,FRANCE,BSE,31,139
94,10008199312,BARBIER Rudy,FRANCE,RLM,23,"137,5"
95,10004444402,ROSSETTO Stéphane,FRANCE,COF,28,"134,4"
96,10003596559,DELFOSSE Sébastien,BELGIUM,WBC,33,134
97,10009197301,BALKAN Onur,TURKEY,,19,134
98,10003094684,HIVERT Jonathan,FRANCE,BSE,30,131
99,10001499036,TAMOURIDIS Ioannis,GREECE,BCP,35,130
100,10010087778,DE PLUS Laurens,BELGIUM,,20,130
101,10008671073,EIKING Odd Christian,NORWAY,TJO,21,130
102,10010973613,ARIESEN Tim,NETHERLANDS,CJP,21,129
103,10003180873,HRISTOV Stefan,BULGARIA,,30,128
104,10006486452,TRATNIK Jan,SLOVENIA,AMP,25,127
105,10003260291,KRUOPIS Aidis,LITHUANIA,SKT,29,126
106,10004738533,LAGKUTI Sergiy,UKRAINE,KLS,30,"125,25"
107,10002833188,BOLE Grega,SLOVENIA,CCC,30,125
108,10008942471,LAAS Martin,ESTONIA,,22,124
109,10005506651,ARCHBOLD Shane,NEW ZEALAND,BOA,26,124
110,10001398093,VOECKLER Thomas,FRANCE,EUC,36,124
111,10049906480,JULES Justin,FRANCE,VER,29,124
112,10007065119,FRANCZAK Pawel,POLAND,AJT,24,"123,5"
113,10005484221,BRANDÃO Jóni,PORTUGAL,EFP,26,123
114,10002933222,JEANDESBOZ Fabrice,FRANCE,EUC,31,121
115,10002292012,KOSTYUK Denys,UKRAINE,KLS,33,118
116,10004693568,GATTO Oscar,ITALY,AND,30,118
117,10004508157,VERMEULEN Jeff,NETHERLANDS,CJP,27,117
118,10007524251,MEINTJES Louis,SOUTH AFRICA,MTN,23,"116,8"
119,10005497052,TVETCOV Serghei,ROMANIA,AND,27,"116,5"
120,10008672487,FEDI Andrea,ITALY,STH,24,"116,5"
121,10007592050,TURGIS Anthony,FRANCE,COF,21,116
122,10003245339,MARCZYNSKI Tomasz,POLAND,TRK,31,115
123,10003096001,STROETINGA Wim,NETHERLANDS,PVC,30,115
124,10045463375,WALSCHEID Maximilian Richard,GERMANY,TKG,22,115
125,10004593033,VERMELTFOORT Coen,NETHERLANDS,RIJ,27,"113,5"
126,10004563832,REDA Francesco,ITALY,IDE,33,113
127,10001417190,KUCHYNSKI Aliaksandr,BELARUS,MCC,36,113
128,10007890730,CONSONNI Simone,ITALY,,21,112
129,10003223818,ROLLAND Pierre,FRANCE,EUC,29,112
130,10004590407,VAN STAEYEN Michaël,BELGIUM,COF,27,112
131,10009376850,ZEMLYAKOV Oleg,KAZAKHSTAN,V4E,22,111
132,10007523443,EDMONDSON Joshua,GREAT BRITAIN,SKT,23,110
133,10002934535,MORTENSEN Martin,DENMARK,CLT,31,110
134,10007964589,NIELSEN Nicolai Philip,DENMARK,RIW,22,110
135,10004680333,EL FARES Julien,FRANCE,M13,30,110
136,10009340373,DE MAAR Marc,NETHERLANDS,ROP,31,109
137,10007609228,BILBAO LOPEZ DE ARMENTIA Peio,SPAIN,CJR,25,"108,5"
138,10003037494,CIESLIK Pawel,POLAND,WHI,29,108
139,10006003876,CECCHIN Alberto,ITALY,ROT,26,107
140,10005570612,ANTOMARCHI Julien,FRANCE,RLM,31,107
141,10006412690,SHILOV Sergei,RUSSIAN FEDERATION,LOK,27,107
142,10009492139,POWER Rob,AUSTRALIA,,20,105
143,10004589801,ŠIŠKEVIČIUS Evaldas,LITHUANIA,M13,27,105
144,10005550505,BELDA David,SPAIN,BUR,32,"104,25"
145,10003766917,KHRIPTA Andriy,UKRAINE,KCR,29,104
146,10002302722,CUMMINGS Stephen,GREAT BRITAIN,MTN,34,104
147,10006875159,GROSU Eduard-Michael,ROMANIA,NIP,23,104
148,10011081424,GROSSSCHARTNER Felix,AUSTRIA,RWS,22,"103,8"
149,10008705227,STASH Mamyr,RUSSIAN FEDERATION,RVL,22,"102,67"
150,10003171274,MOL Wouter,NETHERLANDS,RIJ,33,"101,5"
151,10002883712,FANKHAUSER Clemens,AUSTRIA,HAC,30,101
152,10002626862,NAPOLITANO Danilo,ITALY,WGG,34,101
153,10009267524,AKDILEK Ahmet,TURKEY,TRK,27,100
154,10004853014,MEISEN Marcel,GERMANY,,26,99
155,10008699062,VAN GESTEL Dries,BELGIUM,,21,99
156,10008198807,MARTINELLI Davide,ITALY,,22,98
157,10008689564,PEDERSEN Mads,DENMARK,CLT,20,"97,67"
158,10003318188,BIALOBLOCKI Marcin,POLAND,ONE,32,"96,25"
159,10008856989,VANGSTAD Andreas,NORWAY,TSS,23,96
160,10006057935,DE TROYER Tim,BELGIUM,WGG,25,96
161,10005842212,SIMON Julien,FRANCE,COF,30,96
162,10004520382,SOLOMENNIKOV Andrei,RUSSIAN FEDERATION,RVL,28,"95,75"
163,10007096542,VENTURINI Clement,FRANCE,COF,22,"95,4"
164,10006547884,FORTIN Filippo,ITALY,GMC,26,95
165,10005843626,SAMOKHVALOV Anton,RUSSIAN FEDERATION,TIK,29,95
166,10005853730,KULYK Andrii,UKRAINE,KLS,26,"94,25"
167,10005991954,SPRENGERS Thomas,BELGIUM,TSV,25,94
168,10008666932,CAPIOT Amaury,BELGIUM,TSV,22,94
169,10008854565,NARDELLI Stefano,ITALY,UNI,22,92
170,10007966613,LAMMERTINK Steven,NETHERLANDS,SEG,22,91
171,10007859004,ZANOTTI Marco,ITALY,PVC,27,91
172,10007900026,BOUDAT Thomas,FRANCE,EUC,21,91
173,10005678625,OCKELOEN Jasper,NETHERLANDS,PVC,25,91
174,10004666286,CARENE Boris,FRANCE,,30,90
175,10006469375,HIRT Jan,CZECH REPUBLIC,CCC,24,"89,5"
176,10006887283,FOLIFOROV Alexander,RUSSIAN FEDERATION,RVL,23,89
177,10008676935,JENSEN August,NORWAY,COH,24,89
178,10003382149,GIRAUD Benjamin,FRANCE,M13,29,89
179,10002082450,KVASINA Matija,CROATIA,RWS,34,"88,8"
180,10005617492,THWAITES Scott,GREAT BRITAIN,BOA,25,"88,75"
181,10008664508,BOHLI Tom,SWITZERLAND,,21,"87,25"
182,10006503024,AKIRSAN Bekir Baki,TURKEY,TRK,24,87
183,10009593886,GALLEGO RUIZ Alberto,SPAIN,RPB,25,87
184,10075365445,HERKLOTZ Silvio,GERMANY,STG,21,86
185,10006882334,STALLAERT Joeri,BELGIUM,CIB,24,86
