Rank,UCI ID,Name,Nationality,Team Code,Age,Points
1,10009782129,LAKE Sean,AUSTRALIA,AIW,25,340
2,10004880191,KENNAUGH Peter,GREAT BRITAIN,SKY,27,311
3,10004595962,O'BRIEN Mark,AUSTRALIA,AIW,29,213
4,10009642689,CANTY Brendan,AUSTRALIA,DPC,24,200
5,10008695729,SMITH Dion,NEW ZEALAND,ONE,23,155
6,10005504227,HOWARD Leigh,AUSTRALIA,IAM,27,150
7,10010203572,STORER Michael,AUSTRALIA,,19,148
8,10004393676,FROOME Chris,GREAT BRITAIN,SKY,31,144
9,10005504025,BOBRIDGE Jack,AUSTRALIA,TFS,27,131
10,10007500710,BONIFAZIO Niccolò,ITALY,,23,130
11,10005968312,CHRISTIE Jason,NEW ZEALAND,KRD,26,107
12,10002578160,GERRANS Simon,AUSTRALIA,OBE,36,105
13,10003998606,NORRIS Lachlan,AUSTRALIA,DPC,29,103
14,10005768248,HAAS Nathan,AUSTRALIA,DDD,27,100
15,10004609908,LIGTHART Pim,NETHERLANDS,LTS,28,100
16,10006720161,HOWSON Damien,AUSTRALIA,OBE,24,93
17,10010996043,HARPER Chris,AUSTRALIA,,22,88
18,10005608604,COOPER Joseph,NEW ZEALAND,AIW,31,85
19,10006363685,DYBALL Benjamin,AUSTRALIA,,27,73
20,10011137806,MONK Cyrus,AUSTRALIA,,20,70
21,10003236750,SHAW Patrick,AUSTRALIA,AIW,30,70
22,10008088467,ORAM James,NEW ZEALAND,ONE,23,68
23,10010961990,IRVINE Saxon,AUSTRALIA,DSR,30,68
24,10004595558,MEYER Cameron,AUSTRALIA,DDD,28,60
25,10005870605,TCATEVICH Aleksei,RUSSIAN FEDERATION,KAT,27,60
26,10007834247,HAIG Jack,AUSTRALIA,OBE,23,55
27,10002724367,CLARKE Jonathan,AUSTRALIA,UHC,32,53
28,10010004522,CROME Sam,AUSTRALIA,AIW,23,51
29,10006480388,BEVIN Patrick,NEW ZEALAND,CDT,25,50
30,10004563327,SWIFT Ben,GREAT BRITAIN,SKY,29,50
31,10009780513,O'CONNOR Ben,AUSTRALIA,AIW,21,48
32,10006445834,HUCKER Robbie,AUSTRALIA,AIW,26,48
33,10006874654,LANE Patrick,AUSTRALIA,AIW,25,40
34,10007810605,SCHREURS Hamish,NEW ZEALAND,KLC,22,40
35,10002929683,LAMPIER Steve,GREAT BRITAIN,JLT,32,40
36,10005467447,BATTAGLIN Enrico,ITALY,TLJ,27,40
37,10009497694,STEVENSON Oscar,AUSTRALIA,AIW,21,35
38,10006784122,VON HOFF Steele,AUSTRALIA,ONE,29,33
39,10006717232,EVANS Brad,NEW ZEALAND,DPC,24,32
40,10055220060,GILLETT Rhys,AUSTRALIA,,26,31
41,10009972388,SMITH Morgan,NEW ZEALAND,KRD,28,31
42,10005889193,DENNIS Rohan,AUSTRALIA,BMC,26,30
43,10002105890,REID Robin,NEW ZEALAND,,41,30
44,10011087686,HAMILTON Christopher,AUSTRALIA,AIW,21,30
45,10011128712,MOREY Drew,AUSTRALIA,,20,30
46,10007621958,GIACOPPO Anthony,AUSTRALIA,AIW,30,28
47,10010093135,WILLIAMS Stephen,GREAT BRITAIN,JLT,20,26
48,10008001571,SQUILLARI Nicholas,AUSTRALIA,,34,26
49,10007809288,MORGAN Alexander,AUSTRALIA,,22,25
50,10005968615,SCULLY Tom,NEW ZEALAND,DPC,26,25
51,10005760164,PORTE Richie,AUSTRALIA,BMC,31,25
52,10007622968,GUNMAN Taylor Karl,NEW ZEALAND,MGT,25,25
53,10006874553,MC CARTHY Jay,AUSTRALIA,TNK,24,25
54,10006282247,JANSE VAN RENSBURG Reinardt,SOUTH AFRICA,DDD,27,25
