Rank,Name,Team Code,Nationality,Points
1,PROTOUCH,PRO,SOUTH AFRICA,"459,32"
2,SKOL ADRIEN CYCLING ACADEMY,SAC,RWANDA,"156,65"
3,SIDI ALI - KINETIK SPORTS PRO CYCLING TEAM,SKT,MOROCCO,108
4,BENEDICTION IGNITE,BIG,RWANDA,86
