Rank,Name,Team Code,Nationality,Points
1,TABRIZ PETROCHEMICAL TEAM,TPT,ISLAMIC REPUBLIC OF IRAN,813
2,,,,609
3,ASC DUKLA PRAHA,ADP,CZECH REPUBLIC,518
4,SYNERGY BAKU CYCLING PROJECT,BCP,AZERBAIJAN,493
5,CONTINENTAL TEAM ASTANA,AS2,KAZAKHSTAN,425
6,LA POMME MARSEILLE,LPM,FRANCE,346
7,TERENGGANU CYCLING TEAM,TSG,MALAYSIA,333
8,DRAPAC CYCLING,DPC,AUSTRALIA,328
9,RTS-SANTIC RACING TEAM,RTS,CHINESE TAIPEI,291
10,BRIDGESTONE ANCHOR,BGT,JAPAN,256
11,VINI FANTINI - SELLE ITALIA,VIN,ITALY,240
12,TORKU SEKERSPOR,TRK,TURKEY,204
13,AYANDEH CONTINENTAL TEAM,AYA,ISLAMIC REPUBLIC OF IRAN,203
14,HUON SALMON - GENESYS WEALTH ADVISERS,HGP,AUSTRALIA,199
15,BARDIANI VALVOLE - CSF INOX,BAR,ITALY,195
16,MTN - QHUBEKA,MTN,SOUTH AFRICA,192
17,CHAMPION SYSTEM PRO CYCLING TEAM,CSS,PEOPLE'S REPUBLIC OF CHINA,180
18,AISAN RACING TEAM,AIS,JAPAN,172
19,CHRISTINA WATCHES - ONFONE,CWO,DENMARK,158
20,KSPO,KSP,KOREA,155
21,CCN CYCLING TEAM,CCN,BRUNEI DARUSSALAM,152
22,OCBC SINGAPORE CONTINENTAL CYCLING TEAM,TSI,SINGAPORE,148
23,TEAM EUROPCAR,EUC,FRANCE,143
24,LEOPARD - TREK CONTINENTAL TEAM,LET,LUXEMBOURG,142
25,CRELAN - EUPHONY,CRE,BELGIUM,129
26,ATLAS PERSONAL - JAKROO,ARH,SWITZERLAND,125
27,UNITEDHEALTHCARE PRO CYCLING TEAM,UHC,UNITED STATES OF AMERICA,118
28,TEAM UKYO,UKO,JAPAN,116
29,POLYGON SWEET NICE,PSN,IRELAND,89
30,HENGXIANG CYCLING TEAM,HEN,PEOPLE'S REPUBLIC OF CHINA,89
31,BURGOS BH - CASTILLA Y LEON,BUR,SPAIN,88
32,RUSVELO,RVL,RUSSIAN FEDERATION,86
33,EUSKADI,EUK,SPAIN,85
34,SHIMANO RACING TEAM,SMN,JAPAN,82
35,IAM CYCLING,IAM,SWITZERLAND,70
36,TEAM VELO REALITY,VLR,UZBEKISTAN,68
37,NUTRIXXION ABUS,TSP,GERMANY,66
38,MAX SUCCESS SPORTS,MSS,PEOPLE'S REPUBLIC OF CHINA,65
39,TEAM NETAPP - ENDURA,TNE,GERMANY,61
40,TEAM BUDGET FORKLIFTS,BFL,AUSTRALIA,57
41,QINGHAI TIANYOUDE CYCLING TEAM,TYD,PEOPLE'S REPUBLIC OF CHINA,56
42,SP TABLEWARE,SPT,GREECE,56
43,RAPHA CONDOR JLT,RCJ,GREAT BRITAIN,50
44,TEAM 7 ELEVEN PRESENTED BY ROAD BIKE PHILIPPINES,T7E,PHILIPPINES,48
45,AMORE & VITA,AMO,UKRAINE,46
46,MATRIX POWERTAG,MTR,JAPAN,45
47,TEAM DIFFERDANGE - LOSCH,CCD,LUXEMBOURG,42
48,SEOUL CYCLING TEAM,SCT,KOREA,26
49,TEAM VORARLBERG,VBG,AUSTRIA,25
50,FROY - BIANCHI,FRB,NORWAY,21
51,ALPHA BALTIC - UNITYMARATHONS.COM,ALB,LATVIA,21
52,TEAM NOVO NORDISK,TNN,UNITED STATES OF AMERICA,19
53,HOLY BROTHER CYCLING TEAM,HBR,PEOPLE'S REPUBLIC OF CHINA,18
54,OPTUM P/B KELLY BENEFIT STRATEGIES,OPM,UNITED STATES OF AMERICA,16
55,ISD CONTINENTAL TEAM,ISD,UKRAINE,15
56,LBC - MVPSF CYCLING PILIPINAS,LBC,PHILIPPINES,15
57,GEUMSAN INSAM CELLO,GIC,KOREA,14
58,ANDRONI GIOCATTOLI - VENEZUELA,AND,ITALY,14
58,RIETUMU - DELFIN,RBD,LATVIA,14
58,TEAM QUANTEC - INDELAND,TRS,GERMANY,14
61,MADISON GENESIS,MGT,GREAT BRITAIN,11
62,HINCAPIE SPORTSWEAR DEVELOPMENT TEAM,HSD,UNITED STATES OF AMERICA,11
63,KOLSS CYCLING TEAM,KLS,UKRAINE,10
64,OFM - QUINTA DA LIXA,OFM,PORTUGAL,9
65,TEAM NSP - GHOST,NSP,GERMANY,9
66,ARBÖ GEBRÜDER WEISS - OBERNDORFER,KTM,AUSTRIA,6
67,CHINA JILUN CYCLING TEAM,JLC,PEOPLE'S REPUBLIC OF CHINA,5
67,DESIGNA KOKKEN - KNUDSGAARD,DKK,DENMARK,5
69,UTSUNOMIYA BLITZEN,BLZ,JAPAN,4
70,COLBA - SUPERANO HAM,CMD,BELGIUM,2
