Rank;UCI ID;Name;Nationality;Team Code;Age;Points
1;10001457509;VALVERDE Alejandro;SPAIN;MOV;34;686
2;10051842945;CONTADOR VELASCO Alberto;SPAIN;TCS;32;620
3;10002578160;GERRANS Simon;AUSTRALIA;OGE;34;478
4;10003259685;COSTA Rui;PORTUGAL;LAM;28;461
5;10002837838;NIBALI Vincenzo;ITALY;AST;30;392
6;10006738854;QUINTANA Nairo;COLOMBIA;MOV;24;346
7;10004393676;FROOME Chris;GREAT BRITAIN;SKY;29;326
8;10003269183;KRISTOFF Alexander;NORWAY;KAT;27;321
9;10003224828;MARTIN Daniel;IRELAND;GRS;28;316
10;10002338286;PERAUD Jean Christophe;FRANCE;ALM;37;300
11;10001592400;CANCELLARA Fabian;SWITZERLAND;TFR;33;286
12;10001497117;RODRIGUEZ OLIVER Joaquim;SPAIN;KAT;35;286
13;10005379339;DEGENKOLB John;GERMANY;GIA;25;278
14;10002416694;GILBERT Philippe;BELGIUM;BMC;32;272
15;10005460373;SAGAN Peter;SLOVAKIA;CAN;24;263
16;10005852821;KWIATKOWSKI Michal;POLAND;OPQ;24;257
17;10006271234;ARU Fabio;ITALY;AST;24;248
18;10006491708;BARDET Romain;FRANCE;ALM;24;247
19;10005513119;MOLLEMA Bauke;NETHERLANDS;BEL;28;246
20;10005380450;MAJKA Rafal;POLAND;TCS;25;241
21;10007389259;DUMOULIN Tom;NETHERLANDS;GIA;24;240
22;10004507753;VAN GARDEREN Tejay;UNITED STATES OF AMERICA;BMC;26;219
23;10005391261;VANMARCKE Sep;BELGIUM;BEL;26;216
24;10004451371;VAN AVERMAET Greg;BELGIUM;BMC;29;210
25;10006453110;WELLENS Tim;BELGIUM;LTB;23;204
26;10002836626;TERPSTRA Niki;NETHERLANDS;OPQ;30;200
27;10002692540;POZZOVIVO Domenico;ITALY;ALM;32;197
28;10001338883;EVANS Cadel;AUSTRALIA;BMC;37;188
29;10003036989;ŠPILAK Simon;SLOVENIA;KAT;28;173
30;10004641836;URAN Rigoberto;COLOMBIA;OPQ;27;173
31;10003253221;THOMAS Geraint;GREAT BRITAIN;SKY;28;168
32;10006473722;PINOT Thibaut;FRANCE;FDJ;24;162
33;10006473015;KELDERMAN Wilco;NETHERLANDS;BEL;23;162
34;10002858652;MARTIN Tony;GERMANY;OPQ;29;146
35;10004433789;GALLOPIN Tony;FRANCE;LTB;26;140
36;10003223818;ROLLAND Pierre;FRANCE;EUC;28;138
37;10004502400;KITTEL Marcel;GERMANY;GIA;26;136
38;10006231525;TALANSKY Andrew;UNITED STATES OF AMERICA;GRS;26;135
39;10003205327;KREUZIGER Roman;CZECH REPUBLIC;TCS;28;135
40;10006400465;VICHOT Arthur;FRANCE;FDJ;26;128
41;10004505531;NAVARDAUSKAS Ramunas;LITHUANIA;GRS;26;126
42;10005467952;ULISSI Diego;ITALY;LAM;25;125
43;10002286049;SANCHEZ GONZALEZ Samuel;SPAIN;BMC;36;123
44;10004839977;INTXAUSTI ELORRIAGA Beñat;SPAIN;MOV;28;119
45;10005961440;BOUHANNI Nacer;FRANCE;FDJ;24;116
46;10006916282;BETANCUR Carlos;COLOMBIA;ALM;25;114
47;10002833491;BOOM Lars;NETHERLANDS;BEL;29;109
48;10005876160;NIZZOLO Giacomo;ITALY;TFR;25;108
49;10042236612;IZAGUIRRE INSAUSTI Ion;SPAIN;MOV;25;105
50;10002858248;VANENDERT Jelle;BELGIUM;LTB;29;104
51;10005413085;NIEVE ITURRALDE Mikel;SPAIN;SKY;30;104
52;10007856677;BARGUIL Warren;FRANCE;GIA;23;103
53;10004643452;ARREDONDO MORENO Julian David;COLOMBIA;TFR;26;101
54;10003216340;VANDENBERGH Stijn;BELGIUM;OPQ;30;100
55;10003401246;FUGLSANG Jakob;DENMARK;AST;29;97
56;10002527438;VAN DEN BROECK Jurgen;BELGIUM;LTB;31;96
