Rank,Name,Team Code,Nationality,Points
1,VACANSOLEIL PRO CYCLING TEAM,VAC,NETHERLANDS,"2624,4"
2,SAUR - SOJASUN,SAU,FRANCE,1564
3,ISD - NERI,ISD,GREAT BRITAIN,"1503,2"
4,"COFIDIS, LE CREDIT EN LIGNE",COF,FRANCE,1481
5,CARMIOORO NGC,CMO,GREAT BRITAIN,1423
6,ANDRONI GIOCATTOLI - SERRAMENTI PVC DIQUIGIOVANNI,AND,ITALY,1184
7,COLNAGO - CSF INOX,COG,IRELAND,1158
8,,,,1141
9,VERANDAS WILLEMS,WIL,BELGIUM,1089
10,SKIL - SHIMANO,SKS,NETHERLANDS,1072
11,BRETAGNE - SCHULLER,BSC,FRANCE,1045
12,BBOX BOUYGUES TELECOM,BTL,FRANCE,970
13,DE ROSA - STAC PLASTIC,DER,IRELAND,907
14,CERAMICA FLAMINIA,FLM,IRELAND,771
15,ROUBAIX LILLE METROPOLE,RLM,FRANCE,768
16,TEAM KATUSHA,KAT,RUSSIAN FEDERATION,757
17,CERVELO TEST TEAM,CWT,NETHERLANDS,741
18,RABOBANK,RB3,NETHERLANDS,719
19,LANDBOUWKREDIET,LAN,BELGIUM,714
20,MICHE,MIE,ITALY,660
21,ISD CONTINENTAL TEAM,ISE,UKRAINE,658
22,MROZ ACTIVE JET,MRO,POLAND,656
23,PSK WHIRLPOOL - AUTHOR,PSK,CZECH REPUBLIC,632
24,XACOBEO GALICIA,XAC,SPAIN,"618,4"
25,PALMEIRAS RESORT - PRIO,PRT,PORTUGAL,540
26,ACQUA & SAPONE - D'ANGELO & ANTENUCCI,ASA,ITALY,536
27,TEAM NUTRIXXION SPARKASSE,TSP,GERMANY,487
28,ADRIA MOBIL,ADR,SLOVENIA,441
29,CCC POLSAT POLKOWICE,CCC,POLAND,424
30,ANDALUCIA - CAJASUR,ACA,SPAIN,401
31,PALMANS - CRAS,PCO,BELGIUM,388
32,CONTINENTAL TEAM DIFFERDANGE,CCD,LUXEMBOURG,388
33,TEAM NETAPP,APP,GERMANY,386
34,HEMUS 1896 - VIVELO,HEM,BULGARIA,363
35,CYCLINGTEAM JO PIELS,CJP,NETHERLANDS,361
36,BARBOT - SIPER,BSP,PORTUGAL,361
37,CAJA RURAL,CJR,SPAIN,356
38,BMC RACING TEAM,BMC,UNITED STATES OF AMERICA,344
39,GLUD & MARSTRAND - LRO RADGIVNING,GLU,DENMARK,339
40,BIG MAT - AUBER 93,AUB,FRANCE,339
41,CENTRO CICLISMO DE LOULE - LOULETANO,CCL,PORTUGAL,333
42,VAN VLIET EBH ELSHOF,VVE,NETHERLANDS,329
43,,,,326
44,CAFE DE COLOMBIA - COLOMBIA ES PASION,CEP,COLOMBIA,319
45,LOBORIKA,LOB,CROATIA,317
46,AN POST - SEAN KELLY,SKT,BELGIUM,314
47,LKT TEAM BRANDENBURG,LKT,GERMANY,307
48,JONG VLAANDEREN - BAUKNECHT,JVB,BELGIUM,294
49,THÜRINGER ENERGIE TEAM,TET,GERMANY,290
50,TEAM DESIGNA KOKKEN - BLUE WATER,DBW,DENMARK,278
51,SAVA,SAK,SLOVENIA,277
52,PARTIZAN SRBIJA,ZAN,SERBIA,265
53,TEAM JAYCO - SKINS,JAS,AUSTRALIA,257
54,PRICE - CUSTOM BIKES,PCB,SWITZERLAND,242
55,SP TABLEWARE,SPT,GREECE,236
56,CDC - CAVALIERE,CDC,ITALY,227
57,BURGOS 2016 - CASTILLA Y LEON,VMC,SPAIN,203
58,SPAREBANKEN VEST - RIDLEY,SPV,NORWAY,197
59,ATLAS PERSONAL,ARH,SWITZERLAND,195
60,ZHEROQUADRO RADENSKA,RAR,SLOVENIA,189
61,MADEINOX - BOAVISTA,BOA,PORTUGAL,178
62,SPIDERTECH POWERED BY PLANET ENERGY,CSM,CANADA,169
63,JOKER BIANCHI,TJB,NORWAY,164
64,DUKLA TRENCIN MERIDA,DUK,SLOVAKIA,155
65,TEAM CONCORDIA FORSIKRING - HIMMERLAND,VPC,DENMARK,142
66,MERIDIANA KAMEN TEAM,MKT,CROATIA,138
67,VORARLBERG - CORRATEC,VBG,AUSTRIA,133
68,AMORE & VITA - CONAD,AMO,UKRAINE,128
69,QIN CYCLING TEAM,QCT,BELGIUM,126
70,TEAM SPROCKET,SPK,SWEDEN,116
71,HERAKLION KASTRO - MURCIA,TKT,GREECE,112
72,LA ROTA DOS MOVEIS,LRM,PORTUGAL,110
73,TUSNAD CYCLING TEAM,TCT,ROMANIA,108
74,MOSCOW,MOW,RUSSIAN FEDERATION,106
75,RAPHA CONDOR - SHARP,RCS,GREAT BRITAIN,106
76,KALEV CHOCOLATE TEAM,KCT,ESTONIA,97
77,,,,94
78,,,,89
79,AKTIO GROUP MOSTOSTAL PULAWY,AKT,POLAND,79
80,KELLY BENEFIT STRATEGIES,KBS,UNITED STATES OF AMERICA,72
81,TYROL TEAM,TYR,AUSTRIA,66
82,HEIZOMAT,THF,GERMANY,62
83,SEVEN STONES,TSS,GERMANY,62
84,TELENET - FIDEA,FID,BELGIUM,59
85,LOTTO - BODYSOL,PCW,BELGIUM,58
86,TECNOFILM - BETONEXPRESSZ 2000,TFB,HUNGARY,54
87,ARBÖ GOURMETFEIN WELS,RAD,AUSTRIA,45
88,,,,42
89,UNE - EPM,EPM,COLOMBIA,40
90,LEGIA - FELT,LEG,POLAND,40
91,SIGMA SPORT - SPECIALIZED,SGS,GREAT BRITAIN,38
92,BKCP - POWERPLUS,BKP,BELGIUM,38
93,KATYUSHA CONTINENTAL TEAM,KTA,RUSSIAN FEDERATION,37
94,PLUSSBANK CERVELO,PBC,NORWAY,37
95,ARBÖ KTM - GEBRÜDER WEISS,KTM,AUSTRIA,34
96,ENDURA RACING,EDR,GREAT BRITAIN,31
