Rank,Name,Team Code,Nationality,Points
48,TEAM FELBERMAYR SIMPLON WELS,RSW,AUSTRIA,337
49,BHS - PL BETON BORNHOLM,BPC,DENMARK,329
50,TOPFOREX ATT INVESTMENTS PRO CYCLING TEAM,TFA,CZECH REPUBLIC,315
51,RIBBLE WELDTITE PRO CYCLING,RWC,GREAT BRITAIN,"313,67"
52,METEC - SOLARWATT P/B MANTEL,MET,NETHERLANDS,310
53,TEAM COLOQUICK,TCQ,DENMARK,308
54,VINI ZABU',THR,ITALY,295
55,EVOPRO RACING,EVO,IRELAND,294
56,WSA KTM GRAZ,WSA,AUSTRIA,"288,66"
57,TIROL KTM CYCLING TEAM,TIR,AUSTRIA,270
58,P & S METALLTECHNIK,PUS,GERMANY,260
59,LJUBLJANA GUSTO SANTIC,LGS,SLOVENIA,227
60,ISRAEL CYCLING ACADEMY,ICA,ISRAEL,226
61,SWISS RACING ACADEMY,SRA,SWITZERLAND,224
62,ADRIA MOBIL,ADR,SLOVENIA,205
63,NIPPO-PROVENCE-PTS CONTI,NIP,SWITZERLAND,187
64,LVIV CYCLING TEAM,LCT,UKRAINE,161
65,TRINITY RACING,TRI,GREAT BRITAIN,157
66,HRINKOW ADVARICS CYCLEANG,HAC,AUSTRIA,151
67,TAVFER-MEASINDOT-MORTÁGUA,TAV,PORTUGAL,151
68,WORK SERVICE - MARCHIOL - DYNATEK,IWM,ITALY,149
69,ABLOC CT,ABC,NETHERLANDS,148
70,BELAZ,BAZ,BELARUS,147
71,MERIDIANA KAMEN TEAM,MKT,CROATIA,137
72,GENERAL STORE - F.LLI  CURIA - ESSEGIBI,GEF,ITALY,129
73,CYCLING TEAM FRIULI ASD,CTF,ITALY,127
74,TEAM SKS SAUERLAND NRW,SVL,GERMANY,113
75,MG.K VIS VPM,MGK,ITALY,113
76,ATUM GENERAL/TAVIRA/MARIA NOVA HOTEL,ATM,PORTUGAL,110
77,CYCLING ACADEMY TRENČÍN,CAT,SLOVAKIA,110
78,D'AMICO UM TOOLS,AZT,ITALY,107
79,ISEO - RIME - CARNOVALI,IRC,ITALY,104
80,ALPECIN-FENIX DEVELOPMENT TEAM,AFD,BELGIUM,98
81,TUFO - PARDUS PROSTEJOV,SKC,CZECH REPUBLIC,82
82,KELLY / SIMOLDES / UDO,KSU,PORTUGAL,77
83,RADIO POPULAR - BOAVISTA,RPB,PORTUGAL,64
84,AMORE E VITA,AMO,UKRAINE,63
85,ANTARTE - FEIRENSE,CDF,PORTUGAL,61
86,EUROCAR GRAWE UKRAINE,EGU,UKRAINE,61
87,RESTAURANT SURI CARL RAS,SCC,DENMARK,56
88,SAINT PIRAN,SPC,GREAT BRITAIN,48
89,RAD-NET ROSE TEAM,RNR,GERMANY,45
90,BINGOAL PAUWELS SAUCES WB DEVELOPMENT TEAM,WBD,BELGIUM,42
91,LOULETANO - LOULÉ CONCELHO,LLC,PORTUGAL,30
92,MALOJA PUSHBIKERS,PBS,GERMANY,22
93,L.A. ALUMÍNIOS / L.A. SPORT,LAA,PORTUGAL,19
94,TEAM DAUNER | AKKON,TDA,GERMANY,15
95,FEREI-CCN,FCT,BELARUS,15
96,SWIFTCARBON PRO CYCLING,SCB,GREAT BRITAIN,14
97,UNION RAIFFEISEN RADTEAM TIROL,URT,AUSTRIA,14
98,BELTRAMI TSA TRE COLLI,BTC,ITALY,13
99,TEAM NOVAK,TNV,ROMANIA,10
