Rank,Name,Team Code,Nationality,Points
1,ALPECIN-FENIX,AFC,BELGIUM,8251
2,TEAM ARKEA - SAMSIC,ARK,FRANCE,5000
3,TOTALENERGIES,TEN,FRANCE,3192
4,UNO - X PRO CYCLING TEAM,UXT,NORWAY,"2848,17"
5,B&B HOTELS P/B KTM,BBK,FRANCE,2726
6,BINGOAL PAUWELS SAUCES WB,BWB,BELGIUM,2037
7,SPORT VLAANDEREN - BALOISE,SVB,BELGIUM,1898
8,ANDRONI GIOCATTOLI - SIDERMEC,ANS,ITALY,1688
9,DELKO,DKO,FRANCE,1668
10,BARDIANI CSF FAIZANE',BCF,ITALY,1608
11,GAZPROM-RUSVELO,GAZ,RUSSIAN FEDERATION,1461
12,CAJA RURAL-SEGUROS RGA,CJR,SPAIN,1408
13,HRE MAZOWSZE SERCE POLSKI,MSP,POLAND,1265
14,ELKOV - KASPER,EKA,CZECH REPUBLIC,1128
15,GROUPAMA - FDJ,CGF,FRANCE,"1054,84"
16,TEAM COLPACK BALLAN,CPK,ITALY,1054
17,EOLO-KOMETA CYCLING TEAM,EOK,ITALY,"1042,67"
18,EUSKALTEL - EUSKADI,EUS,SPAIN,1028
19,EQUIPO KERN PHARMA,EKP,SPAIN,"988,33"
20,JUMBO-VISMA DEVELOPMENT TEAM,JVD,NETHERLANDS,"963,34"
21,VOSTER ATS TEAM,VOS,POLAND,866
22,W52 / FC PORTO,W52,PORTUGAL,832
23,BURGOS-BH,BBH,SPAIN,798
24,RIWAL CYCLING TEAM,RIW,DENMARK,"794,5"
25,MINSK CYCLING CLUB,MCC,BELARUS,768
26,ST MICHEL - AUBER 93,AUB,FRANCE,757
27,BIKE AID,BAI,GERMANY,"756,58"
28,TEAM COOP,TCO,NORWAY,729
29,LEOPARD PRO CYCLING,LPC,LUXEMBOURG,650
30,TARTELETTO - ISOREX,TIS,BELGIUM,638
31,EFAPEL,EFP,PORTUGAL,634
32,UNO-X DARE DEVELOPMENT TEAM,UDT,NORWAY,"620,66"
33,SEG RACING ACADEMY,SEG,NETHERLANDS,"603,66"
34,AMPLER DEVELOPMENT TEAM,ADT,ESTONIA,584
35,DEVELOPMENT TEAM DSM,DDS,GERMANY,"524,5"
36,SALCANO SAKARYA BB,SBB,TURKEY,517
37,TEAM VORARLBERG,VBG,AUSTRIA,514
38,DUKLA BANSKA BYSTRICA,DKB,SLOVAKIA,450
39,TEAM QHUBEKA,T4Q,ITALY,408
40,SPOR TOTO CYCLING TEAM,STC,TURKEY,394
41,XELLISS - ROUBAIX LILLE METROPOLE,XRL,FRANCE,381
42,GIOTTI VICTORIA SAVINI DUE,GTS,ROMANIA,374
43,VOLKERWESSELS CYCLING TEAM,VWE,NETHERLANDS,"372,85"
44,TEAM LOTTO - KERN HAUS,LKH,GERMANY,360
45,ZALF EUROMOBIL FIOR,ZEF,ITALY,358
46,BEAT CYCLING,BCY,NETHERLANDS,341
47,CANYON DHB SUNGOD,DHB,GREAT BRITAIN,338
