Rank,UCI ID,Name,Nationality,Team Code,Age,Points
1,10009492139,POWER Rob,AUSTRALIA,,19,70
2,10006383893,VINK Michael,NEW ZEALAND,BFL,23,66
3,10006801296,JONES Brenton,AUSTRALIA,ART,23,45
4,10002520869,SULZBERGER Bernard,AUSTRALIA,DPC,31,40
5,10008088467,ORAM James,NEW ZEALAND,BDT,21,38
6,10007834247,HAIG Jack,AUSTRALIA,ART,21,38
7,10007810096,MCCARTHY Robert-Jon,AUSTRALIA,SKT,20,36
8,10006363584,VAN DER PLOEG Neil,AUSTRALIA,ART,27,34
9,10006606589,CLARKE William,AUSTRALIA,DPC,29,26
10,10004763791,NANKERVIS Tommy,AUSTRALIA,BFL,31,25
11,10008934185,CARPENTER Harry,AUSTRALIA,,21,24
12,10002520566,CANTWELL Jonathan,AUSTRALIA,DPC,32,24
13,10006255571,WIPPERT Wouter,NETHERLANDS,DPC,24,21
14,10005608604,COOPER Joseph,NEW ZEALAND,ART,29,20
15,10007622463,PHELAN Adam,AUSTRALIA,DPC,23,20
16,10005968615,SCULLY Tom,NEW ZEALAND,MGT,24,18
17,10009524976,WHITEHOUSE Daniel,GREAT BRITAIN,RCJ,19,17
18,10009808300,DAVISON Thomas,NEW ZEALAND,,24,16
19,10007298121,TANSLEY George,AUSTRALIA,,21,15
20,10005968312,CHRISTIE Jason,NEW ZEALAND,,24,14
21,10007622968,GUNMAN Taylor Karl,NEW ZEALAND,ART,23,13
22,10009497694,STEVENSON Oscar,AUSTRALIA,,19,12
23,10004851394,BRIGGS Graham,GREAT BRITAIN,RCJ,31,12
24,10006723494,HORGAN Samuel,NEW ZEALAND,BFL,27,11
25,10007621857,FLAKEMORE Campbell,AUSTRALIA,ART,22,11
26,10005760063,ROGERS* Rico Dene Thomas,NEW ZEALAND,TSI,36,11
26,10007513036,ENGLISH Felix,IRELAND,RCJ,22,11
28,10005568285,WILLIAMSON James,NEW ZEALAND,,25,10
29,10003236750,SHAW Patrick,AUSTRALIA,,28,10
30,10009492442,COPP Jayden,AUSTRALIA,,25,9
31,10005776332,ANDERSON Jack,AUSTRALIA,,27,9
32,10008726748,KLEMME Daniel,GERMANY,BCP,23,9
33,10003998606,NORRIS Lachlan,AUSTRALIA,DPC,27,8
34,10004821486,LAPTHORNE Darren,AUSTRALIA,DPC,31,8
35,10004615059,NORTHEY Michael,NEW ZEALAND,MGT,27,8
36,10005969019,O'SHEA Glenn,AUSTRALIA,SKT,25,8
37,10006363685,DYBALL Benjamin,AUSTRALIA,ART,25,7
38,10008710176,JUEL Kristian,DENMARK,BFL,22,7
39,10004842506,RABOU Thomas,NETHERLANDS,TSI,31,6
40,10004595962,O'BRIEN Mark,AUSTRALIA,ART,27,6
41,10004627183,GOUGH Westley,NEW ZEALAND,BFL,26,6
42,10009080594,CAVANAGH Ryan,AUSTRALIA,,19,5
43,10002486719,MENZIES Karl,AUSTRALIA,UHC,37,5
44,10007809288,MORGAN Alexander,AUSTRALIA,,20,4
45,10003326070,CRAWFORD Jai,AUSTRALIA,DPC,31,3
46,10005483918,BARRY Daniel,NEW ZEALAND,BFL,26,3
47,10004763589,SULZBERGER Wesley,AUSTRALIA,DPC,28,3
48,10007351368,LOVELOCK-FAY Mitchell,AUSTRALIA,ART,22,2
49,10004595659,DEMPSTER Zakkari,AUSTRALIA,TNE,27,2
50,10007809692,MCCORMICK Hayden,NEW ZEALAND,,20,2
51,10006178779,DONNELLY Aaron,AUSTRALIA,ART,23,2
51,10006190301,RUDOLPH Malcolm,AUSTRALIA,DPC,25,2
53,10008695729,SMITH Dion,NEW ZEALAND,HSD,21,1
