Rank,Name,Team Code,Nationality,Points
110,BICICLETAS STRONGMAN,BSM,COLOMBIA,81
111,D'AMICO UTENSILNORD,AZT,ITALY,79
112,INTEJA DOMINICAN CYCLING TEAM,DCT,DOMINICAN REPUBLIC,68
113,LKT TEAM BRANDENBURG,LKT,GERMANY,65
114,VINO - ASTANA MOTORS,VAM,KAZAKHSTAN,63
115,TEAM NOVO NORDISK,TNN,UNITED STATES OF AMERICA,60
116,STAKI - TECHNORAMA,SIT,LITHUANIA,52
117,KUWAIT - CARTUCHO.ES,KWC,KUWAIT,46
118,TEAM ILLUMINATE,ILU,UNITED STATES OF AMERICA,42
119,BIKE AID,BAI,GERMANY,42
120,MEMIL PRO CYCLING,MPC,KUWAIT,34
121,CK PRIBRAM FANY GASTRO,PFG,CZECH REPUBLIC,32
122,MONKEY TOWN CONTINENTAL TEAM,MCT,NETHERLANDS,29
123,DRAPAC PAT'S VEG HOLISTIC DEVELOPMENT TEAM,DPV,AUSTRALIA,28
124,HOLOWESKO / CITADEL RACING P/B HINCAPIE SPORTSWEAR,HCR,UNITED STATES OF AMERICA,25
125,YUNNAN LVSHAN LANDSCAPE - TAISHAN PARDUS,YUN,PEOPLE'S REPUBLIC OF CHINA,22
126,MARLUX NAPOLEON GAMES,MNG,BELGIUM,20
127,EQUIPO BOLIVIA,EBL,BOLIVIA,13
128,,,,13
129,TEAM DAUNER D&DQ AKKON,TDA,GERMANY,11
130,CHINA CONTINENTAL TEAM OF GANSU BANK,GCB,PEOPLE'S REPUBLIC OF CHINA,9
131,TEAM SAPURA CYCLING,TSC,MALAYSIA,6
132,TEAM SAUERLAND NRW P/B HENLEY & PARTNERS,SVL,GERMANY,6
133,START VAXES CYCLING TEAM,STF,BOLIVIA,5
134,BRIDGESTONE ANCHOR CYCLING TEAM,BGT,JAPAN,3
135,CCB VELOTOOLER,CCB,UNITED STATES OF AMERICA,3
136,ST GEORGE CONTINENTAL CYCLING TEAM,STG,AUSTRALIA,3
