Rank,Name,Team Code,Nationality,Points
1,TABRIZ PETROCHEMICAL TEAM,TPT,ISLAMIC REPUBLIC OF IRAN,1183
2,AZAD UNIVERSITY,IUA,ISLAMIC REPUBLIC OF IRAN,663
3,GIANT KENDA CYCLING TEAM,GKT,CHINESE TAIPEI,"594,67"
4,TERENGGANU CYCLING TEAM,TSG,MALAYSIA,371
5,FARNESE VINI - NERI SOTTOLI,FAR,GREAT BRITAIN,340
6,AISAN RACING TEAM,AIS,JAPAN,302
7,LETUA CYCLING TEAM,L2A,MALAYSIA,292
8,CCC POLSAT POLKOWICE,CCC,POLAND,272
9,PERUTNINA PTUJ,PER,SLOVENIA,267
10,D'ANGELO & ANTENUCCI - NIPPO,DAN,ITALY,266
11,SKIL - SHIMANO,SKS,NETHERLANDS,223
12,ANDRONI GIOCATTOLI - C.I.P.I,AND,ITALY,197
13,SHIMANO RACING TEAM,SMN,JAPAN,193
14,TEAM EUROPCAR,EUC,FRANCE,192
15,V AUSTRALIA,VAU,AUSTRALIA,181
16,BRIDGESTONE ANCHOR,BGT,JAPAN,163
17,COLNAGO - CSF INOX,COG,IRELAND,155
18,DRAPAC CYCLING,DPC,AUSTRALIA,144
19,AMORE & VITA,AMO,UKRAINE,140
20,UNITEDHEALTHCARE PRO CYCLING,UHC,UNITED STATES OF AMERICA,132
21,SUREN CYCLING TEAM,SUR,ISLAMIC REPUBLIC OF IRAN,125
22,TEAM TYPE 1 - SANOFI,TT1,UNITED STATES OF AMERICA,94
23,VALI ASR KERMAN,VAK,ISLAMIC REPUBLIC OF IRAN,74
24,NUTRIXXION SPARKASSE,TSP,GERMANY,66
25,CHAMPION SYSTEM,CHA,"HONG KONG, CHINA",65
26,,,,60
27,JELLY BELLY CYCLING,JBC,UNITED STATES OF AMERICA,56
28,TEAM EDDY MERCKX - INDELAND,TRS,GERMANY,55
29,LOBORIKA FAVORIT TEAM,LOB,CROATIA,54
30,MICHE - GUERCIOTTI,MIE,ITALY,53
31,ANDALUCIA CAJA GRANADA,ACG,SPAIN,53
32,MTN QHUBEKA,MTN,SOUTH AFRICA,52
33,TEAM BONITAS,BNT,SOUTH AFRICA,47
34,JOKER MERIDA,TJM,NORWAY,42
35,VERANDA'S WILLEMS - ACCENT,VWA,BELGIUM,40
36,ENDURA RACING,EDR,GREAT BRITAIN,40
37,GEUMSAN GINSENG ASIA,GGA,KOREA,39
38,KSPO,KSP,KOREA,37
39,RAPHA CONDOR - SHARP,RCS,GREAT BRITAIN,36
40,CHIPOTLE DEVELOPMENT TEAM,CDT,UNITED STATES OF AMERICA,36
41,CAJA RURAL,CJR,SPAIN,34
42,SEOUL CYCLING TEAM,SCT,KOREA,34
43,KOLSS CYCLING TEAM,KLS,UKRAINE,29
44,GLUD & MARSTRAND - LRO,GLU,DENMARK,28
45,,,,26
46,UTSUNOMIYA BLITZEN,BLZ,JAPAN,22
47,MAX SUCCESS SPORTS,MSS,PEOPLE'S REPUBLIC OF CHINA,21
48,ISD - LAMPRE CONTINENTAL,ISD,UKRAINE,19
49,DE ROSA - CERAMICA FLAMINIA,DER,IRELAND,19
50,TEAM VORARLBERG,VBG,AUSTRIA,18
51,LANDBOUWKREDIET,LAN,BELGIUM,18
52,MATRIX POWERTAG,MTR,JAPAN,17
52,TEAM NSP,NSP,GERMANY,17
54,ACTION CYCLING TEAM,ACT,CHINESE TAIPEI,14
55,TEAM NETAPP,APP,GERMANY,13
56,FDJ,FDJ,FRANCE,12
57,TEAM DIFFERDANGE - MAGIC-SPORTFOOD.DE,CCD,LUXEMBOURG,9
58,MARCO POLO CYCLING TEAM,MPC,PEOPLE'S REPUBLIC OF CHINA,8
58,HOLY BROTHER CYCLING TEAM,HBR,PEOPLE'S REPUBLIC OF CHINA,8
60,QINGHAI TIANYOUDE CYCLING TEAM,TYD,PEOPLE'S REPUBLIC OF CHINA,7
60,VELO-CLUB LA POMME MARSEILLE,LPM,LATVIA,7
62,KELLY BENEFIT STRATEGIES - OPTUMHEALTH,KBS,UNITED STATES OF AMERICA,6
62,CHINA 361° CYCLING TEAM,SLY,PEOPLE'S REPUBLIC OF CHINA,6
64,GENESYS WEALTH ADVISERS,GEN,AUSTRALIA,5
65,GEOX-TMC,GEO,SPAIN,5
66,ATLAS PERSONAL,ARH,SWITZERLAND,4
67,HENGXIANG CYCLING TEAM,HEN,PEOPLE'S REPUBLIC OF CHINA,3
68,DUKLA TRENCIN MERIDA,DUK,SLOVAKIA,2
68,FUJI - CYCLINGTIME.COM,FCT,CHINESE TAIPEI,2
68,CHINA JILUN CYCLING TEAM,JLC,PEOPLE'S REPUBLIC OF CHINA,2
