Rank;UCI ID;Name;Nationality;Team Code;Age;Points
1;10035480358;ACEVEDO CALLE Janier Alexis;COLOMBIA;JSH;28;247
2;10005453808;SANCHEZ GUARIN Oscar Eduardo;COLOMBIA;;28;180
3;10003421555;ANDERSON Ryan;CANADA;OPM;26;165
4;10006570924;REIJNEN Kiel;UNITED STATES OF AMERICA;UHC;27;138
5;10054655945;MANCEBO PEREZ Francisco;SPAIN;5HR;37;130
6;10005975483;DIAZ Daniel;ARGENTINA;SLS;24;129,67
7;10008930953;MILLAN AYALA Jonathan Stil;COLOMBIA;;25;120
8;10007634183;SOLIZ VILCA Oscar;BOLIVIA;;28;118
9;10001457307;SEVILLA RIVERA Oscar Miguel;SPAIN;EPM;37;115
10;10002519859;DEIGNAN Philip;IRELAND;UHC;30;113
11;10005326391;CORREIA DINIZ Alex;BRAZIL;FUN;28;103
12;10008953181;PAREDES HERNANDEZ Jonathan Felipe;COLOMBIA;;24;100
13;10002777113;MURILLO ORTIZ Juan Engelberth;BOLIVARIAN REPUBLIC OF VENEZUELA;;31;96
14;10002725882;MAGALLANES ARANDA Juan Pablo;MEXICO;;31;93
15;10002689308;SARABIA DIAZ Ignacio;MEXICO;;30;91
16;10009165672;CARAPAZ Richard;ECUADOR;;20;85
17;10004522305;NAZARET Magno;BRAZIL;FUN;27;83
18;10001113157;RODRIGUEZ Fred;UNITED STATES OF AMERICA;JBC;40;82
19;10003246955;GUAMA Bayron;ECUADOR;;28;77
20;10061382994;ORTÍZ Stíver;COLOMBIA;;33;73,67
21;10005801085;BECERRA Eduin;BOLIVARIAN REPUBLIC OF VENEZUELA;;28;63
22;10001536826;DELGADO Yeisson;BOLIVARIAN REPUBLIC OF VENEZUELA;;34;63
23;10002652225;ALCOLEA Arnold;CUBA;;31;63
24;10002920892;OCHOA Carlos Jose;BOLIVARIAN REPUBLIC OF VENEZUELA;AND;33;62
25;10007633880;BOLIVAR HERNANDEZ Isaac;COLOMBIA;;22;62
26;10006080264;ROMAN Maky;BOLIVARIAN REPUBLIC OF VENEZUELA;;27;61,67
27;10003192492;MURPHY John;UNITED STATES OF AMERICA;UHC;29;61
28;10003103071;CHAMORRO PAIVA Francisco Ramon;ARGENTINA;FUN;32;60
29;10002696681;BAEZ ALVAREZ Giovanny Manuel;COLOMBIA;EPM;32;60
30;10003365678;EUSER Lucas;UNITED STATES OF AMERICA;UHC;30;60
31;10050356825;BRENES OBANDO Gregory;COSTA RICA;;25;59
32;10045934534;RANGEL ZAMARRON Hector Hugo;MEXICO;;33;56
33;10005671450;CARDOSO SANTOS Flavio;BRAZIL;FUN;33;55
34;10003246652;NAVARRETE Segundo;ECUADOR;;28;55
35;10001462054;ARDILA CANO Mauricio Alberto;COLOMBIA;;34;54,67
36;10006467254;BROWN Nathan;UNITED STATES OF AMERICA;BLS;22;54
37;10061399970;CALDERÓN Edson;COLOMBIA;;29;53
38;10005686305;FISHER Steve;UNITED STATES OF AMERICA;;23;52
39;10080883533;HOLST ENGER Sondre;NORWAY;TPB;20;50
40;10002140448;CHACON DIAZ José Isidro;BOLIVARIAN REPUBLIC OF VENEZUELA;;36;49
41;10008889325;WINTERDAL George;ARUBA;;35;48
42;10003120047;MILAN JIMENEZ Diego;DOMINICAN REPUBLIC;CCD;28;48
43;10005650333;COOKE Matt;UNITED STATES OF AMERICA;JSH;34;48
44;10007881333;HAGA Chad;UNITED STATES OF AMERICA;OPM;25;48
45;10002691631;CARRASCO Nieves;COSTA RICA;;34;46
46;10007743109;GOUGEARD Alexis;FRANCE;;20;46
47;10007923062;CARIAS Rafael;EL SALVADOR;;22;45
48;10008907311;MARTÍNEZ ADORNO Juan;PUERTO RICO;;26;45
49;10007447459;POPE Byron;BELIZE;;24;45
50;10005424708;CANO ARDILA Alex Norberto;COLOMBIA;;30;45
51;10004716507;ROJAS Yosvans;BOLIVARIAN REPUBLIC OF VENEZUELA;;25;45
52;10007124733;DO NASCIMENTO Rodrigo;BRAZIL;;28;42
53;10049192825;VILLALOBOS SOLIS Roman Daniel;COSTA RICA;;23;42
54;10005340236;SERNA TORO Alejandro;COLOMBIA;;29;42
55;10007726032;MESSINEO Leandro;ARGENTINA;SLS;34;41,67
56;10004850182;GARCIA ESTEVEZ Victor Manuel;SPAIN;;32;40
57;10008969551;RÍOS Javier;PANAMA;;22;40
58;10005378632;YAK Julian;GUATEMALA;;28;40
59;10006893145;LEMUS DAVILA Luis Enrique;MEXICO;JBC;21;40
60;10050358441;BETANCOURT AGÜERO Paúl Ricardo;COSTA RICA;;24;40
61;10003386290;BELL Zachary;CANADA;CSS;31;40
62;10007736742;MATTHEWS Darren;BARBADOS;STF;22;40
63;10006885566;CRADDOCK G Lawson;UNITED STATES OF AMERICA;BLS;21;40
64;10006836662;TAMAYO MARTINEZ Juan Sebastian;COLOMBIA;;25;39
65;10002362235;JACQUES-MAYNES Ben;UNITED STATES OF AMERICA;JSH;35;37
66;10003274540;PULIDO NARANJO Luis;MEXICO;;27;36
67;10008969450;RODRÍGUEZ Maicol;PANAMA;;27;35
68;10002526428;CESAR VELOSO Gustavo;SPAIN;OFM;33;35
69;10005488160;ALARCON José;BOLIVARIAN REPUBLIC OF VENEZUELA;;25;35
70;10004613948;MODOLO Sacha;ITALY;BAR;26;35
71;10002897856;ANTHONY Jesse;UNITED STATES OF AMERICA;OPM;28;34
72;10006481402;BARON CASTILLO Felix Alejandro;COLOMBIA;;22;34
73;10003376792;RODRIGUEZ ORTIZ Jackson;BOLIVARIAN REPUBLIC OF VENEZUELA;AND;28;34
74;10004771269;MONTANA Freddy;COLOMBIA;;31;33
75;10008889224;HODGE Gino;ARUBA;;33;32
76;10005986193;LEWIS Joseph;AUSTRALIA;HSD;24;32
77;10059187158;AJPACAJA TAX Alfredo Esteban;GUATEMALA;;24;32
78;10006823528;STUYVEN Jasper;BELGIUM;BLS;21;32
79;10004431567;DA SILVA RAMOS Kleber;BRAZIL;DAT;28;31
80;10002740737;SANTAMBROGIO Mauro;ITALY;VIN;29;31
81;10005673975;GARCIA RIVERA Juan Alejandro;COLOMBIA;COD;30;30,67
82;10006656002;MAYER Yannick;GERMANY;;22;30
83;10006927703;QUIÑONEZ Charli;EL SALVADOR;;26;30
84;10008887305;TROYER Roger;BELIZE;;32;30
85;10005295776;RODRIGUEZ HERNANDEZ José Frank;DOMINICAN REPUBLIC;;35;30
86;10005692668;RICHIEZ MATOS Edgardo;PUERTO RICO;;31;30
87;10005572127;GAIMON Phillip;UNITED STATES OF AMERICA;BPC;27;30
88;10002826320;DOS SANTOS Nilceu;BRAZIL;;36;30
89;10003442167;BAJADALI Andrew;UNITED STATES OF AMERICA;;40;30
90;10006918811;QUIROS Fabricio;COSTA RICA;;23;30
91;10005693274;MARTINEZ MONTERO John Edilberto;COLOMBIA;COD;30;29,67
92;10004546351;ZIRBEL Tom;UNITED STATES OF AMERICA;OPM;35;29
93;10059187259;MONTERROSO Dorian Javier;GUATEMALA;;20;29
94;10002316967;FRIEDMAN Michael;UNITED STATES OF AMERICA;OPM;31;29
95;10007701073;YOUNG Eric;UNITED STATES OF AMERICA;OPM;24;29
96;10003272217;KÖNIG Leopold;CZECH REPUBLIC;TNE;26;29
97;10061380267;OYARZÚN Carlos;CHILE;;32;28
98;10006879607;DUCHESNE Antoine;CANADA;BLS;22;28
99;10002938575;ORTEGA RAMIREZ Mauricio;COLOMBIA;;33;28
100;10006885364;FERRAZ AFFONSO Murilo;BRAZIL;DAT;22;28
101;10001319584;MEDINA MARINO Manuel;BOLIVARIAN REPUBLIC OF VENEZUELA;;37;28
102;10006271335;MANNION Gavin;UNITED STATES OF AMERICA;BLS;22;28
103;10004706201;PEREZ Jesus;BOLIVARIAN REPUBLIC OF VENEZUELA;;29;28
104;10007728153;ZURITA Gilver;BOLIVIA;;27;26
105;10006264261;GALVIZ Carlos;BOLIVARIAN REPUBLIC OF VENEZUELA;;25;25
106;10008666831;CAMPERO VILLARROEL Piter;BOLIVIA;;22;25
107;10002911091;SEABRA Renato;BRAZIL;DAT;35;25
108;10004589595;BAZZANA Alessandro;ITALY;UHC;29;25
109;10004847051;COLEX TEPOZ Bernardo;MEXICO;;30;24
