Rank,UCI ID,Name,Nationality,Team Code,Age,Points
1,10001457509,VALVERDE Alejandro,SPAIN,MOV,38,4168
2,10055330194,YATES Simon Philip,GREAT BRITAIN,MTS,26,3160
3,10005502914,VIVIANI Elia,ITALY,QST,29,3106
4,10005460373,SAGAN Peter,SLOVAKIA,BOH,28,3092
5,10007155752,ALAPHILIPPE Julian,FRANCE,QST,26,"2991,12"
6,10003253221,THOMAS Geraint,GREAT BRITAIN,SKY,32,"2777,25"
7,10004451371,VAN AVERMAET Greg,BELGIUM,BMC,33,"2744,47"
8,10007389259,DUMOULIN Tom,NETHERLANDS,SUN,28,"2693,86"
9,10006453110,WELLENS Tim,BELGIUM,LTS,27,2663
10,10006491708,BARDET Romain,FRANCE,ALM,28,2545
11,10006291947,MATTHEWS Michael,AUSTRALIA,SUN,28,"2459,86"
12,10008888921,ROGLIČ Primož,SLOVENIA,TLJ,29,2375
13,10006473722,PINOT Thibaut,FRANCE,GFC,28,2340
14,10009763436,LOPEZ MORENO Miguel Angel,COLOMBIA,AST,24,2273
15,10004393676,FROOME Chris,GREAT BRITAIN,SKY,33,"2111,68"
16,10006823528,STUYVEN Jasper,BELGIUM,TFS,26,2093
17,10005852821,KWIATKOWSKI Michal,POLAND,SKY,28,"2071,08"
18,10006883243,HUNDAHL Michael Valgren,DENMARK,AST,26,1998
19,10006467052,DEMARE Arnaud,FRANCE,GFC,27,1983
20,10009365433,NAESEN Oliver,BELGIUM,ALM,28,1866
21,10002836626,TERPSTRA Niki,NETHERLANDS,QST,34,"1803,45"
22,10006468062,COLBRELLI Sonny,ITALY,TBM,28,"1732,8"
23,10003269183,KRISTOFF Alexander,NORWAY,UAD,31,1712
24,10005513119,MOLLEMA Bauke,NETHERLANDS,TFS,32,1708
25,10007738055,ACKERMANN Pascal,GERMANY,BOH,24,1677
26,10006738854,QUINTANA Nairo,COLOMBIA,MOV,28,1588
27,10003401246,FUGLSANG Jakob,DENMARK,AST,33,1554
28,10004443994,KRUIJSWIJK Steven,NETHERLANDS,TLJ,31,1539
29,10042236612,IZAGUIRRE INSAUSTI Ion,SPAIN,TBM,29,1509
30,10002692540,POZZOVIVO Domenico,ITALY,TBM,36,1492
31,10002416694,GILBERT Philippe,BELGIUM,QST,36,"1465,55"
32,10009575395,MOSCON Gianni,ITALY,SKY,24,"1451,82"
33,10002916448,IMPEY Daryl,SOUTH AFRICA,MTS,34,"1444,18"
34,10009584489,BERNAL GOMEZ Egan Arley,COLOMBIA,SKY,21,"1427,25"
35,10007750280,BENOOT Tiesj,BELGIUM,LTS,24,"1424,43"
36,10008686332,MOHORIC Matej,SLOVENIA,TBM,24,1424
37,10005760164,PORTE Richie,AUSTRALIA,BMC,33,"1398,57"
38,10008648037,WOODS Michael,CANADA,EFD,32,1368
39,10008685726,MAS NICOLAU Enric,SPAIN,QST,23,"1346,89"
40,10004641836,URAN Rigoberto,COLOMBIA,EFD,31,1338
41,10005889193,DENNIS Rohan,AUSTRALIA,BMC,28,"1307,57"
42,10006679543,JUNGELS Bob,LUXEMBOURG,QST,26,"1276,45"
43,10007524756,TEUNS Dylan,BELGIUM,BMC,26,"1241,57"
44,10005467952,ULISSI Diego,ITALY,UAD,29,1237
45,10002837838,NIBALI Vincenzo,ITALY,TBM,34,1172
46,10007059055,YATES Adam,GREAT BRITAIN,MTS,26,"1167,45"
47,10005379339,DEGENKOLB John,GERMANY,TFS,29,"1166,43"
48,10006877886,LUTSENKO Alexey,KAZAKHSTAN,AST,26,1128
49,10003224828,MARTIN Daniel,IRELAND,UAD,32,1121
50,10006444521,BENNETT George,NEW ZEALAND,TLJ,28,1106
51,10003205327,KREUZIGER Roman,CZECH REPUBLIC,MTS,32,1100
52,10002782264,ŠTYBAR Zdeněk,CZECH REPUBLIC,QST,33,1088
53,10007167775,KONRAD Patrick,AUSTRIA,BOH,27,1087
54,10007293269,GROENEWEGEN Dylan,NETHERLANDS,TLJ,25,"1067,71"
55,10006836763,LANDA MEANA Mikel,SPAIN,MOV,29,1056
56,10009165672,CARAPAZ Richard,ECUADOR,MOV,25,1039
57,10009850534,HOFSTETTER Hugo,FRANCE,COF,24,1028
58,10008922364,SOLER Marc,SPAIN,MOV,25,"1009,17"
59,10008198096,LAPORTE Christophe,FRANCE,COF,26,1008
60,10007128470,PASQUALON Andrea,ITALY,WGG,30,1006
61,10005902230,DUPONT Timothy,BELGIUM,WGG,31,1004
62,10006737238,PRADES REVERTER Eduard,SPAIN,EUS,31,978
63,10008681278,LATOUR Pierre,FRANCE,ALM,25,976
64,10005391261,VANMARCKE Sep,BELGIUM,EFD,30,971
65,10003085994,HERMANS Ben,BELGIUM,ICA,32,969
66,10008693810,SCHACHMANN Maximilian,GERMANY,QST,24,"959,47"
67,10003357901,IZAGIRRE INSAUSTI Gorka,SPAIN,TBM,31,953
68,10008689564,PEDERSEN Mads,DENMARK,TFS,23,949
69,10004564337,CARUSO Damiano,ITALY,BMC,31,"945,14"
70,10004774202,TRENTIN Matteo,ITALY,MTS,29,"937,33"
71,10008622876,LAMPAERT Yves,BELGIUM,QST,27,"928,34"
72,10008706136,JAKOBSEN Fabio,NETHERLANDS,QST,22,"927,14"
73,10002444784,SANCHEZ Luis Leon,SPAIN,AST,35,922
74,10007585986,VAN AERT Wout,BELGIUM,,24,922
75,10007809490,EWAN Caleb,AUSTRALIA,MTS,24,"920,31"
76,10006599519,BENNETT Sam,IRELAND,BOH,28,905
77,10006473015,KELDERMAN Wilco,NETHERLANDS,SUN,27,"887,24"
78,10007988235,BUCHMANN Emanuel,GERMANY,BOH,26,856
79,10008656828,GAVIRIA RENDON Fernando,COLOMBIA,QST,24,"836,55"
80,10002350414,GASPAROTTO Enrico,ITALY,TBM,36,827
81,10008854464,ROOSEN Timo,NETHERLANDS,TLJ,25,"825,04"
82,10019821326,BOASSON-HAGEN Edvald,NORWAY,DDD,31,825
83,10006914969,VAN POPPEL Danny,NETHERLANDS,TLJ,25,"824,6"
84,10003259685,COSTA Rui,PORTUGAL,UAD,32,817
85,10007518591,FORMOLO Davide,ITALY,BOH,26,807
86,10005380450,MAJKA Rafal,POLAND,BOH,29,795
87,10002214311,GREIPEL André,GERMANY,LTS,36,769
88,10008688352,OOMEN Sam,NETHERLANDS,SUN,23,"763,81"
89,10005865248,DILLIER Silvan,SWITZERLAND,ALM,28,"758,33"
90,10009163753,MADOUAS Valentin,FRANCE,GFC,22,757
91,10005397224,CANOLA Marco,ITALY,NIP,30,739
92,10003105600,VISCONTI Giovanni,ITALY,TBM,35,732
93,10016277792,SOSA CUERVO Ivan Ramiro,COLOMBIA,ANS,21,715
94,10006486452,TRATNIK Jan,SLOVENIA,CCC,28,"700,38"
95,10004819466,DEBUSSCHERE Jens,BELGIUM,LTS,29,692
96,10006889206,SKUJINS Toms,LATVIA,TFS,27,690
97,10005768248,HAAS Nathan,AUSTRALIA,TKA,29,"687,67"
98,10002858248,VANENDERT Jelle,BELGIUM,LTS,33,"686,43"
99,10008895183,CALMEJANE Lilian,FRANCE,TDE,26,680
100,10046109336,KRAGH ANDERSEN Søren,DENMARK,SUN,24,"674,03"
101,10003211286,DEHAES Kenny,BELGIUM,WVA,34,673
102,10007381781,NIELSEN Magnus Cort,DENMARK,AST,25,668
103,10007517076,MARTIN Guillaume,FRANCE,WGG,25,666
104,10004507753,VAN GARDEREN Tejay,UNITED STATES OF AMERICA,BMC,30,"664,57"
105,10009230441,HODEG CHAGUI Alvaro Jose,COLOMBIA,QST,22,"663,86"
106,10011081424,GROSSSCHARTNER Felix,AUSTRIA,BOH,25,657
107,10008674612,ALMEIDA GUERREIRO Ruben Antonio,PORTUGAL,TFS,24,"654,89"
108,10007609228,BILBAO LOPEZ DE ARMENTIA Peio,SPAIN,AST,28,654
109,10007753415,MOLARD Rudy,FRANCE,GFC,29,652
110,10011144068,HIRSCHI Marc,SWITZERLAND,DSU,20,650
111,10007946203,VAN DER POEL Mathieu,NETHERLANDS,COC,23,633
112,10014972740,POGAČAR Tadej,SLOVENIA,LJU,20,631
113,10009226401,MARTINEZ POVEDA Daniel Felipe,COLOMBIA,EFD,22,629
114,10006242841,DE BIE Sean,BELGIUM,VWC,27,628
115,10008661777,BALLERINI Davide,ITALY,ANS,24,628
116,10003223919,ROUX Anthony,FRANCE,GFC,31,625
117,10086252279,POELS Wouter,NETHERLANDS,SKY,31,"624,25"
118,10006642763,MEURISSE Xandro,BELGIUM,WGG,26,624
119,10005977305,HERRADA Jesus,SPAIN,COF,28,617
120,10007516773,SENECHAL Florian,FRANCE,QST,25,615
121,10006400465,VICHOT Arthur,FRANCE,GFC,30,602
122,10002986065,DRUCKER Jean-Pierre,LUXEMBOURG,BMC,32,584
