Rank,UCI ID,Name,Nationality,Team Code,Age,Points
1,10002416694,GILBERT Philippe,BELGIUM,OLO,29,718
2,10001338883,EVANS Cadel,AUSTRALIA,BMC,34,584
3,10001497117,RODRIGUEZ OLIVER Joaquim,SPAIN,KAT,32,446
4,10001426284,SCARPONI Michele,ITALY,LAM,32,419
5,10002858652,MARTIN Tony,GERMANY,THR,26,349
6,10002286049,SANCHEZ GONZALEZ Samuel,SPAIN,EUS,33,317
7,10002837838,NIBALI Vincenzo,ITALY,LIQ,27,310
8,10003224828,MARTIN Daniel,IRELAND,GRM,25,296
9,10001442250,WIGGINS Bradley,GREAT BRITAIN,SKY,31,289
10,10001427496,SCHLECK Fränk,LUXEMBOURG,LEO,31,284
11,10019821326,HAGEN Edvald Boasson,NORWAY,SKY,24,260
12,10001592400,CANCELLARA Fabian,SWITZERLAND,LEO,30,252
13,10002886237,SCHLECK Andy,LUXEMBOURG,LEO,26,252
14,10001398905,BASSO Ivan,ITALY,LIQ,34,250
15,10004393676,FROOME Chris,GREAT BRITAIN,SKY,26,230
16,10001157314,VINOKUROV Alexandr,KAZAKHSTAN,AST,38,230
17,10048456433,GESINK Robert,NETHERLANDS,RAB,25,222
18,10003029919,GOSS Matthew,AUSTRALIA,THR,25,217
19,10001655448,CUNEGO Damiano,ITALY,LAM,30,213
20,10001282606,KLÖDEN Andreas,GERMANY,RSH,36,207
21,10005460373,SAGAN Peter,SLOVAKIA,LIQ,21,198
22,10005513119,MOLLEMA Bauke,NETHERLANDS,RAB,25,190
23,10001308874,MILLAR David,GREAT BRITAIN,GRM,34,185
24,10004641836,URAN Rigoberto,COLOMBIA,SKY,24,179
25,10002338286,PERAUD Jean Christophe,FRANCE,ALM,34,161
26,10001123261,LEIPHEIMER Levi,UNITED STATES OF AMERICA,RSH,38,158
27,10001112955,HORNER Christopher,UNITED STATES OF AMERICA,RSH,40,153
28,10003292324,CAVENDISH Mark,GREAT BRITAIN,THR,26,152
29,10003205327,KREUZIGER Roman,CZECH REPUBLIC,AST,25,145
30,10001397891,BOONEN Tom,BELGIUM,QST,31,140
31,10003401246,FUGLSANG Jakob,DENMARK,LEO,26,136
32,10002214311,GREIPEL André,GERMANY,OLO,29,132
33,10004443994,KRUIJSWIJK Steven,NETHERLANDS,RAB,24,128
34,10001336459,GADRET John,FRANCE,ALM,32,126
35,10002527438,VAN DEN BROECK Jurgen,BELGIUM,OLO,28,125
36,10001207531,HUSHOVD Thor,NORWAY,GRM,33,123
37,10004839977,INTXAUSTI ELORRIAGA Beñat,SPAIN,MOV,25,118
