Rank,Name,Team Code,Nationality,Points
1,PROTOUCH,PRO,SOUTH AFRICA,"799,25"
2,BENEDICTION IGNITE,BIG,RWANDA,"160,5"
3,SIDI ALI - UNLOCK TEAM,SUT,MOROCCO,"105,01"
4,BAI SICASAL PETRO DE LUANDA,BSP,ANGOLA,15
5,MAY STARS,MSR,RWANDA,15
