Rank,UCI ID,Name,Nationality,Team Code,Age,Points
1,10050087043,SUTHERLAND Rory,AUSTRALIA,UHC,30,"184,8"
2,10089627778,RICHEZE Maximiliano Ariel,ARGENTINA,PPO,29,166
3,10002193796,UBETO APONTE Miguel,BOLIVARIAN REPUBLIC OF VENEZUELA,AND,36,150
4,10001107194,CARDENAS RAVELO Félix Rafael,COLOMBIA,,40,148
5,10001561882,SIMON Edgardo,ARGENTINA,RCT,38,121
6,10004505329,SEREBRYAKOV Alexander,RUSSIAN FEDERATION,TT1,25,119
7,10002513290,PARISIEN Francois,CANADA,SPI,30,99
8,10004522305,NAZARET Magno,BRAZIL,FUN,26,96
9,10004783292,DIDIER BULGARELLI Otavio,BRAZIL,FUN,28,96
10,10002226940,LANGLOIS Bruno,CANADA,,33,96
11,10054655945,MANCEBO PEREZ Francisco,SPAIN,RCC,36,94
12,10003192492,MURPHY John,UNITED STATES OF AMERICA,KPC,28,92
13,10005876766,BRICENO Jimmi,BOLIVARIAN REPUBLIC OF VENEZUELA,,26,90
14,10007863448,QUEVEDO CHINCHILLA Xavier Antonio,BOLIVARIAN REPUBLIC OF VENEZUELA,,21,88
15,10004437429,SOTO PERERA Jorge,URUGUAY,,26,87
16,10002755487,COTUMBA COA Juan,BOLIVIA,,32,86
17,10007491717,DOMBROWSKI Joseph Lloyd,UNITED STATES OF AMERICA,BLS,21,86
18,10002250683,TURPIN Ludovic,FRANCE,,37,85
19,10004809160,MANSILLA ALMONACID Luis,CHILE,,26,85
20,10005698429,HANSON Ken,UNITED STATES OF AMERICA,OPT,30,85
21,10007164947,RODRIGUES José Eriberto,BRAZIL,RCT,28,84
22,10002731643,ILESIC Aldo Ino,SLOVENIA,TT1,28,83
23,10005736825,RICHEZE Mauro Abel,ARGENTINA,PPO,27,83
24,10002895533,GARCIA Artur,BOLIVARIAN REPUBLIC OF VENEZUELA,,28,81
25,10004546351,ZIRBEL Tom,UNITED STATES OF AMERICA,OPT,34,77
26,10004431567,RAMOS DA SILVA Kleber,BRAZIL,RCT,27,76
27,10005975483,DIAZ Daniel,ARGENTINA,SLS,23,76
28,10009340373,DE MAAR Marc,NETHERLANDS,UHC,28,75
29,10006012768,RINCON DIAZ Wilson Ramiro,COLOMBIA,EPM,25,74
30,10061379863,RODAS Julián,COLOMBIA,,30,72
31,10004361950,KHOURY DIAZ Raye,DOMINICAN REPUBLIC,,38,71
32,10001113157,RODRIGUEZ Fred,UNITED STATES OF AMERICA,XRG,39,68
33,10004771168,CASAS BUITRAGO Ivan Mauricio,COLOMBIA,,32,67
34,10007748563,MUDARRA SEGURA Pablo Luis,COSTA RICA,,21,66
