Rank;UCI ID;Name;Nationality;Team Code;Age;Points
1;10010996043;HARPER Chris;AUSTRALIA;BSC;24;365
2;10046251200;WHELAN James;AUSTRALIA;DEC;22;235
3;10011137806;MONK Cyrus;AUSTRALIA;DEC;22;223
4;10014837344;LEA Jason;AUSTRALIA;BSC;22;158
5;10007809692;MCCORMICK Hayden;NEW ZEALAND;ONE;24;148
6;10007587303;CHAVES RUBIO Jhoan Esteban;COLOMBIA;MTS;28;142
7;10005968312;CHRISTIE Jason;NEW ZEALAND;;28;125
8;10021860144;BOND Hamish;NEW ZEALAND;;32;120
9;10009778186;THOMAS Ryan;AUSTRALIA;BCT;23;104
10;10007229817;EDMONDSON Alexander;AUSTRALIA;MTS;25;103
11;10011128611;LYONS Angus;AUSTRALIA;MBL;22;98
12;10009000671;MARTIN Oliver;AUSTRALIA;BCT;23;98
13;10004595558;MEYER Cameron;AUSTRALIA;MTS;30;94
14;10005608503;TORCKLER Michael;NEW ZEALAND;;31;93
15;10012902802;WHITE Liam;AUSTRALIA;DEC;24;90
16;10009782129;LAKE Sean;AUSTRALIA;BSC;27;85
17;10006874553;MC CARTHY Jay;AUSTRALIA;BOH;26;75
18;10014260293;MARRYATT Jake;NEW ZEALAND;;22;70
19;10006720161;HOWSON Damien;AUSTRALIA;MTS;26;70
20;10010004522;CROME Sam;AUSTRALIA;BSC;25;69
21;10008088467;ORAM James;NEW ZEALAND;ONE;25;68
22;10008674612;GUERREIRO Ruben;PORTUGAL;TFS;24;66
23;10010995841;SUNDERLAND Dylan;AUSTRALIA;BSC;22;65
24;10010794060;BROWN Connor;NEW ZEALAND;MBL;20;61
25;10006383893;VINK Michael;NEW ZEALAND;BCT;27;53
26;10007809490;EWAN Caleb;AUSTRALIA;MTS;24;50
27;10005768248;HAAS Nathan;AUSTRALIA;TKA;29;50
28;10006444521;BENNETT George;NEW ZEALAND;TLJ;28;50
29;10005889193;DENNIS Rohan;AUSTRALIA;BMC;28;50
30;10046246045;MURTAGH Conor;AUSTRALIA;MBL;25;50
31;10011132752;MAGENNIS Liam;AUSTRALIA;DEC;21;43
32;10003471873;BIBBY Ian;GREAT BRITAIN;JLT;32;40
33;10046248671;OGILVIE James;AUSTRALIA;;38;40
34;10014876750;BERENDS Ethan;AUSTRALIA;;20;40
35;10008813644;BOWDEN Scott;AUSTRALIA;BSC;23;40
36;10009557918;POTTER Michael;AUSTRALIA;ACA;21;36
37;10072871030;VAN DAM Ben;AUSTRALIA;;26;35
38;10046246247;EVANS Alexander;AUSTRALIA;MBL;21;35
39;10007946910;BAYLY Cameron;AUSTRALIA;BSC;28;35
40;10014877760;STANNARD Robert;AUSTRALIA;MTS;20;33
41;10015011742;FOUCHE James;NEW ZEALAND;WGN;20;30
42;10011087686;HAMILTON Christopher;AUSTRALIA;SUN;23;30
43;10004405501;GATE Aaron;NEW ZEALAND;ABS;28;30
44;10006291240;DURBRIDGE Luke;AUSTRALIA;MTS;27;30
45;10009642992;CAMERON Timothy;AUSTRALIA;STG;27;30
46;10009115556;SCOTSON Callum;AUSTRALIA;MBE;22;26
47;10021982002;TALBOT Ian;NEW ZEALAND;;21;25
48;10079601618;AYLIFFE Tom;AUSTRALIA;;31;25
49;10007935085;NEILANDS Krists;LATVIA;ICA;24;25
50;10006883344;HANSEN Lasse Norman;DENMARK;ABS;26;23
51;10005760164;PORTE Richie;AUSTRALIA;BMC;33;21
52;10002929683;LAMPIER Steve;GREAT BRITAIN;;34;20
53;10013551486;CARMAN Ben;AUSTRALIA;MBL;23;20
54;10010973512;OVETT Freddy;AUSTRALIA;ACA;24;20
55;10008689564;PEDERSEN Mads;DENMARK;TFS;23;19
56;10003293233;CLANCY Edward;GREAT BRITAIN;JLT;33;17
57;10006723494;HORGAN Samuel;NEW ZEALAND;;31;15
58;10046247964;BONDARENKO-EDWARDS Sascha;AUSTRALIA;DEC;25;15
59;10009992192;JENNER Samuel;AUSTRALIA;MBE;21;15
60;10023664243;HAMILTON Ben;NEW ZEALAND;;19;15
61;10046251196;MAWDITT Lionel;AUSTRALIA;JBC;23;15
62;10007809894;SCOTSON Miles;AUSTRALIA;BMC;24;15
63;10003122875;ODLIN Paul;NEW ZEALAND;;40;11
64;10004439449;BAUER Jack;NEW ZEALAND;MTS;33;10
65;10003032949;CLARKE Simon;AUSTRALIA;EFD;32;10
66;10014864929;REDDISH Nicholas;NEW ZEALAND;OLI;22;10
67;10006784122;VON HOFF Steele;AUSTRALIA;BSC;31;10
68;10008670871;EG Niklas;DENMARK;TFS;23;10
69;10015604957;CHRISTIE-JOHNSTON Alastair;AUSTRALIA;BSC;20;10
70;10015146431;HART Riley;AUSTRALIA;;19;10
71;10009144353;TUCKNOTT Reece;AUSTRALIA;;22;10
72;10009499112;GIBSON Matthew;GREAT BRITAIN;JLT;22;7
73;10010664930;SCOTT Cameron;AUSTRALIA;ACA;20;7
74;10008826778;STEWART Thomas;GREAT BRITAIN;JLT;28;7
75;10006874452;KERBY Jordan;NEW ZEALAND;BCT;26;7
76;10005776433;EARLE Nathan;AUSTRALIA;ICA;30;6
77;10009979361;CHRISTENSEN Ryan;NEW ZEALAND;BCC;22;6
78;10015605260;JONES Campbell;AUSTRALIA;OLI;19;6
79;10009139303;MUDGWAY Luke;NEW ZEALAND;HRB;22;6
80;10014258879;WEST Alex;NEW ZEALAND;;21;5
81;10009642689;CANTY Brendan;AUSTRALIA;EFD;26;5
82;10006717232;EVANS Brad;NEW ZEALAND;MBL;26;5
83;10009117172;ROSS Mathew;AUSTRALIA;;22;5
84;10006003270;WARBASSE Lawrence;UNITED STATES OF AMERICA;ABS;28;5
85;10010126477;LACK Alex;AUSTRALIA;;21;5
86;10007179903;MEIJERS Jeroen;NETHERLANDS;RNL;25;5
87;10008994914;KAESLER Tom;AUSTRALIA;DEC;23;5
88;10009971176;TOOVEY Ayden;AUSTRALIA;BSC;23;5
89;10004763690;WILSON Joshua;AUSTRALIA;;34;5
90;10009433333;SPENCER Trevor;AUSTRALIA;OLI;25;5
91;10046249075;CALDER Angus;AUSTRALIA;;21;5
92;10015607684;SUNDE Blake;NEW ZEALAND;;20;5
93;10011142149;BEIKOFF Joshua;AUSTRALIA;BCT;20;5
94;10009780513;O'CONNOR Ben;AUSTRALIA;DDD;23;4
95;10006874654;LANE Patrick;AUSTRALIA;;27;4
96;10015605361;SENS Connor;AUSTRALIA;;19;3
97;10007809995;KENNETT Dylan;NEW ZEALAND;STG;24;3
98;10005608604;COOPER Joseph;NEW ZEALAND;BSC;33;3
99;10014262115;ORCHARD Toby;AUSTRALIA;ACA;22;3
100;10003726396;HADEN Glenn;NEW ZEALAND;;35;3
101;10015605159;WHITE Calan;AUSTRALIA;BCT;19;3
102;10079601719;BIRTWISTLE Kris;AUSTRALIA;;43;3
103;10005986294;FREIBERG Michael;AUSTRALIA;BSC;28;3
104;10002324849;MILOSTIC Peter;AUSTRALIA;;44;3
105;10009524976;WHITEHOUSE Daniel;GREAT BRITAIN;IPC;23;3
106;10009492139;POWER Rob;AUSTRALIA;MTS;23;3
107;10015536552;WHITE Nicholas;AUSTRALIA;OLI;21;3
108;10015606573;ELWORTHY Oscar;NEW ZEALAND;;19;3
109;10022046060;YOUNG Oliver;NEW ZEALAND;;21;3
110;10016341248;GRIEVE Brett;NEW ZEALAND;;38;1
111;10022002513;SCARLETT Rob;NEW ZEALAND;;38;1
112;10004595962;O'BRIEN Mark;AUSTRALIA;;31;1
113;10005968615;SCULLY Tom;NEW ZEALAND;EFD;28;1
114;10046250388;COYLE Jesse;AUSTRALIA;MBL;24;1
115;10008695729;SMITH Dion;NEW ZEALAND;WGG;25;1
116;10010597838;DOBBS Sam;NEW ZEALAND;TIR;21;1
117;10013740234;BAILEY Harrison;AUSTRALIA;;22;1
118;10011128712;MOREY Drew;AUSTRALIA;MBE;22;1
