Rank;UCI ID;Name;Nationality;Team Code;Age;Points
1;10009584489;BERNAL GOMEZ Egan Arley;COLOMBIA;IGD;24;2576
2;10009165672;CARAPAZ Richard;ECUADOR;IGD;28;2018
3;10008648037;WOODS Michael;CANADA;ISN;35;1893
4;10008814351;POWLESS Neilson;UNITED STATES OF AMERICA;EFN;25;986
5;10004641836;URAN Rigoberto;COLOMBIA;EFN;34;835
6;10006738854;QUINTANA Nairo;COLOMBIA;ARK;31;827
7;10009763436;LOPEZ MORENO Miguel Angel;COLOMBIA;MOV;27;704
8;10007587303;CHAVES RUBIO Jhoan Esteban;COLOMBIA;BEX;31;703
9;10008834660;KUSS Sepp;UNITED STATES OF AMERICA;TJV;27;550
10;10015092372;MCNULTY Brandon;UNITED STATES OF AMERICA;UAD;23;456
11;10009226401;MARTINEZ POVEDA Daniel Felipe;COLOMBIA;IGD;25;420
12;10010985535;HIGUITA GARCIA Sergio Andres;COLOMBIA;EFN;24;390
13;10009037552;RESTREPO VALENCIA Jhonatan;COLOMBIA;ANS;27;341
13;10013400330;JURADO LOPEZ Christofer;PANAMA;PCV;26;341
15;10008656828;GAVIRIA RENDON Fernando;COLOMBIA;UAD;27;339
16;10009230441;HODEG CHAGUI Alvaro Jose;COLOMBIA;DQT;25;298
17;10076572487;SIMMONS Quinn;UNITED STATES OF AMERICA;TFS;20;297
18;10006564860;SEPULVEDA Eduardo;ARGENTINA;ANS;30;275
19;10076057377;ARCHIBOLD CASTILLO Franklin;PANAMA;PCV;24;270
20;10056423971;GONZÁLEZ RIVERA Abner;PUERTO RICO;MOV;21;263
21;10074893377;SOTO MARTINEZ Nelson;COLOMBIA;;27;257
22;10005475733;BOIVIN Guillaume;CANADA;ISN;32;241
23;10016009832;CEPEDA Jefferson;ECUADOR;ANS;23;240
24;10074893478;MOREIRA Mauricio;URUGUAY;EFP;26;238
25;10016277792;SOSA CUERVO Ivan Ramiro;COLOMBIA;IGD;24;230
26;10012493479;HOEHN Alex;UNITED STATES OF AMERICA;WGC;24;207
27;10008668245;PITA Cristian;ECUADOR;BES;26;203
28;10035337585;BUITRAGO SANCHEZ Santiago;COLOMBIA;TBV;22;197
29;10035195725;GARCIA SUSA Jhojan Orlando;COLOMBIA;CJR;23;182
30;10006000240;HOULE Hugo;CANADA;APT;31;180
31;10007491717;DOMBROWSKI Joseph Lloyd;UNITED STATES OF AMERICA;UAD;30;178
32;10057336175;RUBIO REYES Einer Augusto;COLOMBIA;MOV;23;172
33;10007198996;NOVOA Sebastian;ECUADOR;BES;29;170
34;10051994206;PICCOLI James;CANADA;ISN;30;168
35;10008971268;MOLANO BENAVIDES Juan Sebastian;COLOMBIA;UAD;27;166
36;10003246955;GUAMA Bayron;ECUADOR;BES;36;155
36;10035306263;GUTIERREZ RENDON Heberth Alejandro;COLOMBIA;;22;155
38;10015956783;JORGENSON Matteo;UNITED STATES OF AMERICA;MOV;22;149
39;10005691658;HENAO MONTOYA Sergio Luis;COLOMBIA;TQA;34;141
40;10076567841;COTE Pier Andre;CANADA;RLY;24;135
41;10006002967;ROSSKOPF Joseph;UNITED STATES OF AMERICA;RLY;32;133
42;10006429565;ANACONA Winner Andrew;COLOMBIA;ARK;33;131
43;10050678137;RODRIGUEZ AGUILAR Jose;CHILE;STF;27;130
44;10035246548;HOYOS CANO Juan Diego;COLOMBIA;;25;128
45;10009764648;VARGAS ALZATE Walter Alejandro;COLOMBIA;MED;29;126
46;10009756564;CALA CALA Aristobulo;COLOMBIA;;31;125
