Rank;UCI ID;Name;Nationality;Team Code;Age;Points
1;10004595053;ALIZADEH Hossein;ISLAMIC REPUBLIC OF IRAN;TPT;24;223
2;10002208146;SCHUMACHER Stefan;GERMANY;CWO;31;221,33
3;10005503217;GUARDINI Andrea;ITALY;FAR;23;216
4;10001216625;WONG Kam-Po;HONG KONG, CHINA;;39;210
5;10003094381;NISHITANI Taiji;JAPAN;AIS;31;207
6;10005560710;MEZGEC Luka;SLOVENIA;SAK;24;186
7;10002480655;SERPA PEREZ Jose Rodolfo;COLOMBIA;AND;33;180
8;10004874232;SALEH Mohd Harrif;MALAYSIA;TSG;24;145
9;10089627778;RICHEZE Maximiliano Ariel;ARGENTINA;PPO;29;129
10;10005776231;WURF Cameron;AUSTRALIA;CSS;29;121,33
11;10002946255;POLLOCK Rhys;AUSTRALIA;DPC;32;120
12;10049906480;JULES Justin;FRANCE;VRU;26;119
13;10002735683;PEDERSEN Martin;DENMARK;CWO;29;117,33
14;10006406832;OTHMAN Muhamad Adiq Husainie;MALAYSIA;CSS;21;114
15;10001271286;BALIANI Fortunato;ITALY;PPO;38;113
16;10004505329;SEREBRYAKOV Alexander;RUSSIAN FEDERATION;TT1;25;110
17;10001199144;ASKARI Hossein;ISLAMIC REPUBLIC OF IRAN;TPT;37;109
18;10006469577;KEOUGH Jacobe;UNITED STATES OF AMERICA;UHC;25;106
19;10004127231;SALEH Mohd Zamri;MALAYSIA;TSG;29;103
20;10002301914;KHALMURATOV Muradjan;UZBEKISTAN;SLY;30;99
21;10002357282;FUKUSHIMA Shinichi;JAPAN;TSG;41;99
22;10006282247;JANSE VAN RENSBURG Reinardt;SOUTH AFRICA;MTN;23;93
23;10002865928;RAMIREZ ABEJA Javier;SPAIN;ACG;34;92
24;10006079456;JANG Chanjae;KOREA;TSG;23;88
25;10003349211;HUIZENGA Jenning;NETHERLANDS;RB3;28;87,67
26;10003264941;TLEUBAYEV Ruslan;KAZAKHSTAN;AS2;25;87,67
27;10007621958;GIACOPPO Anthony;AUSTRALIA;GEN;26;86
28;10002481160;RUJANO GUILLEN José;BOLIVARIAN REPUBLIC OF VENEZUELA;;30;84
29;10001140136;NIÑO CORREDOR Victor;COLOMBIA;AZC;39;83
30;10003326070;CRAWFORD Jai;AUSTRALIA;GEN;29;82
31;10004643452;ARREDONDO MORENO Julian David;COLOMBIA;PPO;24;82
32;10006886273;KINOSHITA Tomohiro;JAPAN;;21;80
33;10005608503;TORCKLER Michael;NEW ZEALAND;;25;79
34;10002694358;VEELERS Tom;NETHERLANDS;ARG;28;78
35;10002510563;KAŇKOVSKÝ Alois;CZECH REPUBLIC;ADP;29;77
36;10007351368;LOVELOCK-FAY Mitchell;AUSTRALIA;;20;76
37;10075106575;PUJOL MUÑOZ Oscar;SPAIN;;29;76
38;10004593437;NATEGHI Mahdi;ISLAMIC REPUBLIC OF IRAN;TPT;25;76
39;10004656990;HATANAKA Yusuke;JAPAN;SMN;27;70
40;10001414059;WACKER Eugen;KYRGYZSTAN;UST;38;68
41;10002751346;FERRARI Roberto;ITALY;AND;29;67
42;10002839555;KEMPS Aaron;AUSTRALIA;CSS;29;65,33
43;10002731643;ILESIC Aldo Ino;SLOVENIA;TT1;28;63
44;10004557263;ABREKOV Yusup;UZBEKISTAN;SLY;27;62
45;10004547462;MORI Kazuhiro;JAPAN;AIS;30;62
46;10003340723;SANO Junya;JAPAN;PPO;30;62
47;10004527759;MANAN Anuar;MALAYSIA;CSS;26;60
48;10001128921;MÜLLER Dirk;GERMANY;TSP;39;59
49;10006378439;SCHNAIDT Fabian;GERMANY;SCS;22;59
50;10006570924;REIJNEN Kiel;UNITED STATES OF AMERICA;TT1;26;57
51;10003046487;PARK Sungbaek;KOREA;KSP;27;56
52;10003382149;GIRAUD Benjamin;FRANCE;LPM;26;56
53;10007723709;SHEPPARD Eric;AUSTRALIA;;21;54
54;10079277676;MOAZAMI GODARZI Arvin;ISLAMIC REPUBLIC OF IRAN;AZC;22;53
55;10005747939;ERSHOV Artur;RUSSIAN FEDERATION;RVL;22;51
56;10005601429;FENG Chun Kai;CHINESE TAIPEI;ACT;24;49
57;10004556455;NAKAJIMA Yasuharu;JAPAN;AIS;28;49
58;10007622463;PHELAN Adam;AUSTRALIA;DPC;21;49
59;10008977130;TRINH Duc Tam;VIETNAM;;20;47
60;10004502400;KITTEL Marcel;GERMANY;ARG;24;47
61;10006878088;TSISSARUK Ivan;KAZAKHSTAN;;20;46
62;10004872616;KWOK Ho Ting;HONG KONG, CHINA;;24;46
63;10005776433;EARLE Nathan;AUSTRALIA;GEN;24;46
64;10008717048;RAVINA Jonipher;PHILIPPINES;;31;45
65;10002696681;BAEZ ALVAREZ Giovanny Manuel;COLOMBIA;EPM;31;45
66;10002510967;POPKOV Vitalii;UKRAINE;ISD;29;44,67
67;10004860892;FITRIANTO Hari;INDONESIA;;27;44
68;10002311917;COLLI Daniele;ITALY;TT1;30;44
69;10005595264;LEBAS Thomas;FRANCE;BGT;27;43
70;10008000965;LOW Darren;SINGAPORE;TSI;24;42
71;10002360518;CANDELARIO Alexander;UNITED STATES OF AMERICA;OPT;37;42
72;10003317784;CHAN Chun Hing;HONG KONG, CHINA;;31;41
73;10007758566;JOVEN Cris;PHILIPPINES;;26;40
74;10004842001;LOH Sea Keong;MALAYSIA;TSI;26;40
75;10007633274;NISHIZONO Ryota;JAPAN;BGT;25;40
76;10005651343;SCHMITT Alexander;GERMANY;TSP;23;40
77;10006279217;HO Burr;HONG KONG, CHINA;;20;38
78;10054282089;YEUNG Ronald;HONG KONG, CHINA;;24;38
79;10004821486;LAPTHORNE Darren;AUSTRALIA;DPC;29;38
80;10001105679;RASMUSSEN Michael;DENMARK;CWO;38;37,33
81;10002227243;SAEIDITANHA Abbas;ISLAMIC REPUBLIC OF IRAN;AZC;31;37
82;10004872313;SEO Joonyong;KOREA;SCT;24;37
83;10003221087;VOLIK Konstantin;UZBEKISTAN;SLY;28;35
84;10006877886;LUTSENKO Alexey;KAZAKHSTAN;AS2;20;35
85;10007919830;RUSSO Evgeny;KYRGYZSTAN;;23;35
86;10008001369;GOH Choon Huat;SINGAPORE;TSI;22;35
87;10006236272;SPRINGER Christoph;GERMANY;SCS;27;35
88;10007966411;EBSEN John;DENMARK;CCN;24;35
89;10007680663;SURYADI Bambang;INDONESIA;;22;35
90;10007169795;GOOS Marc;NETHERLANDS;RB3;22;34,67
91;10006718545;WANG Meiyin;PEOPLE'S REPUBLIC OF CHINA;HEN;24;34
92;10051354511;LOBATO DEL VALLE Juan Jose;SPAIN;ACG;24;33
93;10007618120;RODGERS Lee;GREAT BRITAIN;CCN;40;32
94;10003376792;RODRIGUEZ ORTIZ Jackson;BOLIVARIAN REPUBLIC OF VENEZUELA;AND;27;31
95;10003305155;CHEUNG King Wai;HONG KONG, CHINA;;27;30
96;10005905563;GONG Hyosuk;KOREA;GGC;26;30
97;10061388250;ANUAR AZIZ Saiful;MALAYSIA;;26;30
98;10002652528;FIRSANOV Sergey;RUSSIAN FEDERATION;RVL;30;30
99;10006468062;COLBRELLI Sonny;ITALY;COG;22;30
100;10007295996;SLIK Ivar;NETHERLANDS;RB3;19;29,67
101;10003199364;FODER Daniel;DENMARK;CWO;29;29,33
102;10006714505;JANG Kyunggu;KOREA;KTM;22;29
103;10005698429;HANSON Ken;UNITED STATES OF AMERICA;OPT;30;29
104;10005760063;ROGERS* Rico Dene Thomas;NEW ZEALAND;NGR;34;29
105;10006884556;VAN DER LIJKE Nick;NETHERLANDS;RB3;21;27,67
106;10006408145;MAT SENAN Mohammad Saufi;MALAYSIA;TSG;22;27
107;10007491818;MAGNER Tyler;UNITED STATES OF AMERICA;BHD;21;27
108;10004556960;MASUDA Nariyuki;JAPAN;BLZ;29;26
109;10061377540;SUSANTO Tonton;INDONESIA;;39;26
110;10001131143;SCHOLZ Timo;GERMANY;CCN;40;26
111;10074846695;HUFF Charles;UNITED STATES OF AMERICA;JBC;33;26
112;10003037696;AVERIN Maxim;RUSSIAN FEDERATION;;27;26
113;10007360361;BECKINSALE Jack;AUSTRALIA;;19;26
113;10007387946;CLAEYS Kevin;BELGIUM;LAN;24;26
