Rank;UCI ID;Name;Nationality;Team Code;Age;Points
1;10009497593;HAMILTON Lucas;AUSTRALIA;MTS;21;285
2;10010203572;STORER Michael;AUSTRALIA;;20;260
3;10010982909;HINDLEY Jai;AUSTRALIA;MTS;21;240
4;10009782129;LAKE Sean;AUSTRALIA;IWS;26;198
5;10006720161;HOWSON Damien;AUSTRALIA;ORS;25;148
6;10005608604;COOPER Joseph;NEW ZEALAND;IWS;32;137
7;10005968312;CHRISTIE Jason;NEW ZEALAND;TSC;27;118
8;10011137806;MONK Cyrus;AUSTRALIA;DPV;21;115
9;10006363685;DYBALL Benjamin;AUSTRALIA;STG;28;108
10;10010995841;SUNDERLAND Dylan;AUSTRALIA;NIS;21;91
11;10007809894;SCOTSON Miles;AUSTRALIA;BMC;23;80
12;10007559213;ELISSONDE Kenny;FRANCE;SKY;26;73
13;10014877760;STANNARD Robert;AUSTRALIA;MTS;19;70
14;10021860144;BOND Hamish;NEW ZEALAND;;31;63
15;10006363584;VAN DER PLOEG Neil;AUSTRALIA;IWS;30;61
16;10004595558;MEYER Cameron;AUSTRALIA;MTS;29;60
17;10005776433;EARLE Nathan;AUSTRALIA;UKO;29;55
18;10011124971;FEATONBY Jesse;AUSTRALIA;DPV;30;55
19;10002578160;GERRANS Simon;AUSTRALIA;ORS;37;55
20;10008088467;ORAM James;NEW ZEALAND;ONE;24;45
21;10004439449;BAUER Jack;NEW ZEALAND;QST;32;45
22;10004393676;FROOME Chris;GREAT BRITAIN;SKY;32;40
23;10011128712;MOREY Drew;AUSTRALIA;TSG;21;40
24;10005768248;HAAS Nathan;AUSTRALIA;DDD;28;40
25;10008695729;SMITH Dion;NEW ZEALAND;WGG;24;40
26;10007946910;BAYLY Cameron;AUSTRALIA;IWS;27;35
27;10006189186;ROE Timothy;AUSTRALIA;IWS;28;31
28;10006717232;EVANS Brad;NEW ZEALAND;DPV;25;31
29;10009778691;GRIFFIN Logan;NEW ZEALAND;;22;30
30;10005889193;DENNIS Rohan;AUSTRALIA;BMC;27;30
31;10006266988;MOULD Jonathan;GREAT BRITAIN;JLT;26;27
32;10004405501;GATE Aaron;NEW ZEALAND;ABS;27;25
33;10007587303;CHAVES RUBIO Jhoan Esteban;COLOMBIA;ORS;27;25
34;10011132752;MAGENNIS Liam;AUSTRALIA;NIS;20;25
35;10014876750;BERENDS Ethan;AUSTRALIA;;19;25
36;10006291240;DURBRIDGE Luke;AUSTRALIA;ORS;26;25
37;10009117475;GOUGH Regan;NEW ZEALAND;SKT;21;25
38;10010004522;CROME Sam;AUSTRALIA;IWS;24;22
39;10014837344;LEA Jason;AUSTRALIA;IWS;21;20
40;10014651630;BURSTON Samuel;AUSTRALIA;;25;20
41;10006801296;JONES Brenton;AUSTRALIA;JLT;26;20
42;10009642689;CANTY Brendan;AUSTRALIA;CDT;25;20
43;10005504429;MEYER Travis;AUSTRALIA;;28;20
44;10007229514;FRAME Alex;NEW ZEALAND;JLT;24;17
45;10003471873;BIBBY Ian;GREAT BRITAIN;JLT;31;15
46;10011137907;CULEY Marcus;AUSTRALIA;STG;24;15
47;10046251196;MAWDITT Lionel;AUSTRALIA;;22;15
48;10006291442;HEPBURN Michael;AUSTRALIA;ORS;26;15
49;10005996200;ROWE Luke;GREAT BRITAIN;SKY;27;14
50;10008856888;MCCABE Travis;UNITED STATES OF AMERICA;UHC;28;14
51;10003267769;STANNARD Ian;GREAT BRITAIN;SKY;30;14
52;10006445834;HUCKER Robbie;AUSTRALIA;IWS;27;13
53;10002929683;LAMPIER Steve;GREAT BRITAIN;JLT;33;11
54;10035480358;ACEVEDO CALLE Janier Alexis;COLOMBIA;UHC;32;10
55;10046248671;OGILVIE James;AUSTRALIA;;37;10
56;10009778792;KENT-SPARK Oliver;AUSTRALIA;DPV;25;10
57;10006723494;HORGAN Samuel;NEW ZEALAND;;30;10
58;10015011742;FOUCHE James;NEW ZEALAND;;19;10
59;10003998606;NORRIS Lachlan;AUSTRALIA;UHC;30;9
60;10006874452;KERBY Jordan;AUSTRALIA;;25;8
61;10005608503;TORCKLER Michael;NEW ZEALAND;;30;8
