Rank;UCI ID;Name;Nationality;Team Code;Age;Points
1;10014972740;POGAČAR Tadej;SLOVENIA;UAD;23;5363
2;10007585986;VAN AERT Wout;BELGIUM;TJV;27;4382
3;10008888921;ROGLIČ Primož;SLOVENIA;TJV;32;3924
4;10007155752;ALAPHILIPPE Julian;FRANCE;DQT;29;3104,67
5;10006468062;COLBRELLI Sonny;ITALY;TBV;31;2553
6;10007946203;VAN DER POEL Mathieu;NETHERLANDS;AFC;26;2461
7;10007059055;YATES Adam;GREAT BRITAIN;IGD;29;2251
8;10010784057;ALMEIDA João;PORTUGAL;DQT;23;2219
9;10001457509;VALVERDE Alejandro;SPAIN;MOV;41;1981
10;10008686332;MOHORIC Matej;SLOVENIA;TBV;27;1897
11;10058736615;EVENEPOEL Remco;BELGIUM;DQT;21;1799
12;10014827543;PHILIPSEN Jasper;BELGIUM;AFC;23;1777
13;10011235109;GAUDU David;FRANCE;GFC;25;1773
14;10006823528;STUYVEN Jasper;BELGIUM;TFS;29;1771
15;10011208231;VINGEGAARD Jonas;DENMARK;TJV;25;1730
16;10007096239;MERLIER Tim;BELGIUM;AFC;29;1703
17;10005513119;MOLLEMA Bauke;NETHERLANDS;TFS;35;1620,66
18;10005876160;NIZZOLO Giacomo;ITALY;TQA;32;1607
19;10008693810;SCHACHMANN Maximilian;GERMANY;BOH;27;1579
20;10009743733;ASGREEN Kasper;DENMARK;DQT;26;1553
21;10004774202;TRENTIN Matteo;ITALY;UAD;32;1535
22;10008685726;MAS NICOLAU Enric;SPAIN;MOV;26;1533
23;10007499494;KÜNG Stefan;SWITZERLAND;GFC;28;1463
24;10009637033;HONORÉ Mikkel;DENMARK;DQT;24;1419,27
25;10010182051;HAYTER Ethan;GREAT BRITAIN;IGD;23;1335,33
26;10006914969;VAN POPPEL Danny;NETHERLANDS;IWG;28;1291
27;10007516773;SENECHAL Florian;FRANCE;DQT;28;1288
28;10003292324;CAVENDISH Mark;GREAT BRITAIN;DQT;36;1280,27
29;10010977552;PIDCOCK Thomas;GREAT BRITAIN;IGD;22;1275
30;10003253221;THOMAS Geraint;GREAT BRITAIN;IGD;35;1268
31;10009728070;VLASOV Aleksandr;RUSSIAN FEDERATION;APT;25;1241
32;10055330194;YATES Simon Philip;GREAT BRITAIN;BEX;29;1239
33;10004564337;CARUSO Damiano;ITALY;TBV;34;1238
34;10006884455;VAN BAARLE Dylan;NETHERLANDS;IGD;29;1235
35;10008198096;LAPORTE Christophe;FRANCE;COF;29;1219
36;10007952263;COSNEFROY Benoit;FRANCE;ACT;26;1131
37;10008622876;LAMPAERT Yves;BELGIUM;DQT;30;1080
38;10005467952;ULISSI Diego;ITALY;UAD;32;1074
39;10006473015;KELDERMAN Wilco;NETHERLANDS;BOH;30;1070
40;10008912563;MASNADA Fausto;ITALY;DQT;28;1053
41;10007517076;MARTIN Guillaume;FRANCE;COF;28;1038
42;10007738055;ACKERMANN Pascal;GERMANY;BOH;27;1027
43;10006467052;DEMARE Arnaud;FRANCE;GFC;30;1014
44;10009164056;GANNA Filippo;ITALY;IGD;25;981
45;10006491708;BARDET Romain;FRANCE;DSM;31;974
46;10042236612;IZAGUIRRE INSAUSTI Ion;SPAIN;APT;32;953
47;10003085994;HERMANS Ben;BELGIUM;ISN;35;931,33
48;10005460373;SAGAN Peter;SLOVAKIA;BOH;31;923
49;10004451371;VAN AVERMAET Greg;BELGIUM;ACT;36;906
50;10011235311;GODON Dorian;FRANCE;ACT;25;900
51;10006883243;HUNDAHL Michael Valgren;DENMARK;EFN;29;877
52;10008706136;JAKOBSEN Fabio;NETHERLANDS;DQT;25;845
53;10006836763;LANDA MEANA Mikel;SPAIN;TBV;32;833
54;10006453110;WELLENS Tim;BELGIUM;LTS;30;826
55;10007609228;BILBAO LOPEZ DE ARMENTIA Peio;SPAIN;TBV;31;819
56;10011144068;HIRSCHI Marc;SWITZERLAND;UAD;23;814
57;10005502914;VIVIANI Elia;ITALY;COF;32;810
58;10003269183;KRISTOFF Alexander;NORWAY;UAD;34;805
59;10007856677;BARGUIL Warren;FRANCE;ARK;30;804
60;10009163753;MADOUAS Valentin;FRANCE;GFC;25;768
61;10005966288;VAN DER SANDE Tosh;BELGIUM;LTS;31;756
62;10007750280;BENOOT Tiesj;BELGIUM;DSM;27;754
63;10008689564;PEDERSEN Mads;DENMARK;TFS;26;746
64;10009575395;MOSCON Gianni;ITALY;IGD;27;741
65;10006656204;VERMEERSCH Gianni;BELGIUM;AFC;29;739
66;10009734942;MÄDER Gino;SWITZERLAND;TBV;24;736
67;10006599519;BENNETT Sam;IRELAND;DQT;31;735
68;10025080746;PARET PEINTRE Aurélien;FRANCE;ACT;25;732
69;10008722607;POLITT Nils;GERMANY;BOH;27;727
69;10009850534;HOFSTETTER Hugo;FRANCE;ISN;27;727
69;10009877412;COVI Alessandro;ITALY;UAD;23;727
72;10007592050;TURGIS Anthony;FRANCE;TEN;27;725
73;10014890187;MEEUS Jordi;BELGIUM;BOH;23;723
74;10015032152;SWIFT Connor;GREAT BRITAIN;ARK;26;710
75;10009393523;ROTA Lorenzo;ITALY;IWG;26;706
76;10007167775;KONRAD Patrick;AUSTRIA;BOH;30;705
77;10005852821;KWIATKOWSKI Michal;POLAND;IGD;31;702,33
78;10042286324;ARANBURU DEBA Alex;SPAIN;APT;26;702
79;10019889226;TILLER Rasmus;NORWAY;UXT;25;687
80;10014918681;SCHELLING Ide;NETHERLANDS;BOH;23;663
81;10003401246;FUGLSANG Jakob;DENMARK;APT;36;660
82;10005977305;HERRADA Jesus;SPAIN;COF;31;650
83;10005391261;VANMARCKE Sep;BELGIUM;ISN;33;645
84;10008671073;EIKING Odd Christian;NORWAY;IWG;27;643
85;10005839885;CATTANEO Mattia;ITALY;DQT;31;639
86;10009334717;WELTEN Bram;NETHERLANDS;ARK;24;623
87;10051858507;CARTHY Hugh John;GREAT BRITAIN;EFN;27;602
88;10005379339;DEGENKOLB John;GERMANY;LTS;32;594
89;10007128470;PASQUALON Andrea;ITALY;IWG;33;588
90;10003094280;DE MARCHI Alessandro;ITALY;ISN;35;577,33
91;10007381781;NIELSEN Magnus Cort;DENMARK;EFN;28;571,33
92;10008675925;HOELGAARD Markus;NORWAY;UXT;27;571
93;10009575496;BONNAMOUR Franck;FRANCE;BBK;26;566
94;10010946028;VERMEERSCH Florian;BELGIUM;LTS;22;564
95;10008913371;CAMPENAERTS Victor;BELGIUM;TQA;30;559,33
96;10007524756;TEUNS Dylan;BELGIUM;TBV;29;558
97;10006895064;COQUARD Bryan;FRANCE;BBK;29;557
98;10007914170;VAN ASBROECK Tom;BELGIUM;ISN;31;552
99;10030626015;BARONCINI Filippo;ITALY;CPK;21;550
100;10011133055;DEWULF Stan;BELGIUM;ACT;24;547
101;10015689631;MARIT Arne;BELGIUM;SVB;22;535
102;10015422778;VANSEVENANT Mauri;BELGIUM;DQT;22;530,6
103;10014991837;MOZZATO Luca;ITALY;BBK;23;526
104;10009832346;CHAMPOUSSIN Clément;FRANCE;ACT;23;522
105;10003224828;MARTIN Daniel;IRELAND;ISN;35;513
106;10007175859;DE LA CRUZ MELGAREJO David;SPAIN;UAD;32;508
107;10008661777;BALLERINI Davide;ITALY;DQT;27;486,67
108;10010118393;BISSEGGER Stefan;SWITZERLAND;EFN;23;481
109;10002782264;ŠTYBAR Zdeněk;CZECH REPUBLIC;DQT;36;480
109;10005961440;BOUHANNI Nacer;FRANCE;ARK;31;480
111;10006631548;TEUNISSEN Mike;NETHERLANDS;TJV;29;478
112;10014023554;SERRANO RODRIGUEZ Gonzalo;SPAIN;MOV;27;472
113;10015829370;ZANA Filippo;ITALY;BCF;22;471
114;10002837838;NIBALI Vincenzo;ITALY;TFS;37;467
115;10045463375;WALSCHEID Maximilian Richard;GERMANY;TQA;28;465,33
116;10008018850;VELASCO Simone;ITALY;GAZ;26;463
117;10005902230;DUPONT Timothy;BELGIUM;BWB;34;461
118;10015827855;ALEOTTI Giovanni;ITALY;BOH;22;455
119;10007500710;BONIFAZIO Niccolò;ITALY;TEN;28;454
120;10008660464;ALLEGAERT Piet;BELGIUM;COF;26;441
121;10015483406;STEWART Jake;GREAT BRITAIN;GFC;22;431
122;10009365433;NAESEN Oliver;BELGIUM;ACT;31;425
122;10015362861;TESSON Jason;FRANCE;AUB;23;425
124;10006889206;SKUJINS Toms;LATVIA;TFS;30;424
125;10008922364;SOLER Marc;SPAIN;MOV;28;415
126;10008681278;LATOUR Pierre;FRANCE;TEN;28;411
127;10007389259;DUMOULIN Tom;NETHERLANDS;TJV;31;408
128;10002444784;SANCHEZ Luis Leon;SPAIN;APT;38;405
129;10007245476;LASTRA MARTINEZ Jonathan;SPAIN;CJR;28;402
129;10007297111;VAN DER HOORN Taco;NETHERLANDS;IWG;28;402
131;10016299721;DAINESE Alberto;ITALY;DSM;23;401
132;10011133661;FOSS Tobias S.;NORWAY;TJV;24;398
133;10042809619;RODRIGUEZ CANO Carlos;SPAIN;IGD;20;396,13
134;10011942704;BOUCHARD Geoffrey;FRANCE;ACT;29;392
135;10013629692;LAFAY Victor;FRANCE;COF;25;388
136;10015083480;BATTISTELLA Samuele;ITALY;APT;23;385
137;10011235008;FORTUNATO Lorenzo;ITALY;EOK;25;376
138;10015281524;HERREGODTS Rune;BELGIUM;SVB;23;375
139;10011134368;SIVAKOV Pavel;RUSSIAN FEDERATION;IGD;24;373
140;10009971378;CAVAGNA Rémi;FRANCE;DQT;26;370
141;10009392412;VENDRAME Andrea;ITALY;ACT;27;369
142;10002416694;GILBERT Philippe;BELGIUM;LTS;39;367
142;10006467961;SBARAGLI Kristian;ITALY;AFC;31;367
144;10004443792;PLANCKAERT Baptiste;BELGIUM;IWG;33;366
145;10022711017;KOOIJ Olav;NETHERLANDS;TJV;20;357
146;10008666932;CAPIOT Amaury;BELGIUM;ARK;28;355
146;10036503306;JENSEN Mattias;DENMARK;TFS;21;355
148;10079890392;JOHANNESSEN Tobias Halland;NORWAY;UDT;22;353,83
149;10015722165;BAGIOLI Andrea;ITALY;DQT;22;353
