Rank;UCI ID;Name;Nationality;Team Code;Age;Points
1;10008697345;OKUBAMARIAM Tesfom;ERITREA;SHJ;25;432
2;10008002480;BARBARI Adil;ALGERIA;ANS;23;284
3;10007370970;HADDI Soufiane;MOROCCO;SKD;25;281
4;10008684918;MANSOURI Abderrahmane;ALGERIA;SHJ;21;244
5;10005653666;LAHSSAINI Mohssine;MOROCCO;;31;219
6;10007863246;ABELOUACHE Essaid;MOROCCO;ANS;28;218
7;10006878795;WACKERMANN Luca;ITALY;ANS;24;212
8;10006497970;REGUIGUI Youcef;ALGERIA;DDD;26;200
9;10008952272;AFEWERKI Elyas;ERITREA;SHJ;24;192
10;10002261696;VAITKUS Tomas;LITHUANIA;ANS;34;180
11;10007864155;DEBESAY Mekseb;ERITREA;DDD;25;175
12;10006584765;PETIT Adrien;FRANCE;DEN;26;173
13;10008714018;SAIDI Nassim;ALGERIA;;22;165
14;10010844681;ARERUYA Joseph;RWANDA;;20;152
15;10009720390;GEBREZGABIHIER Amanuel;ERITREA;;22;150
16;10006564456;TEKLEHAIMANOT Daniel;ERITREA;DDD;28;143
17;10049512622;EL KOURAJI Mohcine;MOROCCO;;19;140
18;10008687544;NOUISRI Ali;TUNISIA;;22;138
19;10005656801;PALINI Andrea;ITALY;SKD;27;133
20;10009351790;EYOB Metkel;ERITREA;DDC;23;126
21;10010095862;UWIZEYE Jean Claude;RWANDA;;22;126
22;10007755334;RUBIO ARRIBAS Jesus Alberto;SPAIN;ANS;24;113
23;10006392381;LAGAB Azzedine;ALGERIA;;30;113
24;10010094751;SAHBAOUI Soufiane;MOROCCO;;21;111
25;10007807672;GRMAY Tsgabu Gebremaryam;ETHIOPIA;LAM;25;110
26;10011062731;HABTOM Mikiel;ERITREA;;25;103
27;10006570318;VAUBOURZEIX Thomas;FRANCE;LRT;27;102
28;10010635224;ER-RAFAI Mohamed;MOROCCO;;27;95
29;10008686938;MRAOUNI Salaheddine;MOROCCO;;24;92
30;10008659959;AIT EL ABDIA Anass;MOROCCO;;23;87
31;10010645429;MAKHCHOUN Mounir;MOROCCO;;22;84
32;10008662585;BECHELAGHEME Abderrahmane;ALGERIA;SHJ;21;84
33;10008697446;TESHOME Meron;ERITREA;BAI;24;78
34;10004508258;VENTER Jaco;SOUTH AFRICA;DDD;29;75
35;10005874645;DELAPLACE Anthony;FRANCE;FVC;27;75
36;10005869288;BEN YOUCEF Abdellah;ALGERIA;;29;73
37;10008667740;CISSE Isiaka;COTE D'IVOIRE;;25;73
